GENESIS-Tabelle: 12411-0012
Bevölkerung: Bundesländer, Stichtag, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
;;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.2001;40-Jährige;182257;211624;60592;49720;10278;28262;103225;33265;132538;300040;69222;18528;71894;44605;45756;42457
31.12.2001;41-Jährige;176998;204247;57768;48092;10031;27984;100921;32636;128411;296798;68385;17928;69110;43323;44073;40925
31.12.2001;42-Jährige;169183;197399;55352;47100;9767;26019;97560;31892;123997;288038;66203;18220;68656;42468;42627;40550
31.12.2001;43-Jährige;162255;188603;50589;43676;9546;24985;93433;30058;117653;276083;62991;17738;63653;40064;40341;37868
31.12.2001;44-Jährige;157934;184093;48802;42460;9449;23874;91521;29439;116170;271952;62793;17185;63571;39667;39836;37861
31.12.2001;45-Jährige;155108;177574;48111;42308;9224;22793;88810;29581;112520;263453;60628;16696;64666;40095;37675;38620
31.12.2001;46-Jährige;147275;168615;47634;42927;9150;21989;85567;29781;108136;254656;58911;16030;66754;41197;37062;38989
31.12.2001;47-Jährige;143197;166083;46915;42267;8872;21211;84023;29759;106800;251403;58524;16177;66502;40655;36915;38462
31.12.2001;48-Jährige;138159;160119;46358;41826;8590;20413;81582;29137;103284;240386;56771;15888;66970;40849;35702;38281
31.12.2001;49-Jährige;139141;162241;46089;40738;8636;20878;82408;28279;104981;240395;56707;15718;68116;40610;35849;37791
31.12.2001;50-Jährige;135255;157782;46666;39733;8729;20701;81517;27346;103862;233019;55643;15182;69826;38926;36030;37805
31.12.2001;51-Jährige;137632;160905;49157;37486;8874;21602;83987;25365;105309;236616;56806;15693;66974;38421;36546;36012
31.12.2001;52-Jährige;135172;157892;46090;31649;9028;21629;84108;21872;103891;235753;55531;15971;58812;34297;36722;32168
31.12.2001;53-Jährige;126821;151880;42594;27382;8459;21292;79709;19054;97011;218470;48243;14161;47254;29074;36314;27839
31.12.2001;54-Jährige;118787;149805;39865;26407;8143;20480;75160;17816;89338;202718;43181;11533;47232;28526;34011;26579
31.12.2001;55-Jährige;104805;133524;31788;17829;8075;19420;65083;11787;84587;187435;38933;9486;35638;23297;32160;22190
31.12.2001;56-Jährige;91797;108925;35721;21191;6689;17499;55111;12679;67290;161063;33015;8878;42411;23671;26891;20893
31.12.2001;57-Jährige;118651;140689;46968;31904;8393;21928;73478;19074;90317;207342;43332;12063;61717;33336;35707;30455
31.12.2001;58-Jährige;120391;141516;49276;34480;8744;22178;73107;21001;93904;209126;43478;11809;61229;34683;37221;30833
31.12.2001;59-Jährige;119459;138478;47008;33561;8688;21774;69758;20612;92000;205306;42780;11692;57035;34473;36301;29142
31.12.2001;60-Jährige;142491;167840;54244;42438;9724;24585;83639;26799;112404;243590;53366;15015;71331;42466;43827;37496
31.12.2001;61-Jährige;149581;179737;52185;42912;10161;25262;89592;27468;118314;263766;58455;15903;73696;43977;44662;40753
31.12.2001;62-Jährige;147478;176882;48427;42221;9846;23883;86644;27839;116238;258780;57849;16215;72619;42936;44528;39848
31.12.2001;63-Jährige;137972;160789;44728;39302;9557;22937;79668;26377;111433;245689;54329;15252;66463;39085;42019;35239
31.12.2001;64-Jährige;128639;147438;42414;36328;9113;21383;74436;24328;103109;232019;51155;15165;61211;36668;38902;32547
31.12.2001;65-Jährige;124460;142044;40608;35656;8754;20758;72536;23733;99254;225268;50463;15398;60582;35703;37028;31895
31.12.2001;66-Jährige;118747;134548;39529;35138;8162;20305;69161;23059;94748;218752;48339;13919;60256;34921;34901;30978
31.12.2001;67-Jährige;108005;124216;36396;32411;7550;17747;64415;21975;87401;205951;44843;12337;55915;32666;31690;28858
31.12.2001;68-Jährige;90906;104911;26294;25037;5807;13818;51650;17715;68481;162950;36726;10638;43699;26335;23844;22796
31.12.2001;69-Jährige;89106;105112;24472;24453;5846;13217;50769;17717;68890;162370;36578;10843;43203;25844;23144;22910
31.12.2001;70-Jährige;89726;104492;25006;24393;5845;13676;51369;17174;69682;165114;37385;10956;44810;26184;23306;22981
31.12.2001;71-Jährige;92523;108161;25953;24850;6143;14636;54241;17054;72774;175036;39146;11118;47726;27077;24005;24186
31.12.2001;72-Jährige;88202;103988;24712;22977;6021;14245;52738;15636;69655;167821;37837;10665;46315;25784;23503;22900
31.12.2001;73-Jährige;86701;102760;23481;21514;6262;14212;52197;14615;69629;164463;37626;10427;43610;25129;23468;22417
31.12.2001;74-Jährige;79184;95111;21124;18557;5599;13152;48105;12651;65198;150715;35010;9708;38789;22029;21327;20185
31.12.2001;75-Jährige;76583;93224;20659;17452;5467;12985;47460;11548;62239;143536;33857;9161;37868;20671;20536;19312
31.12.2001;76-Jährige;74171;90057;19936;16275;5302;12959;45869;10880;61175;138221;32637;8832;35505;19910;20881;18287
31.12.2001;77-Jährige;66483;82201;17154;14184;4793;11862;42220;9559;55300;126137;29572;8557;31147;17785;18708;16294
31.12.2001;78-Jährige;64624;80030;15172;12973;4763;10944;39976;8824;51768;115754;27960;8567;30286;16639;18083;15529
31.12.2001;79-Jährige;63326;79447;16159;13111;4804;11253;39519;8566;52022;115694;27751;7721;31263;16899;18041;15298
31.12.2001;80-Jährige;63392;78325;17196;13311;4932;11388;38837;8719;51331;111079;26329;7203;32550;16853;18487;15546
31.12.2001;81-Jährige;59070;71767;17498;12428;4577;11269;36515;7866;46906;99660;23542;6011;31120;15879;17227;14103
31.12.2001;82-Jährige;42328;51902;12674;8468;3365;8050;25160;5396;33475;70979;16909;4329;20261;10402;12119;9423
31.12.2001;83-Jährige;25416;31019;7715;4771;2052;4843;14995;3044;20194;44773;10417;2959;10936;5859;7476;4977
31.12.2001;84-Jährige;21802;27729;6693;4228;1833;4210;13300;2741;18037;39555;9098;2580;9095;5095;6731;4382
31.12.2001;85-Jährige;21824;26665;7077;4289;1815;4321;12959;2769;18282;39829;9093;2460;9394;4876;6738;4437
31.12.2001;86-Jährige;25852;30362;8352;5202;2129;5265;15200;3243;21139;44777;10365;2569;12196;5866;7886;5477
31.12.2001;87-Jährige;29633;34518;9389;5999;2414;5825;17412;3684;23914;50060;11807;2921;13849;6782;8528;6237
31.12.2001;88-Jährige;25643;29940;8806;5442;2037;4866;15126;3259;20538;42881;9815;2584;12170;6077;7577;5353
31.12.2001;89-Jährige;21584;25177;7864;4634;1741;4365;12828;2803;17756;35734;8404;2150;10575;4981;6458;4537
31.12.2001;90 Jahre und mehr;69088;76917;28860;15202;5841;14654;42032;8322;56294;116454;28313;6488;32352;15167;21830;12893
31.12.2001;Insgesamt;10600906;12329714;3388434;2593040;659651;1726363;6077826;1759877;7956416;18052092;4049066;1066470;4384192;2580626;2804249;2411387
31.12.2002;unter 1 Jahr;99888;114154;28652;17773;5450;15475;55205;12468;73095;163265;34921;7878;31463;17551;25063;16949
31.12.2002;1-Jährige;102792;117380;28283;17970;5709;15413;56612;12920;76345;168335;36458;8223;31779;17889;26147;17292
31.12.2002;2-Jährige;108138;123028;28731;19064;5897;15384;59257;13022;80836;176581;38794;8703;32827;18269;27862;17379
31.12.2002;3-Jährige;110356;125393;28319;18855;5845;15265;59282;12384;81831;178391;39112;9029;30880;17566;28575;16728
31.12.2002;4-Jährige;113404;128975;27598;18495;5963;15359;60904;12117;84984;184248;40860;9201;29531;16916;29110;16476
31.12.2002;5-Jährige;117929;132305;27706;18151;6141;15691;63041;12061;88746;192448;42766;9958;28499;16586;30553;16419
31.12.2002;6-Jährige;116052;131010;26811;17221;6077;15343;62060;11254;86805;190485;42308;10083;26798;15727;30339;15056
31.12.2002;7-Jährige;113971;128208;25611;15770;5969;14562;59934;10123;84656;185733;41364;9821;24046;14394;29122;13790
31.12.2002;8-Jährige;115217;130738;25594;15054;5853;14830;60994;9429;86535;190290;42563;10212;23104;14165;29535;12867
31.12.2002;9-Jährige;119577;137459;25857;15033;5991;14753;62634;9985;90488;199034;44970;10863;23828;14508;30813;13566
31.12.2002;10-Jährige;120805;139086;26925;16513;6205;15298;63383;11290;91317;203996;46037;11251;25535;16210;31352;14849
31.12.2002;11-Jährige;123602;141357;27967;20153;6315;15772;64668;13609;92819;208587;47179;11603;31045;19058;32015;17504
31.12.2002;12-Jährige;127626;146607;34040;31538;6442;16262;67107;22060;95592;214308;48855;12135;48103;30047;32959;27675
31.12.2002;13-Jährige;123877;141319;35076;34402;6450;15708;65729;24140;92395;208196;47558;11728;51672;31995;31972;29318
31.12.2002;14-Jährige;126963;143051;36331;36936;6485;16199;66521;25879;94188;211871;48917;11890;54960;34410;32363;32057
31.12.2002;15-Jährige;121177;136528;36234;38400;6437;15287;64253;27729;90904;205775;47337;11749;57673;35819;30753;33365
31.12.2002;16-Jährige;120823;135990;35653;37683;6376;15211;63062;26908;89378;201413;46376;11705;56705;35234;29499;33103
31.12.2002;17-Jährige;115733;130160;35529;38577;6345;15356;60721;27292;85585;191937;44053;11018;57643;35269;27852;33468
31.12.2002;18-Jährige;116746;131896;35786;37764;6441;15482;61848;26649;84967;191177;44399;11084;57322;35254;27812;33273
31.12.2002;19-Jährige;119282;135685;37742;37042;7169;16749;63096;26550;86520;194489;44431;11252;57432;35281;28530;33209
31.12.2002;20-Jährige;125239;142268;41115;36097;7700;18790;66824;26198;89405;201453;46141;11798;58615;34286;29689;34315
31.12.2002;21-Jährige;127448;145749;43782;33795;8020;20638;67885;24372;90010;202452;46580;12020;57215;33187;30092;33197
31.12.2002;22-Jährige;130295;147010;46757;33512;8247;22301;69542;24645;90485;206471;46530;12049;58218;32811;30372;33558
31.12.2002;23-Jährige;124137;142479;46171;31621;8061;22616;67768;22844;87299;197515;44363;11411;55867;30360;28928;31545
31.12.2002;24-Jährige;122866;142689;46743;30301;8063;23498;68416;22237;86882;197548;43969;11144;55423;29988;29375;29718
31.12.2002;25-Jährige;123567;143506;47364;28534;8084;24224;69162;21172;86779;199379;43315;11202;53545;28180;29221;28775
31.12.2002;26-Jährige;125852;144358;47188;25417;8347;25593;70790;17999;87208;202936;43210;10792;46727;24745;29696;25405
31.12.2002;27-Jährige;123925;142967;46841;23605;8019;25686;70377;16827;85166;199360;42243;10683;44342;23231;29248;23649
31.12.2002;28-Jährige;127845;147126;46218;23391;8161;25990;72234;16102;87583;203623;43137;10921;43711;23223;29717;24142
31.12.2002;29-Jährige;128636;148972;45942;23910;8314;25740;73832;16452;89836;207516;44243;10795;44164;24244;30578;24666
31.12.2002;30-Jährige;141487;163150;48313;27037;8948;27765;80730;17991;99548;228546;48637;11998;48662;27840;34269;27613
31.12.2002;31-Jährige;153335;178336;54027;31942;9553;29398;88612;21051;109768;250280;53776;13390;56998;33307;38924;31380
31.12.2002;32-Jährige;160453;188029;55096;33381;9851;30164;93221;21952;116475;265011;56846;13794;57900;33814;41462;32512
31.12.2002;33-Jährige;173004;203211;57724;35055;10506;31798;100327;22899;126753;289541;61990;15570;58135;34908;46415;32873
31.12.2002;34-Jährige;182305;213124;60408;37096;11102;33951;105621;24413;132981;303194;65284;16400;59642;36028;49648;33489
31.12.2002;35-Jährige;186499;218273;61235;39822;11174;33889;107354;25700;136726;310761;66922;17082;61774;37419;51053;34504
31.12.2002;36-Jährige;191299;221463;64280;43186;11372;34013;110097;27828;139644;316950;69136;17548;65429;39452;51187;37061
31.12.2002;37-Jährige;190763;220615;66368;45921;11213;32868;110481;29706;139022;317559;69800;17917;68538;41232;50210;38342
31.12.2002;38-Jährige;193716;224112;67349;48022;10986;33293;111710;31161;139526;321848;71181;18322;71367;43187;50205;40478
31.12.2002;39-Jährige;191124;221442;66721;49852;10472;31650;110634;32647;138611;317212;71592;18707;72473;44696;48960;41433
31.12.2002;40-Jährige;185741;215042;63606;50019;10558;29461;106135;32508;134083;305057;69497;18314;71532;44170;47287;41188
31.12.2002;41-Jährige;182655;212112;60142;49637;10203;27996;103181;33079;132842;300048;69375;18535;71446;44209;45911;42289
31.12.2002;42-Jährige;177373;204757;57224;48018;10048;27828;100808;32472;128668;296715;68519;17931;68648;42961;44249;40690
31.12.2002;43-Jährige;169555;197676;54739;47192;9792;25756;97500;31686;124259;287895;66274;18238;68221;42113;42809;40317
31.12.2002;44-Jährige;162436;188895;50205;43622;9563;24766;93303;29901;117870;275870;62974;17729;63244;39738;40445;37653
31.12.2002;45-Jährige;158150;184204;48345;42432;9452;23656;91376;29277;116214;271549;62803;17165;63145;39338;39951;37665
31.12.2002;46-Jährige;155164;177667;47688;42254;9182;22565;88587;29407;112554;263084;60661;16678;64214;39774;37825;38403
31.12.2002;47-Jährige;147394;168728;47289;42862;9114;21838;85410;29609;108143;254169;58907;16006;66309;40875;37103;38747
31.12.2002;48-Jährige;143294;166202;46600;42203;8865;21028;83864;29601;106680;250902;58528;16164;66020;40322;36973;38218
31.12.2002;49-Jährige;138125;160153;45965;41785;8551;20211;81276;28959;103265;239751;56758;15846;66521;40519;35662;38089
31.12.2002;50-Jährige;139162;162021;45698;40668;8622;20611;82205;28157;104845;239727;56630;15654;67672;40330;35865;37590
31.12.2002;51-Jährige;135195;157661;46250;39703;8685;20476;81180;27223;103732;232227;55612;15133;69358;38605;36022;37605
31.12.2002;52-Jährige;137382;160637;48741;37428;8826;21379;83711;25230;105090;235650;56698;15627;66556;38120;36526;35804
31.12.2002;53-Jährige;134919;157580;45651;31617;8963;21398;83604;21800;103771;234697;55453;15949;58453;34013;36677;31978
31.12.2002;54-Jährige;126423;151397;42189;27349;8424;21081;79361;18988;96827;217263;48123;14097;46968;28831;36270;27702
31.12.2002;55-Jährige;118253;149227;39429;26380;8087;20249;74776;17738;89086;201516;43075;11494;46933;28290;33978;26426
31.12.2002;56-Jährige;104281;132830;31474;17845;8047;19099;64609;11746;84314;186106;38836;9451;35447;23124;32078;22058
31.12.2002;57-Jährige;91309;108341;35278;21208;6650;17252;54696;12611;67016;159827;32888;8813;42151;23492;26773;20761
31.12.2002;58-Jährige;117913;139857;46383;31877;8320;21578;72832;18992;89939;205466;43119;11955;61304;33052;35594;30274
31.12.2002;59-Jährige;119558;140604;48526;34444;8658;21877;72415;20901;93431;207220;43259;11740;60808;34373;37073;30636
31.12.2002;60-Jährige;118468;137513;46241;33572;8581;21425;69023;20526;91537;203104;42586;11578;56625;34149;36115;28927
31.12.2002;61-Jährige;141320;166533;53371;42325;9612;24190;82676;26646;111792;240917;53057;14895;70800;42014;43648;37237
31.12.2002;62-Jährige;148281;178167;51389;42680;10044;24764;88636;27274;117520;260637;58063;15742;73103;43497;44373;40420
31.12.2002;63-Jährige;146122;175171;47650;41930;9720;23452;85641;27622;115287;255644;57365;16080;71975;42403;44198;39451
31.12.2002;64-Jährige;136614;159234;44038;39025;9445;22492;78658;26106;110459;242390;53800;15086;65755;38548;41735;34879
31.12.2002;65-Jährige;127141;145879;41700;36008;8962;20957;73448;24060;102047;228850;50631;14965;60542;36184;38534;32126
31.12.2002;66-Jährige;122877;140363;39856;35260;8621;20346;71511;23441;98155;221874;49855;15188;59736;35117;36587;31465
31.12.2002;67-Jährige;117231;132723;38729;34652;8004;19831;68059;22700;93390;215086;47640;13703;59408;34305;34476;30485
31.12.2002;68-Jährige;106262;122303;35716;31863;7391;17333;63298;21597;85971;202010;44152;12103;55005;32047;31226;28360
31.12.2002;69-Jährige;89366;103177;25749;24518;5676;13465;50675;17359;67295;159682;36050;10395;42903;25676;23476;22317
31.12.2002;70-Jährige;87466;103069;23906;23971;5709;12896;49699;17345;67530;158876;35837;10624;42351;25265;22752;22397
31.12.2002;71-Jährige;87866;102365;24418;23789;5695;13317;50205;16753;68214;161092;36561;10690;43794;25484;22865;22400
31.12.2002;72-Jährige;90511;105602;25243;24276;5972;14171;52844;16599;71096;170390;38185;10798;46583;26336;23507;23529
31.12.2002;73-Jährige;86017;101345;23987;22387;5850;13808;51204;15209;67857;162715;36802;10335;45157;24939;22945;22211
31.12.2002;74-Jährige;84367;99867;22759;20850;6046;13730;50673;14190;67597;159128;36432;10070;42302;24191;22794;21704
31.12.2002;75-Jährige;76831;92324;20384;17929;5423;12671;46557;12251;63110;145395;33875;9353;37530;21166;20678;19431
31.12.2002;76-Jährige;74161;90238;19878;16821;5290;12456;45748;11131;60037;138089;32635;8800;36517;19867;19830;18624
31.12.2002;77-Jährige;71647;86845;19154;15592;5087;12420;44049;10424;58843;132525;31359;8444;34187;18988;20162;17490
31.12.2002;78-Jährige;63963;78985;16464;13587;4571;11301;40393;9115;52977;120460;28233;8110;29793;16894;17965;15567
31.12.2002;79-Jährige;61795;76331;14437;12388;4520;10428;38028;8375;49366;109834;26636;8075;28874;15659;17289;14718
31.12.2002;80-Jährige;60064;75312;15266;12452;4535;10582;37275;8067;49284;109060;26215;7281;29631;15836;17132;14391
31.12.2002;81-Jährige;59777;73634;16144;12456;4623;10676;36471;8150;48222;103944;24779;6705;30599;15603;17393;14501
31.12.2002;82-Jährige;55374;67103;16299;11519;4241;10394;34046;7284;43732;92500;21896;5538;28978;14625;16144;13078
31.12.2002;83-Jährige;39241;47986;11721;7818;3114;7465;23247;4973;30988;65315;15536;3952;18628;9565;11278;8620
31.12.2002;84-Jährige;23372;28563;7062;4360;1888;4405;13717;2778;18477;40706;9508;2684;9940;5274;6858;4477
31.12.2002;85-Jährige;19704;25158;6100;3841;1645;3746;12019;2493;16401;35545;8199;2320;8169;4552;6167;3911
31.12.2002;86-Jährige;19636;23960;6362;3838;1617;3873;11583;2468;16405;35634;8110;2196;8408;4306;6061;3887
31.12.2002;87-Jährige;22820;26702;7415;4552;1863;4584;13381;2850;18635;39339;9146;2246;10720;5067;7038;4780
31.12.2002;88-Jährige;25829;29885;8204;5128;2084;5081;15120;3194;20774;43347;10193;2541;11910;5741;7433;5358
31.12.2002;89-Jährige;21879;25339;7533;4655;1743;4135;12972;2752;17543;36497;8311;2163;10396;5106;6415;4451
31.12.2002;90 Jahre und mehr;73283;80876;29741;15903;6163;15043;44005;8942;59609;121317;29938;6880;34200;15972;22887;13757
31.12.2002;Insgesamt;10661320;12387351;3392425;2582379;662098;1728806;6091618;1744624;7980472;18076355;4057727;1064988;4349059;2548911;2816507;2392040
31.12.2003;unter 1 Jahr;97804;111828;28563;18047;5522;15594;54219;12742;70631;159645;34169;7589;32046;16850;24388;16812
31.12.2003;1-Jährige;100439;114823;28249;18133;5375;15292;55394;12519;73935;163917;35254;7939;31610;17560;25391;17015
31.12.2003;2-Jährige;103155;117705;27892;18274;5659;15166;56712;12910;76956;168644;36691;8255;31805;17759;26381;17271
31.12.2003;3-Jährige;108353;123294;28412;19276;5875;15182;59261;13016;81351;176925;38956;8749;32716;18215;28140;17314
31.12.2003;4-Jährige;110518;125518;27949;19068;5840;15142;59239;12380;82248;178791;39341;9062;30785;17473;28783;16619
31.12.2003;5-Jährige;113577;129207;27258;18675;5928;15275;60817;12070;85436;184490;41023;9199;29471;16844;29269;16432
31.12.2003;6-Jährige;118063;132418;27286;18370;6112;15546;62881;12064;88955;192526;42909;9988;28408;16530;30672;16374
31.12.2003;7-Jährige;116124;131183;26486;17399;6025;15262;61982;11257;87124;190514;42430;10126;26711;15639;30501;15020
31.12.2003;8-Jährige;114144;128555;25370;15909;5972;14483;59902;10161;84968;186132;41527;9825;23986;14305;29238;13786
31.12.2003;9-Jährige;115423;130970;25388;15208;5845;14729;61012;9424;86763;190571;42752;10230;23131;14101;29707;12810
31.12.2003;10-Jährige;119733;137773;25609;15168;5966;14730;62654;9997;90726;199512;45092;10853;23774;14420;30939;13481
31.12.2003;11-Jährige;121126;139442;26783;16635;6209;15232;63472;11283;91574;204428;46182;11270;25486;16099;31528;14811
31.12.2003;12-Jährige;123959;141732;27860;20230;6311;15706;64739;13604;93077;209071;47285;11633;31049;19010;32225;17479
31.12.2003;13-Jährige;128046;146978;33881;31659;6458;16258;67241;22039;95866;214901;49066;12138;48009;29925;33150;27586
31.12.2003;14-Jährige;124264;141804;34873;34548;6439;15659;65925;24108;92660;208782;47713;11746;51607;31903;32140;29278
31.12.2003;15-Jährige;127453;143624;36207;37143;6492;16258;66741;25810;94345;212540;49059;11914;54885;34330;32549;31989
31.12.2003;16-Jährige;121857;137271;36284;38435;6609;15551;64507;27604;91017;206838;47541;11772;57500;35672;30850;33286
31.12.2003;17-Jährige;121662;136997;35796;37659;6575;15563;63309;26678;89664;202695;46531;11757;56444;34942;29628;32896
31.12.2003;18-Jährige;117381;131714;35881;38141;6558;15968;61334;26788;86256;193519;44163;11121;56963;34816;28220;32856
31.12.2003;19-Jährige;119507;134835;37042;36736;6795;16505;63243;26112;85663;193411;44663;11224;56644;34612;28276;32529
31.12.2003;20-Jährige;122327;139170;39865;35287;7654;18389;64540;25574;87034;196982;44773;11423;56914;34242;28853;32708
31.12.2003;21-Jährige;127869;144962;43438;34447;8274;20606;68247;25033;89793;204434;46511;11999;58005;33222;29754;33860
31.12.2003;22-Jährige;129696;148104;46094;32485;8526;22473;69206;23427;90635;205645;46834;12139;56656;32314;30165;32606
31.12.2003;23-Jährige;132457;149785;48985;32307;8688;23947;70870;23758;91075;210149;46703;12137;57563;31949;30569;32871
31.12.2003;24-Jährige;126099;144644;48230;30494;8434;24254;68824;22190;87648;200609;44449;11540;55267;29738;28999;31045
31.12.2003;25-Jährige;124345;144367;48333;29470;8329;24777;69404;21619;87265;200149;44082;11178;54875;29422;29340;29192
31.12.2003;26-Jährige;124817;145023;48498;27889;8367;25248;69903;20644;86825;201585;43401;11223;52937;27642;29371;28255
31.12.2003;27-Jährige;126738;145515;48023;25016;8502;26481;71504;17638;87372;204509;43319;10782;46439;24408;29697;24964
31.12.2003;28-Jährige;124689;144153;47207;23386;8162;26280;70868;16575;85342;200427;42267;10698;44126;22875;29351;23301
31.12.2003;29-Jährige;128166;148193;46273;23371;8298;26283;72747;15929;87695;204281;43262;10847;43491;22974;29854;23884
31.12.2003;30-Jährige;128994;149782;45977;23845;8323;25872;73960;16345;90046;208081;44299;10810;44032;24010;30677;24445
31.12.2003;31-Jährige;141618;163832;48137;27165;8958;27780;80719;17840;99750;228888;48740;12003;48493;27576;34364;27456
31.12.2003;32-Jährige;153353;178962;53461;32177;9515;29358;88540;21002;110083;250432;53831;13409;56903;33032;39196;31160
31.12.2003;33-Jährige;160613;188455;54626;33647;9775;29930;93073;21886;116848;264937;56944;13755;57616;33585;41598;32249
31.12.2003;34-Jährige;173046;203734;57031;35371;10388;31500;99978;22808;127018;289594;62181;15541;57905;34694;46537;32706
31.12.2003;35-Jährige;182427;213423;59712;37345;11078;33631;105296;24288;133241;302882;65401;16367;59433;35781;49952;33343
31.12.2003;36-Jährige;186473;218497;60408;40196;11110;33587;106814;25639;136870;310348;67051;17068;61529;37202;51254;34331
31.12.2003;37-Jährige;191206;221647;63493;43534;11331;33764;109617;27766;140006;316631;69293;17517;65171;39188;51394;36889
31.12.2003;38-Jährige;190642;220735;65665;46166;11169;32524;110072;29581;139140;317222;69846;17874;68297;40981;50398;38163
31.12.2003;39-Jährige;193648;224347;66648;48217;10928;32960;111334;31093;139543;321441;71210;18330;71103;42939;50521;40271
31.12.2003;40-Jährige;191079;221658;66077;50122;10459;31459;110219;32479;138728;316773;71695;18653;72190;44405;49132;41231
31.12.2003;41-Jährige;185759;215049;63069;50115;10542;29272;105765;32397;134252;304720;69675;18324;71159;43908;47478;40986
31.12.2003;42-Jährige;182559;212176;59585;49775;10163;27808;102838;32914;132778;299789;69385;18538;71160;43944;46057;42079
31.12.2003;43-Jährige;177340;204844;56736;48023;10014;27662;100369;32318;128814;296432;68428;17935;68302;42640;44315;40469
31.12.2003;44-Jährige;169605;197649;54321;47177;9765;25588;97100;31515;124309;287505;66328;18222;67911;41872;42884;40147
31.12.2003;45-Jährige;162391;188898;49771;43580;9532;24624;93037;29737;117998;275382;62962;17692;62942;39514;40549;37442
31.12.2003;46-Jährige;157970;184122;48019;42384;9435;23478;91021;29179;116136;271103;62782;17140;62801;39071;39959;37437
31.12.2003;47-Jährige;155000;177507;47258;42222;9189;22440;88178;29283;112528;262433;60658;16658;63932;39533;37870;38197
31.12.2003;48-Jährige;147243;168614;46882;42815;9096;21670;85061;29449;108066;253486;58855;15961;66009;40607;37087;38532
31.12.2003;49-Jährige;143062;166018;46192;42163;8830;20917;83465;29431;106637;250212;58410;16097;65684;40047;36974;38023
31.12.2003;50-Jährige;137913;159909;45617;41735;8500;20093;80836;28806;103161;238847;56617;15777;66193;40274;35623;37889
31.12.2003;51-Jährige;138931;161679;45207;40650;8605;20527;81765;28021;104828;238774;56555;15587;67382;40074;35779;37428
31.12.2003;52-Jährige;134945;157216;45871;39666;8641;20281;80715;27099;103693;231212;55544;15077;68995;38334;35944;37422
31.12.2003;53-Jährige;136929;160192;48283;37395;8796;21196;83196;25132;104899;234432;56513;15565;66185;37906;36518;35638
31.12.2003;54-Jährige;134411;156980;45202;31600;8909;21180;83024;21705;103643;233476;55298;15880;58163;33801;36558;31805
31.12.2003;55-Jährige;125830;150810;41736;27324;8356;20888;78748;18912;96693;215914;47918;14015;46736;28663;36171;27559
31.12.2003;56-Jährige;117657;148549;39064;26389;8042;20031;74182;17706;88869;200142;42895;11420;46702;28091;33908;26278
31.12.2003;57-Jährige;103706;132201;31124;17818;7967;18895;64007;11695;83969;184657;38729;9374;35245;22942;31978;21893
31.12.2003;58-Jährige;90697;107651;34830;21190;6586;17042;54137;12594;66747;158378;32746;8731;41904;23320;26672;20591
31.12.2003;59-Jährige;117063;138941;45777;31820;8192;21284;72009;18909;89523;203529;42900;11852;60891;32768;35430;30033
31.12.2003;60-Jährige;118517;139637;47855;34386;8549;21483;71546;20826;92891;204914;43034;11618;60344;34055;36912;30409
31.12.2003;61-Jährige;117405;136459;45500;33452;8491;21088;68155;20455;91014;200792;42308;11479;56235;33831;35950;28657
31.12.2003;62-Jährige;139990;165226;52540;42160;9481;23817;81644;26448;111070;238167;52677;14721;70236;41496;43438;36918
31.12.2003;63-Jährige;146781;176605;50557;42391;9935;24334;87409;27052;116638;257478;57585;15559;72447;42955;44067;39985
31.12.2003;64-Jährige;144480;173511;46872;41630;9589;23030;84506;27377;114406;252311;56785;15881;71253;41930;43822;39017
31.12.2003;65-Jährige;135026;157432;43401;38649;9297;22065;77574;25808;109522;238935;53289;14886;65043;38005;41335;34453
31.12.2003;66-Jährige;125512;144161;40981;35570;8792;20573;72394;23768;100941;225301;50025;14748;59865;35642;38045;31732
31.12.2003;67-Jährige;121237;138443;39147;34793;8471;19970;70302;23089;96861;218351;49153;14924;58976;34514;36136;30997
31.12.2003;68-Jährige;115385;130682;37953;34116;7866;19426;66907;22328;92000;211186;46885;13433;58479;33642;33971;29948
31.12.2003;69-Jährige;104485;120242;34992;31260;7237;16939;62059;21159;84655;197914;43398;11818;54043;31310;30772;27730
31.12.2003;70-Jährige;87715;101391;25185;24050;5553;13167;49626;16998;66042;156156;35365;10144;42050;25082;23046;21818
31.12.2003;71-Jährige;85707;100953;23322;23420;5563;12530;48494;16940;66154;155075;35015;10375;41377;24580;22289;21874
31.12.2003;72-Jährige;85864;100022;23778;23168;5533;12987;48943;16301;66710;156865;35636;10410;42684;24780;22374;21727
31.12.2003;73-Jährige;88254;102897;24564;23569;5789;13773;51347;16138;69340;165338;37096;10436;45380;25535;22897;22876
