GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
1984;14524010;      Bernsdorf (Landkreis Zwickau);15,0
1984;14524020;      Callenberg;15,9
1984;14524030;      Crimmitschau, Stadt;19,2
1984;14524040;      Crinitzberg;18,9
1984;14524050;      Dennheritz;14,3
1984;14524060;      Fraureuth;14,9
1984;14524070;      Gersdorf;16,9
1984;14524080;      Glauchau, Stadt;17,0
1984;14524090;      Hartenstein, Stadt;14,3
1984;14524100;      Hartmannsdorf b. Kirchberg;12,1
1984;14524110;      Hirschfeld;12,5
1984;14524120;      Hohenstein-Ernstthal, Stadt;13,7
1984;14524130;      Kirchberg, Stadt;26,7
1984;14524140;      Langenbernsdorf;16,3
1984;14524150;      Langenweißbach;12,3
1984;14524160;      Lichtenstein/Sa., Stadt;19,0
1984;14524170;      Lichtentanne;22,1
1984;14524180;      Limbach-Oberfrohna, Stadt;16,5
1984;14524190;      Meerane, Stadt;19,1
1984;14524200;      Mülsen;14,2
1984;14524210;      Neukirchen/Pleiße;15,2
1984;14524220;      Niederfrohna;17,6
1984;14524230;      Oberlungwitz, Stadt;16,3
1984;14524240;      Oberwiera;16,3
1984;14524250;      Reinsdorf;21,7
1984;14524260;      Remse;25,1
1984;14524270;      Schönberg;7,2
1984;14524280;      St. Egidien;16,1
1984;14524290;      Waldenburg, Stadt;14,5
1984;14524300;      Werdau, Stadt;19,2
1984;14524310;      Wildenfels, Stadt;13,3
1984;14524320;      Wilkau-Haßlau, Stadt;17,4
1984;14524330;      Zwickau, Stadt;14,9
1984;146;  Dresden, NUTS 2-Region;13,7
1984;14612;    Dresden, Stadt;13,6
1984;14612000;      Dresden, Stadt;13,6
1984;14625;    Bautzen, Landkreis;12,5
1984;14625010;      Arnsdorf;18,1
1984;14625020;      Bautzen, Stadt;11,7
1984;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);12,6
1984;14625040;      Bischofswerda, Stadt;15,4
1984;14625060;      Burkau;12,4
1984;14625080;      Crostwitz;10,1
1984;14625090;      Cunewalde;13,5
1984;14625100;      Demitz-Thumitz;14,5
1984;14625110;      Doberschau-Gaußig;14,7
1984;14625120;      Elsterheide;14,8
1984;14625130;      Elstra, Stadt;14,0
1984;14625140;      Frankenthal;17,0
1984;14625150;      Göda;12,3
1984;14625160;      Großdubrau;15,3
1984;14625170;      Großharthau;13,1
1984;14625180;      Großnaundorf;11,5
1984;14625190;      Großpostwitz/O.L.;11,4
1984;14625200;      Großröhrsdorf, Stadt;15,0
1984;14625220;      Haselbachtal;13,4
1984;14625230;      Hochkirch;15,6
1984;14625240;      Hoyerswerda, Stadt;7,0
1984;14625250;      Kamenz, Stadt;13,2
1984;14625270;      Königsbrück, Stadt;16,8
1984;14625280;      Königswartha;21,8
1984;14625290;      Kubschütz;15,2
1984;14625300;      Laußnitz;11,1
1984;14625310;      Lauta, Stadt;13,6
1984;14625320;      Lichtenberg (Landkreis Bautzen);11,4
1984;14625330;      Lohsa;15,1
1984;14625340;      Malschwitz;12,7
1984;14625350;      Nebelschütz;6,1
1984;14625360;      Neschwitz;12,0
1984;14625370;      Neukirch;8,7
1984;14625380;      Neukirch/Lausitz;15,4
1984;14625390;      Obergurig;11,5
1984;14625410;      Ohorn;20,3
1984;14625420;      Oßling;9,7
1984;14625430;      Ottendorf-Okrilla;15,1
1984;14625440;      Panschwitz-Kuckau;16,8
1984;14625450;      Pulsnitz, Stadt;12,5
1984;14625460;      Puschwitz;16,5
1984;14625470;      Räckelwitz;10,4
1984;14625480;      Radeberg, Stadt;13,2
1984;14625490;      Radibor;6,9
1984;14625500;      Ralbitz-Rosenthal;10,9
1984;14625510;      Rammenau;9,5
1984;14625525;      Schirgiswalde-Kirschau, Stadt;16,1
1984;14625530;      Schmölln-Putzkau;12,6
1984;14625550;      Schwepnitz;10,6
1984;14625560;      Sohland a. d. Spree;15,4
1984;14625570;      Spreetal;11,8
1984;14625580;      Steina;16,7
1984;14625590;      Steinigtwolmsdorf;17,0
1984;14625600;      Wachau;12,5
1984;14625610;      Weißenberg, Stadt;18,1
1984;14625630;      Wilthen, Stadt;11,2
1984;14625640;      Wittichenau, Stadt;16,1
1984;14626;    Görlitz, Landkreis;14,2
1984;14626010;      Bad Muskau, Stadt;15,4
1984;14626020;      Beiersdorf;17,6
1984;14626030;      Bernstadt a. d. Eigen, Stadt;9,5
1984;14626050;      Bertsdorf-Hörnitz;14,5
1984;14626060;      Boxberg/O.L.;10,2
1984;14626070;      Dürrhennersdorf;24,3
1984;14626085;      Ebersbach-Neugersdorf, Stadt;14,2
1984;14626100;      Gablenz;14,1
1984;14626110;      Görlitz, Stadt;14,5
1984;14626120;      Groß Düben;14,0
1984;14626140;      Großschönau;15,6
1984;14626150;      Großschweidnitz;21,4
1984;14626160;      Hähnichen;13,4
1984;14626170;      Hainewalde;12,7
1984;14626180;      Herrnhut, Stadt;15,4
1984;14626190;      Hohendubrau;10,6
1984;14626200;      Horka;14,0
1984;14626210;      Jonsdorf, Kurort;14,8
1984;14626230;      Kodersdorf;12,0
1984;14626240;      Königshain;15,2
1984;14626245;      Kottmar;18,1
1984;14626250;      Krauschwitz i.d. O.L.;16,0
1984;14626260;      Kreba-Neudorf;8,8
1984;14626270;      Lawalde;12,3
1984;14626280;      Leutersdorf;15,9
1984;14626290;      Löbau, Stadt;11,2
1984;14626300;      Markersdorf;12,8
1984;14626310;      Mittelherwigsdorf;16,1
1984;14626320;      Mücka;10,2
1984;14626330;      Neißeaue;16,4
1984;14626350;      Neusalza-Spremberg, Stadt;24,7
1984;14626370;      Niesky, Stadt;12,1
1984;14626390;      Oderwitz;18,1
1984;14626400;      Olbersdorf;16,2
1984;14626410;      Oppach;16,7
1984;14626420;      Ostritz, Stadt;22,7
1984;14626430;      Oybin;16,2
1984;14626440;      Quitzdorf am See;23,0
1984;14626450;      Reichenbach/O.L., Stadt;14,8
1984;14626460;      Rietschen;16,0
1984;14626470;      Rosenbach;14,0
1984;14626480;      Rothenburg/O.L., Stadt;13,3
1984;14626490;      Schleife;11,6
1984;14626500;      Schönau-Berzdorf a. d. Eigen;12,2
1984;14626510;      Schönbach;19,5
1984;14626520;      Schöpstal;16,8
1984;14626530;      Seifhennersdorf, Stadt;18,7
1984;14626560;      Trebendorf;17,3
1984;14626570;      Vierkirchen;17,6
1984;14626580;      Waldhufen;14,3
1984;14626590;      Weißkeißel;15,8
1984;14626600;      Weißwasser/O.L., Stadt;8,3
1984;14626610;      Zittau, Stadt;14,7
1984;14627;    Meißen, Landkreis;13,6
1984;14627010;      Coswig, Stadt;14,1
1984;14627020;      Diera-Zehren;13,3
1984;14627030;      Ebersbach (Landkreis Meißen);17,9
1984;14627040;      Glaubitz;21,3
1984;14627050;      Gröditz, Stadt;10,7
1984;14627060;      Großenhain, Stadt;12,4
1984;14627070;      Hirschstein;13,2
1984;14627080;      Käbschütztal;11,6
1984;14627100;      Klipphausen;11,9
1984;14627110;      Lampertswalde;11,4
1984;14627130;      Lommatzsch, Stadt;13,0
1984;14627140;      Meißen, Stadt;16,7
1984;14627150;      Moritzburg;14,9
1984;14627170;      Niederau;12,8
1984;14627180;      Nossen, Stadt;14,4
1984;14627190;      Nünchritz;11,2
1984;14627200;      Priestewitz;15,2
1984;14627210;      Radebeul, Stadt;15,7
1984;14627220;      Radeburg, Stadt;12,1
1984;14627230;      Riesa, Stadt;11,2
1984;14627240;      Röderaue;9,7
1984;14627250;      Schönfeld;8,1
1984;14627260;      Stauchitz;17,6
1984;14627270;      Strehla, Stadt;14,2
1984;14627290;      Thiendorf;11,5
1984;14627310;      Weinböhla;14,2
1984;14627340;      Wülknitz;17,2
1984;14627360;      Zeithain;12,0
1984;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;15,1
1984;14628010;      Altenberg, Stadt;12,6
1984;14628020;      Bad Gottleuba-Berggießhübel, Stadt;22,8
1984;14628030;      Bad Schandau, Stadt;15,7
1984;14628040;      Bahretal;15,0
1984;14628050;      Bannewitz;17,1
1984;14628060;      Dippoldiswalde, Stadt;15,3
1984;14628070;      Dohma;18,6
1984;14628080;      Dohna, Stadt;19,3
1984;14628090;      Dorfhain;8,6
1984;14628100;      Dürrröhrsdorf-Dittersbach;12,1
1984;14628110;      Freital, Stadt;16,6
1984;14628130;      Glashütte, Stadt;12,9
1984;14628140;      Gohrisch;19,3
1984;14628150;      Hartmannsdorf-Reichenau;12,0
1984;14628160;      Heidenau, Stadt;13,1
1984;14628170;      Hermsdorf/Erzgeb.;10,1
1984;14628190;      Hohnstein, Stadt;12,2
1984;14628205;      Klingenberg;14,8
1984;14628210;      Königstein/Sächs. Schw., Stadt;10,7
1984;14628220;      Kreischa;17,0
1984;14628230;      Liebstadt, Stadt;15,0
1984;14628240;      Lohmen;12,4
1984;14628250;      Müglitztal;15,8
1984;14628260;      Neustadt in Sachsen, Stadt;11,7
1984;14628270;      Pirna, Stadt;12,9
1984;14628300;      Rabenau, Stadt;15,8
1984;14628310;      Rathen, Kurort;14,3
1984;14628320;      Rathmannsdorf;14,7
1984;14628330;      Reinhardtsdorf-Schöna;15,0
1984;14628340;      Rosenthal-Bielatal;44,2
1984;14628360;      Sebnitz, Stadt;17,7
1984;14628370;      Stadt Wehlen, Stadt;14,4
1984;14628380;      Stolpen, Stadt;15,5
1984;14628390;      Struppen;13,5
1984;14628400;      Tharandt, Stadt;17,5
1984;14628410;      Wilsdruff, Stadt;17,8
1984;147;  Leipzig, NUTS 2-Region;14,2
1984;14713;    Leipzig, Stadt;14,0
1984;14713000;      Leipzig, Stadt;14,0
1984;14729;    Leipzig, Landkreis;14,9
1984;14729010;      Bad Lausick, Stadt;14,6
1984;14729020;      Belgershain;16,2
1984;14729030;      Bennewitz;17,5
1984;14729040;      Böhlen, Stadt;14,3
1984;14729050;      Borna, Stadt;15,3
1984;14729060;      Borsdorf;15,1
1984;14729070;      Brandis, Stadt;29,5
1984;14729080;      Colditz, Stadt;14,6
1984;14729100;      Elstertrebnitz;15,8
1984;14729140;      Frohburg, Stadt;14,9
1984;14729150;      Geithain, Stadt;12,2
1984;14729160;      Grimma, Stadt;13,6
1984;14729170;      Groitzsch, Stadt;14,7
1984;14729190;      Großpösna;13,8
1984;14729220;      Kitzscher, Stadt;9,1
1984;14729245;      Lossatal;12,8
1984;14729250;      Machern;21,3
1984;14729260;      Markkleeberg, Stadt;14,1
1984;14729270;      Markranstädt, Stadt;17,8
1984;14729300;      Naunhof, Stadt;15,8
1984;14729320;      Neukieritzsch;12,4
1984;14729330;      Otterwisch;13,6
1984;14729340;      Parthenstein;11,1
1984;14729350;      Pegau, Stadt;15,3
1984;14729360;      Regis-Breitingen, Stadt;11,7
1984;14729370;      Rötha, Stadt;14,5
1984;14729380;      Thallwitz;21,7
1984;14729400;      Trebsen/Mulde, Stadt;14,6
1984;14729410;      Wurzen, Stadt;13,1
1984;14729430;      Zwenkau, Stadt;17,2
1984;14730;    Nordsachsen, Landkreis;13,7
1984;14730010;      Arzberg;11,7
1984;14730020;      Bad Düben, Stadt;12,5
1984;14730030;      Beilrode;9,5
1984;14730045;      Belgern-Schildau, Stadt;16,2
1984;14730050;      Cavertitz;15,0
1984;14730060;      Dahlen, Stadt;19,6
1984;14730070;      Delitzsch, Stadt;12,0
1984;14730080;      Doberschütz;13,2
1984;14730090;      Dommitzsch, Stadt;10,7
1984;14730100;      Dreiheide;11,0
1984;14730110;      Eilenburg, Stadt;15,8
1984;14730120;      Elsnig;11,2
1984;14730140;      Jesewitz;9,9
1984;14730150;      Krostitz;16,2
1984;14730160;      Laußig;7,0
1984;14730170;      Liebschützberg;16,4
1984;14730180;      Löbnitz;21,3
1984;14730190;      Mockrehna;10,7
1984;14730200;      Mügeln, Stadt;15,8
1984;14730210;      Naundorf;12,7
1984;14730230;      Oschatz, Stadt;12,5
1984;14730250;      Rackwitz;16,1
1984;14730270;      Schkeuditz, Stadt;15,6
1984;14730280;      Schönwölkau;17,3
1984;14730300;      Taucha, Stadt;16,8
1984;14730310;      Torgau, Stadt;11,1
1984;14730320;      Trossin;13,0
1984;14730330;      Wermsdorf;14,7
1984;14730340;      Wiedemar;14,4
1984;14730360;      Zschepplin;11,8
1985;14;Freistaat Sachsen;14,8
1985;145;  Chemnitz, NUTS 2-Region;15,8
1985;14511;    Chemnitz, Stadt;14,5
1985;14511000;      Chemnitz, Stadt;14,5
1985;14521;    Erzgebirgskreis;15,3
1985;14521010;      Amtsberg;14,8
1985;14521020;      Annaberg-Buchholz, Stadt;17,0
1985;14521035;      Aue-Bad Schlema, Stadt;16,5
1985;14521040;      Auerbach (Erzgebirgskreis);15,2
1985;14521060;      Bärenstein;15,8
1985;14521080;      Bockau;15,8
1985;14521090;      Börnichen/Erzgeb.;15,4
1985;14521110;      Breitenbrunn/Erzgeb.;16,3
1985;14521120;      Burkhardtsdorf;20,5
1985;14521130;      Crottendorf;16,1
1985;14521140;      Deutschneudorf;17,5
1985;14521150;      Drebach;11,7
1985;14521160;      Ehrenfriedersdorf, Stadt;15,2
1985;14521170;      Eibenstock, Stadt;16,5
1985;14521180;      Elterlein, Stadt;16,4
1985;14521200;      Gelenau/Erzgeb.;13,5
1985;14521210;      Geyer, Stadt;16,0
1985;14521220;      Gornau/Erzgeb.;15,4
1985;14521230;      Gornsdorf;14,7
1985;14521240;      Großolbersdorf;15,0
1985;14521250;      Großrückerswalde;16,0
1985;14521260;      Grünhain-Beierfeld, Stadt;13,0
1985;14521270;      Grünhainichen;15,8
1985;14521280;      Heidersdorf;16,3
1985;14521290;      Hohndorf;18,5
1985;14521310;      Jahnsdorf/Erzgeb.;22,6
1985;14521320;      Johanngeorgenstadt, Stadt;12,5
1985;14521330;      Jöhstadt, Stadt;16,1
1985;14521340;      Königswalde;17,3
1985;14521355;      Lauter-Bernsbach, Stadt;17,4
1985;14521370;      Lößnitz, Stadt;13,2
1985;14521380;      Lugau/Erzgeb., Stadt;15,4
1985;14521390;      Marienberg, Stadt;11,9
1985;14521400;      Mildenau;14,4
1985;14521410;      Neukirchen/Erzgeb.;16,9
1985;14521420;      Niederdorf;18,8
1985;14521430;      Niederwürschnitz;14,9
1985;14521440;      Oberwiesenthal, Kurort, Stadt;7,2
1985;14521450;      Oelsnitz/Erzgeb., Stadt;16,4
1985;14521460;      Olbernhau, Stadt;20,6
1985;14521495;      Pockau-Lengefeld, Stadt;13,8
1985;14521500;      Raschau-Markersbach;16,9
1985;14521510;      Scheibenberg, Stadt;12,8
1985;14521520;      Schlettau, Stadt;13,8
1985;14521530;      Schneeberg, Stadt;13,1
1985;14521540;      Schönheide;17,6
1985;14521550;      Schwarzenberg/Erzgeb., Stadt;13,0
1985;14521560;      Sehmatal;13,3
1985;14521570;      Seiffen/Erzgeb., Kurort;11,6
1985;14521590;      Stollberg/Erzgeb., Stadt;12,7
1985;14521600;      Stützengrün;12,6
1985;14521610;      Tannenberg;11,3
1985;14521620;      Thalheim/Erzgeb., Stadt;13,9
1985;14521630;      Thermalbad Wiesenbad;14,8
1985;14521640;      Thum, Stadt;11,8
1985;14521670;      Wolkenstein, Stadt;12,4
1985;14521690;      Zschopau, Stadt, Motorradstadt;20,3
1985;14521700;      Zschorlau;18,3
1985;14521710;      Zwönitz, Stadt;14,4
1985;14522;    Mittelsachsen, Landkreis;15,3
1985;14522010;      Altmittweida;18,0
1985;14522020;      Augustusburg, Stadt;23,7
1985;14522035;      Bobritzsch-Hilbersdorf;23,4
1985;14522050;      Brand-Erbisdorf, Stadt;11,5
1985;14522060;      Burgstädt, Stadt;18,9
1985;14522070;      Claußnitz;17,5
1985;14522080;      Döbeln, Stadt;17,8
1985;14522090;      Dorfchemnitz;15,2
1985;14522110;      Eppendorf;13,4
1985;14522120;      Erlau;23,6
1985;14522140;      Flöha, Stadt;13,1
1985;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;14,5
1985;14522170;      Frauenstein, Stadt;10,8
1985;14522180;      Freiberg, Stadt, Universitätsstadt;11,8
1985;14522190;      Geringswalde, Stadt;14,2
1985;14522200;      Großhartmannsdorf;13,9
1985;14522210;      Großschirma, Stadt;14,7
1985;14522220;      Großweitzschen;17,9
1985;14522230;      Hainichen, Stadt;17,6
1985;14522240;      Halsbrücke;14,9
1985;14522250;      Hartha, Stadt;12,3
1985;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);18,1
1985;14522275;      Jahnatal;12,3
1985;14522280;      Königsfeld;15,2
1985;14522290;      Königshain-Wiederau;14,5
1985;14522300;      Kriebstein;24,5
1985;14522310;      Leisnig, Stadt;16,2
1985;14522320;      Leubsdorf;14,6
1985;14522330;      Lichtenau;13,6
1985;14522340;      Lichtenberg/Erzgeb.;26,0
1985;14522350;      Lunzenau, Stadt;19,7
1985;14522360;      Mittweida, Stadt, Hochschulstadt;15,5
1985;14522380;      Mühlau;22,5
1985;14522390;      Mulda/Sa.;10,7
1985;14522400;      Neuhausen/Erzgeb.;13,7
1985;14522420;      Niederwiesa;16,8
1985;14522430;      Oberschöna;12,5
1985;14522440;      Oederan, Stadt;13,8
1985;14522460;      Penig, Stadt;16,4
1985;14522470;      Rechenberg-Bienenmühle;14,8
1985;14522480;      Reinsberg;15,7
1985;14522490;      Rochlitz, Stadt;12,0
1985;14522500;      Rossau;16,2
1985;14522510;      Roßwein, Stadt;13,0
1985;14522520;      Sayda, Stadt;13,9
1985;14522530;      Seelitz;13,3
1985;14522540;      Striegistal;16,2
1985;14522550;      Taura;24,1
1985;14522570;      Waldheim, Stadt;14,8
1985;14522580;      Wechselburg;19,1
1985;14522590;      Weißenborn/Erzgeb.;9,8
1985;14522600;      Zettlitz;10,4
1985;14523;    Vogtlandkreis;17,5
1985;14523010;      Adorf/Vogtl., Stadt;16,7
1985;14523020;      Auerbach/Vogtl., Stadt;17,9
1985;14523030;      Bad Brambach;19,7
1985;14523040;      Bad Elster, Stadt;18,4
1985;14523050;      Bergen;20,1
1985;14523060;      Bösenbrunn;18,4
1985;14523080;      Eichigt;17,2
1985;14523090;      Ellefeld;18,6
1985;14523100;      Elsterberg, Stadt;13,1
1985;14523120;      Falkenstein/Vogtl., Stadt;15,0
1985;14523130;      Grünbach;22,0
1985;14523150;      Heinsdorfergrund;15,1
1985;14523160;      Klingenthal, Stadt;20,2
1985;14523170;      Lengenfeld, Stadt;19,7
1985;14523190;      Limbach;18,0
1985;14523200;      Markneukirchen, Stadt;19,9
1985;14523230;      Mühlental;19,6
1985;14523245;      Muldenhammer;15,6
1985;14523260;      Netzschkau, Stadt;21,3
1985;14523270;      Neuensalz;17,8
1985;14523280;      Neumark;19,4
1985;14523290;      Neustadt/Vogtl.;19,8
1985;14523300;      Oelsnitz/Vogtl., Stadt;19,9
1985;14523310;      Pausa-Mühltroff, Stadt;12,4
1985;14523320;      Plauen, Stadt;16,7
1985;14523330;      Pöhl;15,3
1985;14523340;      Reichenbach im Vogtland, Stadt;18,4
1985;14523360;      Rodewisch, Stadt;15,4
1985;14523365;      Rosenbach/Vogtl.;12,5
1985;14523370;      Schöneck/Vogtl., Stadt;18,8
1985;14523380;      Steinberg;23,5
1985;14523410;      Theuma;17,1
1985;14523420;      Tirpersdorf;14,9
1985;14523430;      Treuen, Stadt;14,4
1985;14523440;      Triebel/Vogtl.;20,4
1985;14523450;      Weischlitz;16,0
1985;14523460;      Werda;25,6
1985;14524;    Zwickau, Landkreis;16,7
1985;14524010;      Bernsdorf (Landkreis Zwickau);13,2
1985;14524020;      Callenberg;14,7
1985;14524030;      Crimmitschau, Stadt;18,8
1985;14524040;      Crinitzberg;17,8
1985;14524050;      Dennheritz;15,6
1985;14524060;      Fraureuth;13,9
1985;14524070;      Gersdorf;18,0
1985;14524080;      Glauchau, Stadt;16,6
1985;14524090;      Hartenstein, Stadt;15,6
1985;14524100;      Hartmannsdorf b. Kirchberg;13,2
1985;14524110;      Hirschfeld;12,2
1985;14524120;      Hohenstein-Ernstthal, Stadt;15,2
1985;14524130;      Kirchberg, Stadt;25,1
1985;14524140;      Langenbernsdorf;14,3
1985;14524150;      Langenweißbach;15,2
1985;14524160;      Lichtenstein/Sa., Stadt;19,2
1985;14524170;      Lichtentanne;21,8
1985;14524180;      Limbach-Oberfrohna, Stadt;16,6
1985;14524190;      Meerane, Stadt;18,0
1985;14524200;      Mülsen;16,9
1985;14524210;      Neukirchen/Pleiße;12,0
1985;14524220;      Niederfrohna;14,5
1985;14524230;      Oberlungwitz, Stadt;17,3
1985;14524240;      Oberwiera;10,7
1985;14524250;      Reinsdorf;18,2
1985;14524260;      Remse;14,0
1985;14524270;      Schönberg;8,2
1985;14524280;      St. Egidien;9,3
1985;14524290;      Waldenburg, Stadt;17,2
1985;14524300;      Werdau, Stadt;18,8
1985;14524310;      Wildenfels, Stadt;17,6
1985;14524320;      Wilkau-Haßlau, Stadt;16,3
1985;14524330;      Zwickau, Stadt;15,3
1985;146;  Dresden, NUTS 2-Region;14,0
1985;14612;    Dresden, Stadt;13,7
1985;14612000;      Dresden, Stadt;13,7
1985;14625;    Bautzen, Landkreis;12,9
1985;14625010;      Arnsdorf;18,2
1985;14625020;      Bautzen, Stadt;11,7
1985;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);13,9
1985;14625040;      Bischofswerda, Stadt;18,5
1985;14625060;      Burkau;10,1
1985;14625080;      Crostwitz;11,8
1985;14625090;      Cunewalde;14,1
1985;14625100;      Demitz-Thumitz;14,0
1985;14625110;      Doberschau-Gaußig;13,6
1985;14625120;      Elsterheide;18,6
1985;14625130;      Elstra, Stadt;12,9
1985;14625140;      Frankenthal;13,2
1985;14625150;      Göda;10,6
1985;14625160;      Großdubrau;15,2
1985;14625170;      Großharthau;11,4
1985;14625180;      Großnaundorf;11,6
1985;14625190;      Großpostwitz/O.L.;15,5
1985;14625200;      Großröhrsdorf, Stadt;13,6
1985;14625220;      Haselbachtal;12,4
1985;14625230;      Hochkirch;12,9
1985;14625240;      Hoyerswerda, Stadt;7,6
1985;14625250;      Kamenz, Stadt;14,7
1985;14625270;      Königsbrück, Stadt;19,0
1985;14625280;      Königswartha;21,7
1985;14625290;      Kubschütz;18,1
1985;14625300;      Laußnitz;13,2
1985;14625310;      Lauta, Stadt;13,1
1985;14625320;      Lichtenberg (Landkreis Bautzen);12,9
1985;14625330;      Lohsa;12,7
1985;14625340;      Malschwitz;15,1
1985;14625350;      Nebelschütz;9,5
1985;14625360;      Neschwitz;14,4
1985;14625370;      Neukirch;15,9
1985;14625380;      Neukirch/Lausitz;14,5
1985;14625390;      Obergurig;18,2
1985;14625410;      Ohorn;17,8
1985;14625420;      Oßling;8,2
1985;14625430;      Ottendorf-Okrilla;15,4
1985;14625440;      Panschwitz-Kuckau;13,7
1985;14625450;      Pulsnitz, Stadt;13,9
1985;14625460;      Puschwitz;11,8
1985;14625470;      Räckelwitz;11,1
1985;14625480;      Radeberg, Stadt;15,1
1985;14625490;      Radibor;9,5
1985;14625500;      Ralbitz-Rosenthal;7,4
1985;14625510;      Rammenau;14,0
1985;14625525;      Schirgiswalde-Kirschau, Stadt;15,0
1985;14625530;      Schmölln-Putzkau;13,8
1985;14625550;      Schwepnitz;10,5
1985;14625560;      Sohland a. d. Spree;13,7
1985;14625570;      Spreetal;14,8
1985;14625580;      Steina;12,6
1985;14625590;      Steinigtwolmsdorf;16,2
1985;14625600;      Wachau;15,6
