GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
2001;14522200;      Großhartmannsdorf;11,1
2001;14522210;      Großschirma, Stadt;10,8
2001;14522220;      Großweitzschen;11,6
2001;14522230;      Hainichen, Stadt;11,2
2001;14522240;      Halsbrücke;7,7
2001;14522250;      Hartha, Stadt;9,8
2001;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);12,6
2001;14522275;      Jahnatal;7,9
2001;14522280;      Königsfeld;14,5
2001;14522290;      Königshain-Wiederau;13,1
2001;14522300;      Kriebstein;10,8
2001;14522310;      Leisnig, Stadt;11,8
2001;14522320;      Leubsdorf;6,6
2001;14522330;      Lichtenau;8,5
2001;14522340;      Lichtenberg/Erzgeb.;19,7
2001;14522350;      Lunzenau, Stadt;13,9
2001;14522360;      Mittweida, Stadt, Hochschulstadt;12,3
2001;14522380;      Mühlau;9,6
2001;14522390;      Mulda/Sa.;8,0
2001;14522400;      Neuhausen/Erzgeb.;16,4
2001;14522420;      Niederwiesa;8,5
2001;14522430;      Oberschöna;5,7
2001;14522440;      Oederan, Stadt;11,3
2001;14522460;      Penig, Stadt;12,8
2001;14522470;      Rechenberg-Bienenmühle;11,5
2001;14522480;      Reinsberg;9,9
2001;14522490;      Rochlitz, Stadt;12,9
2001;14522500;      Rossau;7,5
2001;14522510;      Roßwein, Stadt;12,7
2001;14522520;      Sayda, Stadt;11,8
2001;14522530;      Seelitz;6,0
2001;14522540;      Striegistal;8,6
2001;14522550;      Taura;22,3
2001;14522570;      Waldheim, Stadt;9,8
2001;14522580;      Wechselburg;14,8
2001;14522590;      Weißenborn/Erzgeb.;7,5
2001;14522600;      Zettlitz;6,6
2001;14523;    Vogtlandkreis;13,2
2001;14523010;      Adorf/Vogtl., Stadt;16,9
2001;14523020;      Auerbach/Vogtl., Stadt;14,6
2001;14523030;      Bad Brambach;17,8
2001;14523040;      Bad Elster, Stadt;8,3
2001;14523050;      Bergen;7,0
2001;14523060;      Bösenbrunn;9,4
2001;14523080;      Eichigt;13,0
2001;14523090;      Ellefeld;15,6
2001;14523100;      Elsterberg, Stadt;13,5
2001;14523120;      Falkenstein/Vogtl., Stadt;14,3
2001;14523130;      Grünbach;19,5
2001;14523150;      Heinsdorfergrund;9,3
2001;14523160;      Klingenthal, Stadt;15,2
2001;14523170;      Lengenfeld, Stadt;12,3
2001;14523190;      Limbach;9,1
2001;14523200;      Markneukirchen, Stadt;12,1
2001;14523230;      Mühlental;7,6
2001;14523245;      Muldenhammer;10,1
2001;14523260;      Netzschkau, Stadt;15,2
2001;14523270;      Neuensalz;9,1
2001;14523280;      Neumark;10,5
2001;14523290;      Neustadt/Vogtl.;10,3
2001;14523300;      Oelsnitz/Vogtl., Stadt;13,5
2001;14523310;      Pausa-Mühltroff, Stadt;11,3
2001;14523320;      Plauen, Stadt;13,6
2001;14523330;      Pöhl;9,0
2001;14523340;      Reichenbach im Vogtland, Stadt;13,8
2001;14523360;      Rodewisch, Stadt;13,1
2001;14523365;      Rosenbach/Vogtl.;11,1
2001;14523370;      Schöneck/Vogtl., Stadt;11,7
2001;14523380;      Steinberg;16,8
2001;14523410;      Theuma;11,6
2001;14523420;      Tirpersdorf;8,7
2001;14523430;      Treuen, Stadt;12,7
2001;14523440;      Triebel/Vogtl.;7,7
2001;14523450;      Weischlitz;11,0
2001;14523460;      Werda;12,9
2001;14524;    Zwickau, Landkreis;12,5
2001;14524010;      Bernsdorf (Landkreis Zwickau);8,0
2001;14524020;      Callenberg;10,6
2001;14524030;      Crimmitschau, Stadt;11,9
2001;14524040;      Crinitzberg;15,4
2001;14524050;      Dennheritz;4,1
2001;14524060;      Fraureuth;9,8
2001;14524070;      Gersdorf;9,3
2001;14524080;      Glauchau, Stadt;12,4
2001;14524090;      Hartenstein, Stadt;12,0
2001;14524100;      Hartmannsdorf b. Kirchberg;7,4
2001;14524110;      Hirschfeld;13,5
2001;14524120;      Hohenstein-Ernstthal, Stadt;14,2
2001;14524130;      Kirchberg, Stadt;17,8
2001;14524140;      Langenbernsdorf;10,4
2001;14524150;      Langenweißbach;10,9
2001;14524160;      Lichtenstein/Sa., Stadt;14,4
2001;14524170;      Lichtentanne;16,0
2001;14524180;      Limbach-Oberfrohna, Stadt;14,9
2001;14524190;      Meerane, Stadt;13,8
2001;14524200;      Mülsen;12,4
2001;14524210;      Neukirchen/Pleiße;9,4
2001;14524220;      Niederfrohna;7,2
2001;14524230;      Oberlungwitz, Stadt;11,4
2001;14524240;      Oberwiera;5,5
2001;14524250;      Reinsdorf;9,2
2001;14524260;      Remse;8,9
2001;14524270;      Schönberg;6,1
2001;14524280;      St. Egidien;10,0
2001;14524290;      Waldenburg, Stadt;12,5
2001;14524300;      Werdau, Stadt;11,2
2001;14524310;      Wildenfels, Stadt;9,7
2001;14524320;      Wilkau-Haßlau, Stadt;12,5
2001;14524330;      Zwickau, Stadt;12,8
2001;146;  Dresden, NUTS 2-Region;10,5
2001;14612;    Dresden, Stadt;9,8
2001;14612000;      Dresden, Stadt;9,8
2001;14625;    Bautzen, Landkreis;10,6
2001;14625010;      Arnsdorf;12,2
2001;14625020;      Bautzen, Stadt;11,4
2001;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);12,5
2001;14625040;      Bischofswerda, Stadt;20,6
2001;14625060;      Burkau;9,2
2001;14625080;      Crostwitz;7,1
2001;14625090;      Cunewalde;10,4
2001;14625100;      Demitz-Thumitz;7,8
2001;14625110;      Doberschau-Gaußig;8,1
2001;14625120;      Elsterheide;10,1
2001;14625130;      Elstra, Stadt;9,0
2001;14625140;      Frankenthal;10,0
2001;14625150;      Göda;6,7
2001;14625160;      Großdubrau;8,5
2001;14625170;      Großharthau;9,8
2001;14625180;      Großnaundorf;8,2
2001;14625190;      Großpostwitz/O.L.;7,8
2001;14625200;      Großröhrsdorf, Stadt;13,0
2001;14625220;      Haselbachtal;8,2
2001;14625230;      Hochkirch;9,5
2001;14625240;      Hoyerswerda, Stadt;10,7
2001;14625250;      Kamenz, Stadt;10,5
2001;14625270;      Königsbrück, Stadt;9,8
2001;14625280;      Königswartha;14,1
2001;14625290;      Kubschütz;8,7
2001;14625300;      Laußnitz;6,2
2001;14625310;      Lauta, Stadt;10,3
2001;14625320;      Lichtenberg (Landkreis Bautzen);8,9
2001;14625330;      Lohsa;9,8
2001;14625340;      Malschwitz;7,2
2001;14625350;      Nebelschütz;1,6
2001;14625360;      Neschwitz;6,0
2001;14625370;      Neukirch;8,6
2001;14625380;      Neukirch/Lausitz;11,3
2001;14625390;      Obergurig;9,9
2001;14625410;      Ohorn;6,1
2001;14625420;      Oßling;7,1
2001;14625430;      Ottendorf-Okrilla;8,6
2001;14625440;      Panschwitz-Kuckau;15,7
2001;14625450;      Pulsnitz, Stadt;15,1
2001;14625460;      Puschwitz;6,3
2001;14625470;      Räckelwitz;4,5
2001;14625480;      Radeberg, Stadt;9,7
2001;14625490;      Radibor;10,2
2001;14625500;      Ralbitz-Rosenthal;5,9
2001;14625510;      Rammenau;9,1
2001;14625525;      Schirgiswalde-Kirschau, Stadt;11,7
2001;14625530;      Schmölln-Putzkau;7,5
2001;14625550;      Schwepnitz;9,7
2001;14625560;      Sohland a. d. Spree;8,9
2001;14625570;      Spreetal;12,1
2001;14625580;      Steina;11,2
2001;14625590;      Steinigtwolmsdorf;5,9
2001;14625600;      Wachau;7,5
2001;14625610;      Weißenberg, Stadt;13,2
2001;14625630;      Wilthen, Stadt;8,2
2001;14625640;      Wittichenau, Stadt;11,3
2001;14626;    Görlitz, Landkreis;11,4
2001;14626010;      Bad Muskau, Stadt;7,0
2001;14626020;      Beiersdorf;7,3
2001;14626030;      Bernstadt a. d. Eigen, Stadt;8,5
2001;14626050;      Bertsdorf-Hörnitz;7,4
2001;14626060;      Boxberg/O.L.;10,7
2001;14626070;      Dürrhennersdorf;9,4
2001;14626085;      Ebersbach-Neugersdorf, Stadt;11,4
2001;14626100;      Gablenz;11,7
2001;14626110;      Görlitz, Stadt;12,8
2001;14626120;      Groß Düben;4,1
2001;14626140;      Großschönau;14,2
2001;14626150;      Großschweidnitz;11,4
2001;14626160;      Hähnichen;14,4
2001;14626170;      Hainewalde;8,7
2001;14626180;      Herrnhut, Stadt;9,6
2001;14626190;      Hohendubrau;7,4
2001;14626200;      Horka;4,1
2001;14626210;      Jonsdorf, Kurort;9,5
2001;14626230;      Kodersdorf;10,6
2001;14626240;      Königshain;10,9
2001;14626245;      Kottmar;16,5
2001;14626250;      Krauschwitz i.d. O.L.;10,6
2001;14626260;      Kreba-Neudorf;8,9
2001;14626270;      Lawalde;8,2
2001;14626280;      Leutersdorf;11,9
2001;14626290;      Löbau, Stadt;9,7
2001;14626300;      Markersdorf;6,6
2001;14626310;      Mittelherwigsdorf;8,5
2001;14626320;      Mücka;13,7
2001;14626330;      Neißeaue;5,8
2001;14626350;      Neusalza-Spremberg, Stadt;15,2
2001;14626370;      Niesky, Stadt;10,0
2001;14626390;      Oderwitz;20,0
2001;14626400;      Olbersdorf;12,9
2001;14626410;      Oppach;12,3
2001;14626420;      Ostritz, Stadt;14,4
2001;14626430;      Oybin;12,7
2001;14626440;      Quitzdorf am See;9,4
2001;14626450;      Reichenbach/O.L., Stadt;11,0
2001;14626460;      Rietschen;9,7
2001;14626470;      Rosenbach;9,8
2001;14626480;      Rothenburg/O.L., Stadt;14,2
2001;14626490;      Schleife;9,3
2001;14626500;      Schönau-Berzdorf a. d. Eigen;8,7
2001;14626510;      Schönbach;7,7
2001;14626520;      Schöpstal;6,7
2001;14626530;      Seifhennersdorf, Stadt;12,3
2001;14626560;      Trebendorf;7,1
2001;14626570;      Vierkirchen;7,8
2001;14626580;      Waldhufen;6,4
2001;14626590;      Weißkeißel;11,2
2001;14626600;      Weißwasser/O.L., Stadt;10,2
2001;14626610;      Zittau, Stadt;13,2
2001;14627;    Meißen, Landkreis;10,4
2001;14627010;      Coswig, Stadt;11,5
2001;14627020;      Diera-Zehren;5,6
2001;14627030;      Ebersbach (Landkreis Meißen);8,3
2001;14627040;      Glaubitz;20,3
2001;14627050;      Gröditz, Stadt;10,2
2001;14627060;      Großenhain, Stadt;9,8
2001;14627070;      Hirschstein;10,1
2001;14627080;      Käbschütztal;9,8
2001;14627100;      Klipphausen;9,4
2001;14627110;      Lampertswalde;8,1
2001;14627130;      Lommatzsch, Stadt;15,0
2001;14627140;      Meißen, Stadt;13,6
2001;14627150;      Moritzburg;9,1
2001;14627170;      Niederau;11,4
2001;14627180;      Nossen, Stadt;12,3
2001;14627190;      Nünchritz;7,7
2001;14627200;      Priestewitz;6,3
2001;14627210;      Radebeul, Stadt;9,5
2001;14627220;      Radeburg, Stadt;7,6
2001;14627230;      Riesa, Stadt;10,3
2001;14627240;      Röderaue;10,1
2001;14627250;      Schönfeld;8,3
2001;14627260;      Stauchitz;7,1
2001;14627270;      Strehla, Stadt;11,9
2001;14627290;      Thiendorf;12,1
2001;14627310;      Weinböhla;10,5
2001;14627340;      Wülknitz;7,6
2001;14627360;      Zeithain;8,9
2001;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;10,8
2001;14628010;      Altenberg, Stadt;9,5
2001;14628020;      Bad Gottleuba-Berggießhübel, Stadt;11,5
2001;14628030;      Bad Schandau, Stadt;9,7
2001;14628040;      Bahretal;4,9
2001;14628050;      Bannewitz;11,1
2001;14628060;      Dippoldiswalde, Stadt;12,8
2001;14628070;      Dohma;7,6
2001;14628080;      Dohna, Stadt;10,2
2001;14628090;      Dorfhain;9,1
2001;14628100;      Dürrröhrsdorf-Dittersbach;8,4
2001;14628110;      Freital, Stadt;12,1
2001;14628130;      Glashütte, Stadt;8,6
2001;14628140;      Gohrisch;9,3
2001;14628150;      Hartmannsdorf-Reichenau;5,2
2001;14628160;      Heidenau, Stadt;8,6
2001;14628170;      Hermsdorf/Erzgeb.;5,5
2001;14628190;      Hohnstein, Stadt;9,3
2001;14628205;      Klingenberg;8,9
2001;14628210;      Königstein/Sächs. Schw., Stadt;10,7
2001;14628220;      Kreischa;10,4
2001;14628230;      Liebstadt, Stadt;8,2
2001;14628240;      Lohmen;8,1
2001;14628250;      Müglitztal;13,6
2001;14628260;      Neustadt in Sachsen, Stadt;9,8
2001;14628270;      Pirna, Stadt;12,8
2001;14628300;      Rabenau, Stadt;11,4
2001;14628310;      Rathen, Kurort;4,1
2001;14628320;      Rathmannsdorf;14,1
2001;14628330;      Reinhardtsdorf-Schöna;12,9
2001;14628340;      Rosenthal-Bielatal;27,0
2001;14628360;      Sebnitz, Stadt;10,6
2001;14628370;      Stadt Wehlen, Stadt;5,0
2001;14628380;      Stolpen, Stadt;10,2
2001;14628390;      Struppen;11,3
2001;14628400;      Tharandt, Stadt;11,7
2001;14628410;      Wilsdruff, Stadt;8,8
2001;147;  Leipzig, NUTS 2-Region;10,9
2001;14713;    Leipzig, Stadt;10,9
2001;14713000;      Leipzig, Stadt;10,9
2001;14729;    Leipzig, Landkreis;11,2
2001;14729010;      Bad Lausick, Stadt;12,4
2001;14729020;      Belgershain;6,4
2001;14729030;      Bennewitz;10,6
2001;14729040;      Böhlen, Stadt;12,6
2001;14729050;      Borna, Stadt;11,8
2001;14729060;      Borsdorf;6,7
2001;14729070;      Brandis, Stadt;12,2
2001;14729080;      Colditz, Stadt;11,3
2001;14729100;      Elstertrebnitz;6,6
2001;14729140;      Frohburg, Stadt;10,4
2001;14729150;      Geithain, Stadt;14,1
2001;14729160;      Grimma, Stadt;9,1
2001;14729170;      Groitzsch, Stadt;13,3
2001;14729190;      Großpösna;9,2
2001;14729220;      Kitzscher, Stadt;13,6
2001;14729245;      Lossatal;12,1
2001;14729250;      Machern;6,9
2001;14729260;      Markkleeberg, Stadt;11,0
2001;14729270;      Markranstädt, Stadt;17,9
2001;14729300;      Naunhof, Stadt;13,6
2001;14729320;      Neukieritzsch;9,9
2001;14729330;      Otterwisch;9,0
2001;14729340;      Parthenstein;6,5
2001;14729350;      Pegau, Stadt;11,0
2001;14729360;      Regis-Breitingen, Stadt;10,8
2001;14729370;      Rötha, Stadt;10,2
2001;14729380;      Thallwitz;7,1
2001;14729400;      Trebsen/Mulde, Stadt;11,2
2001;14729410;      Wurzen, Stadt;10,8
2001;14729430;      Zwenkau, Stadt;14,6
2001;14730;    Nordsachsen, Landkreis;10,3
2001;14730010;      Arzberg;10,2
2001;14730020;      Bad Düben, Stadt;10,5
2001;14730030;      Beilrode;7,7
2001;14730045;      Belgern-Schildau, Stadt;9,9
2001;14730050;      Cavertitz;7,8
2001;14730060;      Dahlen, Stadt;13,2
2001;14730070;      Delitzsch, Stadt;10,6
2001;14730080;      Doberschütz;11,1
2001;14730090;      Dommitzsch, Stadt;12,4
2001;14730100;      Dreiheide;7,7
2001;14730110;      Eilenburg, Stadt;11,3
2001;14730120;      Elsnig;11,9
2001;14730140;      Jesewitz;7,4
2001;14730150;      Krostitz;8,8
2001;14730160;      Laußig;7,4
2001;14730170;      Liebschützberg;4,8
2001;14730180;      Löbnitz;17,9
2001;14730190;      Mockrehna;9,3
2001;14730200;      Mügeln, Stadt;13,3
2001;14730210;      Naundorf;6,1
2001;14730230;      Oschatz, Stadt;10,4
2001;14730250;      Rackwitz;8,0
2001;14730270;      Schkeuditz, Stadt;10,6
2001;14730280;      Schönwölkau;9,5
2001;14730300;      Taucha, Stadt;11,2
2001;14730310;      Torgau, Stadt;11,3
2001;14730320;      Trossin;11,7
2001;14730330;      Wermsdorf;9,4
2001;14730340;      Wiedemar;7,1
2001;14730360;      Zschepplin;6,8
2002;14;Freistaat Sachsen;11,5
2002;145;  Chemnitz, NUTS 2-Region;12,4
2002;14511;    Chemnitz, Stadt;12,1
2002;14511000;      Chemnitz, Stadt;12,1
2002;14521;    Erzgebirgskreis;12,1
2002;14521010;      Amtsberg;6,4
2002;14521020;      Annaberg-Buchholz, Stadt;17,0
2002;14521035;      Aue-Bad Schlema, Stadt;13,2
2002;14521040;      Auerbach (Erzgebirgskreis);10,6
2002;14521060;      Bärenstein;16,1
2002;14521080;      Bockau;8,8
2002;14521090;      Börnichen/Erzgeb.;9,0
2002;14521110;      Breitenbrunn/Erzgeb.;15,9
2002;14521120;      Burkhardtsdorf;15,4
2002;14521130;      Crottendorf;8,6
2002;14521140;      Deutschneudorf;11,4
2002;14521150;      Drebach;7,7
2002;14521160;      Ehrenfriedersdorf, Stadt;11,4
2002;14521170;      Eibenstock, Stadt;12,4
2002;14521180;      Elterlein, Stadt;11,7
2002;14521200;      Gelenau/Erzgeb.;8,8
2002;14521210;      Geyer, Stadt;15,2
2002;14521220;      Gornau/Erzgeb.;9,3
2002;14521230;      Gornsdorf;12,0
2002;14521240;      Großolbersdorf;10,0
2002;14521250;      Großrückerswalde;7,0
2002;14521260;      Grünhain-Beierfeld, Stadt;11,7
2002;14521270;      Grünhainichen;9,3
2002;14521280;      Heidersdorf;10,1
2002;14521290;      Hohndorf;11,9
2002;14521310;      Jahnsdorf/Erzgeb.;9,6
2002;14521320;      Johanngeorgenstadt, Stadt;16,0
2002;14521330;      Jöhstadt, Stadt;10,3
2002;14521340;      Königswalde;9,5
2002;14521355;      Lauter-Bernsbach, Stadt;8,7
2002;14521370;      Lößnitz, Stadt;15,8
2002;14521380;      Lugau/Erzgeb., Stadt;11,5
2002;14521390;      Marienberg, Stadt;12,0
2002;14521400;      Mildenau;10,8
2002;14521410;      Neukirchen/Erzgeb.;9,6
2002;14521420;      Niederdorf;10,8
2002;14521430;      Niederwürschnitz;5,8
2002;14521440;      Oberwiesenthal, Kurort, Stadt;9,2
2002;14521450;      Oelsnitz/Erzgeb., Stadt;14,2
2002;14521460;      Olbernhau, Stadt;12,6
2002;14521495;      Pockau-Lengefeld, Stadt;10,8
2002;14521500;      Raschau-Markersbach;11,2
2002;14521510;      Scheibenberg, Stadt;9,4
2002;14521520;      Schlettau, Stadt;13,7
2002;14521530;      Schneeberg, Stadt;10,9
2002;14521540;      Schönheide;16,9
2002;14521550;      Schwarzenberg/Erzgeb., Stadt;14,3
2002;14521560;      Sehmatal;9,9
2002;14521570;      Seiffen/Erzgeb., Kurort;10,1
2002;14521590;      Stollberg/Erzgeb., Stadt;13,9
2002;14521600;      Stützengrün;9,0
2002;14521610;      Tannenberg;12,5
2002;14521620;      Thalheim/Erzgeb., Stadt;8,5
2002;14521630;      Thermalbad Wiesenbad;13,2
2002;14521640;      Thum, Stadt;8,0
2002;14521670;      Wolkenstein, Stadt;9,8
2002;14521690;      Zschopau, Stadt, Motorradstadt;13,9
2002;14521700;      Zschorlau;15,3
2002;14521710;      Zwönitz, Stadt;10,8
2002;14522;    Mittelsachsen, Landkreis;11,3
2002;14522010;      Altmittweida;12,0
2002;14522020;      Augustusburg, Stadt;11,3
2002;14522035;      Bobritzsch-Hilbersdorf;12,5
2002;14522050;      Brand-Erbisdorf, Stadt;9,3
2002;14522060;      Burgstädt, Stadt;13,9
2002;14522070;      Claußnitz;10,4
2002;14522080;      Döbeln, Stadt;11,8
2002;14522090;      Dorfchemnitz;10,1
2002;14522110;      Eppendorf;9,8
2002;14522120;      Erlau;12,8
2002;14522140;      Flöha, Stadt;14,6
2002;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;12,6
2002;14522170;      Frauenstein, Stadt;10,1
2002;14522180;      Freiberg, Stadt, Universitätsstadt;10,8
2002;14522190;      Geringswalde, Stadt;17,1
2002;14522200;      Großhartmannsdorf;8,5
2002;14522210;      Großschirma, Stadt;9,4
2002;14522220;      Großweitzschen;9,6
2002;14522230;      Hainichen, Stadt;11,4
2002;14522240;      Halsbrücke;9,2
2002;14522250;      Hartha, Stadt;10,5
2002;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);13,6
2002;14522275;      Jahnatal;9,2
2002;14522280;      Königsfeld;8,9
2002;14522290;      Königshain-Wiederau;11,9
2002;14522300;      Kriebstein;11,2
2002;14522310;      Leisnig, Stadt;10,0
2002;14522320;      Leubsdorf;7,4
2002;14522330;      Lichtenau;7,7
2002;14522340;      Lichtenberg/Erzgeb.;19,7
2002;14522350;      Lunzenau, Stadt;13,0
2002;14522360;      Mittweida, Stadt, Hochschulstadt;13,2
2002;14522380;      Mühlau;8,4
2002;14522390;      Mulda/Sa.;6,8
2002;14522400;      Neuhausen/Erzgeb.;13,3
2002;14522420;      Niederwiesa;6,8
2002;14522430;      Oberschöna;8,9
2002;14522440;      Oederan, Stadt;9,7
2002;14522460;      Penig, Stadt;9,9
2002;14522470;      Rechenberg-Bienenmühle;16,2
2002;14522480;      Reinsberg;6,7
2002;14522490;      Rochlitz, Stadt;12,6
2002;14522500;      Rossau;7,9
2002;14522510;      Roßwein, Stadt;12,3
2002;14522520;      Sayda, Stadt;17,0
2002;14522530;      Seelitz;8,4
2002;14522540;      Striegistal;9,0
2002;14522550;      Taura;14,6
2002;14522570;      Waldheim, Stadt;12,1
2002;14522580;      Wechselburg;15,8
2002;14522590;      Weißenborn/Erzgeb.;6,9
2002;14522600;      Zettlitz;6,8
2002;14523;    Vogtlandkreis;13,7
2002;14523010;      Adorf/Vogtl., Stadt;17,1
2002;14523020;      Auerbach/Vogtl., Stadt;15,9
2002;14523030;      Bad Brambach;28,4
2002;14523040;      Bad Elster, Stadt;10,7
2002;14523050;      Bergen;16,8
2002;14523060;      Bösenbrunn;10,2
2002;14523080;      Eichigt;13,9
2002;14523090;      Ellefeld;16,4
2002;14523100;      Elsterberg, Stadt;12,0
2002;14523120;      Falkenstein/Vogtl., Stadt;14,9
2002;14523130;      Grünbach;23,5
2002;14523150;      Heinsdorfergrund;10,9
2002;14523160;      Klingenthal, Stadt;16,0
2002;14523170;      Lengenfeld, Stadt;12,4
2002;14523190;      Limbach;9,8
2002;14523200;      Markneukirchen, Stadt;13,5
2002;14523230;      Mühlental;5,8
2002;14523245;      Muldenhammer;12,1
2002;14523260;      Netzschkau, Stadt;16,9
2002;14523270;      Neuensalz;9,6
2002;14523280;      Neumark;9,4
2002;14523290;      Neustadt/Vogtl.;7,8
2002;14523300;      Oelsnitz/Vogtl., Stadt;13,9
2002;14523310;      Pausa-Mühltroff, Stadt;13,6
2002;14523320;      Plauen, Stadt;13,9
2002;14523330;      Pöhl;7,6
2002;14523340;      Reichenbach im Vogtland, Stadt;14,3
2002;14523360;      Rodewisch, Stadt;12,2
2002;14523365;      Rosenbach/Vogtl.;9,0
2002;14523370;      Schöneck/Vogtl., Stadt;9,8
2002;14523380;      Steinberg;16,3
2002;14523410;      Theuma;2,7
2002;14523420;      Tirpersdorf;8,8
2002;14523430;      Treuen, Stadt;12,5
2002;14523440;      Triebel/Vogtl.;8,2
2002;14523450;      Weischlitz;10,7
2002;14523460;      Werda;14,7
2002;14524;    Zwickau, Landkreis;12,9
2002;14524010;      Bernsdorf (Landkreis Zwickau);7,7
2002;14524020;      Callenberg;10,6
2002;14524030;      Crimmitschau, Stadt;13,6
2002;14524040;      Crinitzberg;9,9
2002;14524050;      Dennheritz;6,1
2002;14524060;      Fraureuth;10,5
2002;14524070;      Gersdorf;11,4
2002;14524080;      Glauchau, Stadt;12,5
2002;14524090;      Hartenstein, Stadt;14,5
2002;14524100;      Hartmannsdorf b. Kirchberg;9,4
2002;14524110;      Hirschfeld;6,8
2002;14524120;      Hohenstein-Ernstthal, Stadt;16,8
2002;14524130;      Kirchberg, Stadt;16,3
2002;14524140;      Langenbernsdorf;11,4
2002;14524150;      Langenweißbach;10,4
2002;14524160;      Lichtenstein/Sa., Stadt;15,2
2002;14524170;      Lichtentanne;18,5
2002;14524180;      Limbach-Oberfrohna, Stadt;15,2
2002;14524190;      Meerane, Stadt;13,9
2002;14524200;      Mülsen;10,3
2002;14524210;      Neukirchen/Pleiße;7,0
2002;14524220;      Niederfrohna;9,9
2002;14524230;      Oberlungwitz, Stadt;13,8
2002;14524240;      Oberwiera;5,5
2002;14524250;      Reinsdorf;10,9
2002;14524260;      Remse;12,0
2002;14524270;      Schönberg;9,1
2002;14524280;      St. Egidien;10,1
2002;14524290;      Waldenburg, Stadt;9,7
2002;14524300;      Werdau, Stadt;12,4
2002;14524310;      Wildenfels, Stadt;11,4
2002;14524320;      Wilkau-Haßlau, Stadt;13,9
2002;14524330;      Zwickau, Stadt;12,6
2002;146;  Dresden, NUTS 2-Region;10,9
2002;14612;    Dresden, Stadt;10,3
2002;14612000;      Dresden, Stadt;10,3
2002;14625;    Bautzen, Landkreis;10,6
2002;14625010;      Arnsdorf;8,5
2002;14625020;      Bautzen, Stadt;11,4
2002;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);11,0
2002;14625040;      Bischofswerda, Stadt;19,3
2002;14625060;      Burkau;7,9
2002;14625080;      Crostwitz;6,9
2002;14625090;      Cunewalde;10,0
2002;14625100;      Demitz-Thumitz;8,5
2002;14625110;      Doberschau-Gaußig;8,0
2002;14625120;      Elsterheide;9,7
2002;14625130;      Elstra, Stadt;6,2
2002;14625140;      Frankenthal;8,3
2002;14625150;      Göda;7,0
2002;14625160;      Großdubrau;9,6
2002;14625170;      Großharthau;5,5
2002;14625180;      Großnaundorf;3,7
2002;14625190;      Großpostwitz/O.L.;8,8
2002;14625200;      Großröhrsdorf, Stadt;14,2
2002;14625220;      Haselbachtal;9,7
2002;14625230;      Hochkirch;8,1
2002;14625240;      Hoyerswerda, Stadt;10,8
2002;14625250;      Kamenz, Stadt;11,7
2002;14625270;      Königsbrück, Stadt;8,2
2002;14625280;      Königswartha;11,5
2002;14625290;      Kubschütz;9,1
2002;14625300;      Laußnitz;5,7
2002;14625310;      Lauta, Stadt;11,6
2002;14625320;      Lichtenberg (Landkreis Bautzen);7,3
2002;14625330;      Lohsa;9,4
2002;14625340;      Malschwitz;7,3
2002;14625350;      Nebelschütz;2,4
2002;14625360;      Neschwitz;10,9
2002;14625370;      Neukirch;6,0
2002;14625380;      Neukirch/Lausitz;7,2
2002;14625390;      Obergurig;6,4
2002;14625410;      Ohorn;10,3
2002;14625420;      Oßling;6,8
2002;14625430;      Ottendorf-Okrilla;9,4
2002;14625440;      Panschwitz-Kuckau;13,5
2002;14625450;      Pulsnitz, Stadt;14,8
2002;14625460;      Puschwitz;14,8
2002;14625470;      Räckelwitz;8,4
2002;14625480;      Radeberg, Stadt;10,0
2002;14625490;      Radibor;8,1
2002;14625500;      Ralbitz-Rosenthal;8,6
2002;14625510;      Rammenau;4,6
2002;14625525;      Schirgiswalde-Kirschau, Stadt;12,7
2002;14625530;      Schmölln-Putzkau;8,1
2002;14625550;      Schwepnitz;7,2
2002;14625560;      Sohland a. d. Spree;12,9
2002;14625570;      Spreetal;10,0
2002;14625580;      Steina;7,5
2002;14625590;      Steinigtwolmsdorf;10,8
2002;14625600;      Wachau;7,9
2002;14625610;      Weißenberg, Stadt;12,5
2002;14625630;      Wilthen, Stadt;10,4
2002;14625640;      Wittichenau, Stadt;13,4
2002;14626;    Görlitz, Landkreis;11,7
2002;14626010;      Bad Muskau, Stadt;12,1
2002;14626020;      Beiersdorf;11,1
2002;14626030;      Bernstadt a. d. Eigen, Stadt;10,1
2002;14626050;      Bertsdorf-Hörnitz;8,5
2002;14626060;      Boxberg/O.L.;11,1
2002;14626070;      Dürrhennersdorf;6,3
2002;14626085;      Ebersbach-Neugersdorf, Stadt;13,1
2002;14626100;      Gablenz;8,1
2002;14626110;      Görlitz, Stadt;12,8
2002;14626120;      Groß Düben;9,1
2002;14626140;      Großschönau;13,3
2002;14626150;      Großschweidnitz;8,1
2002;14626160;      Hähnichen;13,3
2002;14626170;      Hainewalde;11,4
2002;14626180;      Herrnhut, Stadt;11,9
2002;14626190;      Hohendubrau;6,5
2002;14626200;      Horka;8,7
