GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2016;14729060;      Borsdorf;8334;4103;4231
30.06.2016;14729070;      Brandis, Stadt;9588;4741;4847
30.06.2016;14729080;      Colditz, Stadt;8737;4299;4438
30.06.2016;14729100;      Elstertrebnitz;1281;654;627
30.06.2016;14729140;      Frohburg, Stadt;12787;6370;6417
30.06.2016;14729150;      Geithain, Stadt;7090;3479;3611
30.06.2016;14729160;      Grimma, Stadt;28416;14003;14413
30.06.2016;14729170;      Groitzsch, Stadt;7568;3642;3926
30.06.2016;14729190;      Großpösna;5291;2637;2654
30.06.2016;14729220;      Kitzscher, Stadt;5008;2454;2554
30.06.2016;14729245;      Lossatal;6070;3082;2988
30.06.2016;14729250;      Machern;6631;3283;3348
30.06.2016;14729260;      Markkleeberg, Stadt;24370;11622;12748
30.06.2016;14729270;      Markranstädt, Stadt;15296;7420;7876
30.06.2016;14729300;      Naunhof, Stadt;8588;4201;4387
30.06.2016;14729320;      Neukieritzsch;6956;3419;3537
30.06.2016;14729330;      Otterwisch;1421;715;706
30.06.2016;14729340;      Parthenstein;3493;1762;1731
30.06.2016;14729350;      Pegau, Stadt;6238;3056;3182
30.06.2016;14729360;      Regis-Breitingen, Stadt;3913;2011;1902
30.06.2016;14729370;      Rötha, Stadt;6075;3087;2988
30.06.2016;14729380;      Thallwitz;3567;1812;1755
30.06.2016;14729400;      Trebsen/Mulde, Stadt;3858;1917;1941
30.06.2016;14729410;      Wurzen, Stadt;16296;7817;8479
30.06.2016;14729430;      Zwenkau, Stadt;9002;4430;4572
30.06.2016;14730;    Nordsachsen, Landkreis;197871;98278;99593
30.06.2016;14730010;      Arzberg;1951;1013;938
30.06.2016;14730020;      Bad Düben, Stadt;7989;3867;4122
30.06.2016;14730030;      Beilrode;4236;2139;2097
30.06.2016;14730045;      Belgern-Schildau, Stadt;7849;3952;3897
30.06.2016;14730050;      Cavertitz;2245;1162;1083
30.06.2016;14730060;      Dahlen, Stadt;4329;2131;2198
30.06.2016;14730070;      Delitzsch, Stadt;24845;12164;12681
30.06.2016;14730080;      Doberschütz;4081;2036;2045
30.06.2016;14730090;      Dommitzsch, Stadt;2513;1245;1268
30.06.2016;14730100;      Dreiheide;2128;1072;1056
30.06.2016;14730110;      Eilenburg, Stadt;15502;7478;8024
30.06.2016;14730120;      Elsnig;1430;738;692
30.06.2016;14730140;      Jesewitz;3020;1520;1500
30.06.2016;14730150;      Krostitz;3770;1933;1837
30.06.2016;14730160;      Laußig;3717;1892;1825
30.06.2016;14730170;      Liebschützberg;2981;1515;1466
30.06.2016;14730180;      Löbnitz;2042;1000;1042
30.06.2016;14730190;      Mockrehna;5011;2535;2476
30.06.2016;14730200;      Mügeln, Stadt;6059;2995;3064
30.06.2016;14730210;      Naundorf;2336;1204;1132
30.06.2016;14730230;      Oschatz, Stadt;14684;7165;7519
30.06.2016;14730250;      Rackwitz;4982;2567;2415
30.06.2016;14730270;      Schkeuditz, Stadt;17637;9013;8624
30.06.2016;14730280;      Schönwölkau;2440;1227;1213
30.06.2016;14730300;      Taucha, Stadt;15205;7364;7841
30.06.2016;14730310;      Torgau, Stadt;20144;9986;10158
30.06.2016;14730320;      Trossin;1319;673;646
30.06.2016;14730330;      Wermsdorf;5340;2619;2721
30.06.2016;14730340;      Wiedemar;5200;2621;2579
30.06.2016;14730360;      Zschepplin;2886;1452;1434
30.06.2017;14;Freistaat Sachsen;4077464;2008156;2069308
30.06.2017;145;  Chemnitz, NUTS 2-Region;1449086;711059;738027
30.06.2017;14511;    Chemnitz, Stadt;246538;121447;125091
30.06.2017;14511000;      Chemnitz, Stadt;246538;121447;125091
30.06.2017;14521;    Erzgebirgskreis;342376;167535;174841
30.06.2017;14521010;      Amtsberg;3759;1858;1901
30.06.2017;14521020;      Annaberg-Buchholz, Stadt;20157;9678;10479
30.06.2017;14521035;      Aue-Bad Schlema, Stadt;20966;10089;10877
30.06.2017;14521040;      Auerbach (Erzgebirgskreis);2522;1225;1297
30.06.2017;14521060;      Bärenstein;2356;1166;1190
30.06.2017;14521080;      Bockau;2257;1102;1155
30.06.2017;14521090;      Börnichen/Erzgeb.;998;490;508
30.06.2017;14521110;      Breitenbrunn/Erzgeb.;5368;2610;2758
30.06.2017;14521120;      Burkhardtsdorf;6239;3122;3117
30.06.2017;14521130;      Crottendorf;4114;2043;2071
30.06.2017;14521140;      Deutschneudorf;1032;530;502
30.06.2017;14521150;      Drebach;5042;2536;2506
30.06.2017;14521160;      Ehrenfriedersdorf, Stadt;4716;2273;2443
30.06.2017;14521170;      Eibenstock, Stadt;7471;3689;3782
30.06.2017;14521180;      Elterlein, Stadt;2890;1438;1452
30.06.2017;14521200;      Gelenau/Erzgeb.;4193;2064;2129
30.06.2017;14521210;      Geyer, Stadt;3539;1721;1818
30.06.2017;14521220;      Gornau/Erzgeb.;3819;1856;1963
30.06.2017;14521230;      Gornsdorf;1940;982;958
30.06.2017;14521240;      Großolbersdorf;2847;1413;1434
30.06.2017;14521250;      Großrückerswalde;3467;1754;1713
30.06.2017;14521260;      Grünhain-Beierfeld, Stadt;5965;2958;3007
30.06.2017;14521270;      Grünhainichen;3458;1727;1731
30.06.2017;14521280;      Heidersdorf;793;409;384
30.06.2017;14521290;      Hohndorf;3651;1771;1880
30.06.2017;14521310;      Jahnsdorf/Erzgeb.;5545;2782;2763
30.06.2017;14521320;      Johanngeorgenstadt, Stadt;4098;1996;2102
30.06.2017;14521330;      Jöhstadt, Stadt;2730;1399;1331
30.06.2017;14521340;      Königswalde;2252;1108;1144
30.06.2017;14521355;      Lauter-Bernsbach, Stadt;8801;4285;4516
30.06.2017;14521370;      Lößnitz, Stadt;8461;4128;4333
30.06.2017;14521380;      Lugau/Erzgeb., Stadt;8091;3927;4164
30.06.2017;14521390;      Marienberg, Stadt;17212;8537;8675
30.06.2017;14521400;      Mildenau;3413;1697;1716
30.06.2017;14521410;      Neukirchen/Erzgeb.;6816;3372;3444
30.06.2017;14521420;      Niederdorf;1328;688;640
30.06.2017;14521430;      Niederwürschnitz;2617;1296;1321
30.06.2017;14521440;      Oberwiesenthal, Kurort, Stadt;2144;1045;1099
30.06.2017;14521450;      Oelsnitz/Erzgeb., Stadt;11060;5373;5687
30.06.2017;14521460;      Olbernhau, Stadt;11215;5526;5689
30.06.2017;14521495;      Pockau-Lengefeld, Stadt;7793;3888;3905
30.06.2017;14521500;      Raschau-Markersbach;5178;2530;2648
30.06.2017;14521510;      Scheibenberg, Stadt;2115;1052;1063
30.06.2017;14521520;      Schlettau, Stadt;2401;1155;1246
30.06.2017;14521530;      Schneeberg, Stadt;14026;6774;7252
30.06.2017;14521540;      Schönheide;4475;2201;2274
30.06.2017;14521550;      Schwarzenberg/Erzgeb., Stadt;17048;8147;8901
30.06.2017;14521560;      Sehmatal;6490;3223;3267
30.06.2017;14521570;      Seiffen/Erzgeb., Kurort;2219;1113;1106
30.06.2017;14521590;      Stollberg/Erzgeb., Stadt;11346;5464;5882
30.06.2017;14521600;      Stützengrün;3284;1620;1664
30.06.2017;14521610;      Tannenberg;1142;566;576
30.06.2017;14521620;      Thalheim/Erzgeb., Stadt;6206;2989;3217
30.06.2017;14521630;      Thermalbad Wiesenbad;3322;1630;1692
30.06.2017;14521640;      Thum, Stadt;5291;2600;2691
30.06.2017;14521670;      Wolkenstein, Stadt;3897;1923;1974
30.06.2017;14521690;      Zschopau, Stadt, Motorradstadt;9354;4510;4844
30.06.2017;14521700;      Zschorlau;5334;2600;2734
30.06.2017;14521710;      Zwönitz, Stadt;12113;5887;6226
30.06.2017;14522;    Mittelsachsen, Landkreis;309037;153482;155555
30.06.2017;14522010;      Altmittweida;1915;936;979
30.06.2017;14522020;      Augustusburg, Stadt;4539;2249;2290
30.06.2017;14522035;      Bobritzsch-Hilbersdorf;5758;2863;2895
30.06.2017;14522050;      Brand-Erbisdorf, Stadt;9600;4677;4923
30.06.2017;14522060;      Burgstädt, Stadt;10694;5199;5495
30.06.2017;14522070;      Claußnitz;3132;1559;1573
30.06.2017;14522080;      Döbeln, Stadt;23741;11654;12087
30.06.2017;14522090;      Dorfchemnitz;1554;785;769
30.06.2017;14522110;      Eppendorf;4162;2015;2147
30.06.2017;14522120;      Erlau;3204;1633;1571
30.06.2017;14522140;      Flöha, Stadt;10737;5176;5561
30.06.2017;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;14214;7049;7165
30.06.2017;14522170;      Frauenstein, Stadt;2881;1458;1423
30.06.2017;14522180;      Freiberg, Stadt, Universitätsstadt;41503;20864;20639
30.06.2017;14522190;      Geringswalde, Stadt;4228;2076;2152
30.06.2017;14522200;      Großhartmannsdorf;2498;1286;1212
30.06.2017;14522210;      Großschirma, Stadt;5639;2819;2820
30.06.2017;14522220;      Großweitzschen;2792;1419;1373
30.06.2017;14522230;      Hainichen, Stadt;8569;4252;4317
30.06.2017;14522240;      Halsbrücke;5097;2513;2584
30.06.2017;14522250;      Hartha, Stadt;7171;3528;3643
30.06.2017;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);4427;2140;2287
30.06.2017;14522275;      Jahnatal;4925;2483;2442
30.06.2017;14522280;      Königsfeld;1455;741;714
30.06.2017;14522290;      Königshain-Wiederau;2654;1350;1304
30.06.2017;14522300;      Kriebstein;2144;1062;1082
30.06.2017;14522310;      Leisnig, Stadt;8326;4056;4270
30.06.2017;14522320;      Leubsdorf;3374;1699;1675
30.06.2017;14522330;      Lichtenau;7182;3557;3625
30.06.2017;14522340;      Lichtenberg/Erzgeb.;2713;1325;1388
30.06.2017;14522350;      Lunzenau, Stadt;4327;2125;2202
30.06.2017;14522360;      Mittweida, Stadt, Hochschulstadt;14795;7344;7451
30.06.2017;14522380;      Mühlau;2138;1079;1059
30.06.2017;14522390;      Mulda/Sa.;2554;1271;1283
30.06.2017;14522400;      Neuhausen/Erzgeb.;2597;1326;1271
30.06.2017;14522420;      Niederwiesa;4890;2421;2469
30.06.2017;14522430;      Oberschöna;3316;1678;1638
30.06.2017;14522440;      Oederan, Stadt;8075;4006;4069
30.06.2017;14522460;      Penig, Stadt;8870;4357;4513
30.06.2017;14522470;      Rechenberg-Bienenmühle;1940;981;959
30.06.2017;14522480;      Reinsberg;2908;1464;1444
30.06.2017;14522490;      Rochlitz, Stadt;5833;2794;3039
30.06.2017;14522500;      Rossau;3664;1893;1771
30.06.2017;14522510;      Roßwein, Stadt;7580;3806;3774
30.06.2017;14522520;      Sayda, Stadt;1847;916;931
30.06.2017;14522530;      Seelitz;1748;863;885
30.06.2017;14522540;      Striegistal;4651;2384;2267
30.06.2017;14522550;      Taura;2389;1151;1238
30.06.2017;14522570;      Waldheim, Stadt;8996;4604;4392
30.06.2017;14522580;      Wechselburg;1855;936;919
30.06.2017;14522590;      Weißenborn/Erzgeb.;2507;1287;1220
30.06.2017;14522600;      Zettlitz;729;373;356
30.06.2017;14523;    Vogtlandkreis;230259;112244;118015
30.06.2017;14523010;      Adorf/Vogtl., Stadt;5013;2404;2609
30.06.2017;14523020;      Auerbach/Vogtl., Stadt;18610;8970;9640
30.06.2017;14523030;      Bad Brambach;1883;901;982
30.06.2017;14523040;      Bad Elster, Stadt;3718;1780;1938
30.06.2017;14523050;      Bergen;947;465;482
30.06.2017;14523060;      Bösenbrunn;1183;579;604
30.06.2017;14523080;      Eichigt;1196;622;574
30.06.2017;14523090;      Ellefeld;2596;1260;1336
30.06.2017;14523100;      Elsterberg, Stadt;4051;1961;2090
30.06.2017;14523120;      Falkenstein/Vogtl., Stadt;8206;3900;4306
30.06.2017;14523130;      Grünbach;1722;843;879
30.06.2017;14523150;      Heinsdorfergrund;1999;983;1016
30.06.2017;14523160;      Klingenthal, Stadt;8613;4165;4448
30.06.2017;14523170;      Lengenfeld, Stadt;7150;3518;3632
30.06.2017;14523190;      Limbach;1470;717;753
30.06.2017;14523200;      Markneukirchen, Stadt;7652;3756;3896
30.06.2017;14523230;      Mühlental;1279;651;628
30.06.2017;14523245;      Muldenhammer;3083;1544;1539
30.06.2017;14523260;      Netzschkau, Stadt;3954;1911;2043
30.06.2017;14523270;      Neuensalz;2126;1053;1073
30.06.2017;14523280;      Neumark;2981;1506;1475
30.06.2017;14523290;      Neustadt/Vogtl.;984;489;495
30.06.2017;14523300;      Oelsnitz/Vogtl., Stadt;10404;5081;5323
30.06.2017;14523310;      Pausa-Mühltroff, Stadt;4987;2474;2513
30.06.2017;14523320;      Plauen, Stadt;65145;31743;33402
30.06.2017;14523330;      Pöhl;2564;1280;1284
30.06.2017;14523340;      Reichenbach im Vogtland, Stadt;20965;10079;10886
30.06.2017;14523360;      Rodewisch, Stadt;6476;3182;3294
30.06.2017;14523365;      Rosenbach/Vogtl.;4259;2109;2150
30.06.2017;14523370;      Schöneck/Vogtl., Stadt;3186;1550;1636
30.06.2017;14523380;      Steinberg;2809;1363;1446
30.06.2017;14523410;      Theuma;1036;522;514
30.06.2017;14523420;      Tirpersdorf;1393;690;703
30.06.2017;14523430;      Treuen, Stadt;7977;3910;4067
30.06.2017;14523440;      Triebel/Vogtl.;1238;624;614
30.06.2017;14523450;      Weischlitz;5922;2924;2998
30.06.2017;14523460;      Werda;1482;735;747
30.06.2017;14524;    Zwickau, Landkreis;320876;156351;164525
30.06.2017;14524010;      Bernsdorf (Landkreis Zwickau);2226;1117;1109
30.06.2017;14524020;      Callenberg;4978;2470;2508
30.06.2017;14524030;      Crimmitschau, Stadt;18836;9090;9746
30.06.2017;14524040;      Crinitzberg;1953;970;983
30.06.2017;14524050;      Dennheritz;1314;668;646
30.06.2017;14524060;      Fraureuth;5206;2534;2672
30.06.2017;14524070;      Gersdorf;4036;1981;2055
30.06.2017;14524080;      Glauchau, Stadt;22789;11237;11552
30.06.2017;14524090;      Hartenstein, Stadt;4639;2251;2388
30.06.2017;14524100;      Hartmannsdorf b. Kirchberg;1349;653;696
30.06.2017;14524110;      Hirschfeld;1200;602;598
30.06.2017;14524120;      Hohenstein-Ernstthal, Stadt;14725;7044;7681
30.06.2017;14524130;      Kirchberg, Stadt;8347;3999;4348
30.06.2017;14524140;      Langenbernsdorf;3533;1788;1745
30.06.2017;14524150;      Langenweißbach;2488;1236;1252
30.06.2017;14524160;      Lichtenstein/Sa., Stadt;11516;5527;5989
30.06.2017;14524170;      Lichtentanne;6534;3128;3406
30.06.2017;14524180;      Limbach-Oberfrohna, Stadt;24159;11796;12363
30.06.2017;14524190;      Meerane, Stadt;14572;7002;7570
30.06.2017;14524200;      Mülsen;11282;5530;5752
30.06.2017;14524210;      Neukirchen/Pleiße;3941;1937;2004
30.06.2017;14524220;      Niederfrohna;2224;1119;1105
30.06.2017;14524230;      Oberlungwitz, Stadt;5913;2879;3034
30.06.2017;14524240;      Oberwiera;1040;515;525
30.06.2017;14524250;      Reinsdorf;7534;3691;3843
30.06.2017;14524260;      Remse;1649;814;835
30.06.2017;14524270;      Schönberg;920;466;454
30.06.2017;14524280;      St. Egidien;3250;1591;1659
30.06.2017;14524290;      Waldenburg, Stadt;4058;1999;2059
30.06.2017;14524300;      Werdau, Stadt;20832;10219;10613
30.06.2017;14524310;      Wildenfels, Stadt;3640;1826;1814
30.06.2017;14524320;      Wilkau-Haßlau, Stadt;9920;4710;5210
30.06.2017;14524330;      Zwickau, Stadt;90273;43962;46311
30.06.2017;146;  Dresden, NUTS 2-Region;1597228;789657;807571
30.06.2017;14612;    Dresden, Stadt;547289;272499;274790
30.06.2017;14612000;      Dresden, Stadt;547289;272499;274790
30.06.2017;14625;    Bautzen, Landkreis;303452;149832;153620
30.06.2017;14625010;      Arnsdorf;4881;2539;2342
30.06.2017;14625020;      Bautzen, Stadt;39731;19303;20428
30.06.2017;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6519;3195;3324
30.06.2017;14625040;      Bischofswerda, Stadt;11153;5339;5814
30.06.2017;14625060;      Burkau;2613;1341;1272
30.06.2017;14625080;      Crostwitz;1028;506;522
30.06.2017;14625090;      Cunewalde;4683;2297;2386
30.06.2017;14625100;      Demitz-Thumitz;2696;1350;1346
30.06.2017;14625110;      Doberschau-Gaußig;4221;2147;2074
30.06.2017;14625120;      Elsterheide;3512;1754;1758
30.06.2017;14625130;      Elstra, Stadt;2792;1406;1386
30.06.2017;14625140;      Frankenthal;944;473;471
30.06.2017;14625150;      Göda;3093;1543;1550
30.06.2017;14625160;      Großdubrau;4281;2148;2133
30.06.2017;14625170;      Großharthau;2722;1353;1369
30.06.2017;14625180;      Großnaundorf;975;484;491
30.06.2017;14625190;      Großpostwitz/O.L.;2751;1359;1392
30.06.2017;14625200;      Großröhrsdorf, Stadt;9482;4647;4835
30.06.2017;14625220;      Haselbachtal;4069;2060;2009
30.06.2017;14625230;      Hochkirch;2282;1155;1127
30.06.2017;14625240;      Hoyerswerda, Stadt;33146;15931;17215
30.06.2017;14625250;      Kamenz, Stadt;16948;8320;8628
30.06.2017;14625270;      Königsbrück, Stadt;4418;2172;2246
30.06.2017;14625280;      Königswartha;3469;1743;1726
30.06.2017;14625290;      Kubschütz;2561;1306;1255
30.06.2017;14625300;      Laußnitz;1854;957;897
30.06.2017;14625310;      Lauta, Stadt;8482;4139;4343
30.06.2017;14625320;      Lichtenberg (Landkreis Bautzen);1620;812;808
30.06.2017;14625330;      Lohsa;5299;2618;2681
30.06.2017;14625340;      Malschwitz;4744;2393;2351
30.06.2017;14625350;      Nebelschütz;1179;601;578
30.06.2017;14625360;      Neschwitz;2450;1219;1231
30.06.2017;14625370;      Neukirch;1621;811;810
30.06.2017;14625380;      Neukirch/Lausitz;4991;2478;2513
30.06.2017;14625390;      Obergurig;2099;1048;1051
30.06.2017;14625410;      Ohorn;2415;1214;1201
30.06.2017;14625420;      Oßling;2279;1189;1090
30.06.2017;14625430;      Ottendorf-Okrilla;9965;4987;4978
30.06.2017;14625440;      Panschwitz-Kuckau;2096;993;1103
30.06.2017;14625450;      Pulsnitz, Stadt;7549;3685;3864
30.06.2017;14625460;      Puschwitz;814;406;408
30.06.2017;14625470;      Räckelwitz;1107;559;548
30.06.2017;14625480;      Radeberg, Stadt;18482;9117;9365
30.06.2017;14625490;      Radibor;3135;1572;1563
30.06.2017;14625500;      Ralbitz-Rosenthal;1687;907;780
30.06.2017;14625510;      Rammenau;1382;688;694
30.06.2017;14625525;      Schirgiswalde-Kirschau, Stadt;6317;3169;3148
30.06.2017;14625530;      Schmölln-Putzkau;3026;1493;1533
30.06.2017;14625550;      Schwepnitz;2528;1299;1229
30.06.2017;14625560;      Sohland a. d. Spree;6765;3367;3398
30.06.2017;14625570;      Spreetal;1877;933;944
30.06.2017;14625580;      Steina;1625;822;803
30.06.2017;14625590;      Steinigtwolmsdorf;2926;1492;1434
30.06.2017;14625600;      Wachau;4279;2182;2097
30.06.2017;14625610;      Weißenberg, Stadt;3135;1606;1529
30.06.2017;14625630;      Wilthen, Stadt;5004;2398;2606
30.06.2017;14625640;      Wittichenau, Stadt;5750;2807;2943
30.06.2017;14626;    Görlitz, Landkreis;257480;126117;131363
30.06.2017;14626010;      Bad Muskau, Stadt;3646;1787;1859
30.06.2017;14626020;      Beiersdorf;1144;574;570
30.06.2017;14626030;      Bernstadt a. d. Eigen, Stadt;3381;1690;1691
30.06.2017;14626050;      Bertsdorf-Hörnitz;2113;1063;1050
30.06.2017;14626060;      Boxberg/O.L.;4514;2249;2265
30.06.2017;14626070;      Dürrhennersdorf;984;496;488
30.06.2017;14626085;      Ebersbach-Neugersdorf, Stadt;12147;5882;6265
30.06.2017;14626100;      Gablenz;1609;803;806
30.06.2017;14626110;      Görlitz, Stadt;56172;27099;29073
30.06.2017;14626120;      Groß Düben;1080;556;524
30.06.2017;14626140;      Großschönau;5489;2661;2828
30.06.2017;14626150;      Großschweidnitz;1292;690;602
30.06.2017;14626160;      Hähnichen;1254;649;605
30.06.2017;14626170;      Hainewalde;1520;745;775
30.06.2017;14626180;      Herrnhut, Stadt;6006;2963;3043
30.06.2017;14626190;      Hohendubrau;1912;948;964
30.06.2017;14626200;      Horka;1749;887;862
30.06.2017;14626210;      Jonsdorf, Kurort;1557;749;808
30.06.2017;14626230;      Kodersdorf;2467;1241;1226
30.06.2017;14626240;      Königshain;1181;591;590
30.06.2017;14626245;      Kottmar;7434;3658;3776
30.06.2017;14626250;      Krauschwitz i.d. O.L.;3487;1712;1775
30.06.2017;14626260;      Kreba-Neudorf;864;436;428
30.06.2017;14626270;      Lawalde;1876;909;967
30.06.2017;14626280;      Leutersdorf;3545;1758;1787
30.06.2017;14626290;      Löbau, Stadt;14906;7246;7660
30.06.2017;14626300;      Markersdorf;4015;2082;1933
30.06.2017;14626310;      Mittelherwigsdorf;3605;1840;1765
30.06.2017;14626320;      Mücka;977;499;478
30.06.2017;14626330;      Neißeaue;1723;852;871
30.06.2017;14626350;      Neusalza-Spremberg, Stadt;3393;1666;1727
30.06.2017;14626370;      Niesky, Stadt;9465;4633;4832
30.06.2017;14626390;      Oderwitz;5162;2501;2661
30.06.2017;14626400;      Olbersdorf;4875;2347;2528
30.06.2017;14626410;      Oppach;2367;1141;1226
30.06.2017;14626420;      Ostritz, Stadt;2325;1142;1183
30.06.2017;14626430;      Oybin;1390;679;711
30.06.2017;14626440;      Quitzdorf am See;1274;627;647
30.06.2017;14626450;      Reichenbach/O.L., Stadt;4998;2474;2524
30.06.2017;14626460;      Rietschen;2562;1230;1332
30.06.2017;14626470;      Rosenbach;1602;818;784
30.06.2017;14626480;      Rothenburg/O.L., Stadt;4627;2305;2322
30.06.2017;14626490;      Schleife;2524;1223;1301
30.06.2017;14626500;      Schönau-Berzdorf a. d. Eigen;1479;746;733
30.06.2017;14626510;      Schönbach;1128;573;555
30.06.2017;14626520;      Schöpstal;2420;1220;1200
30.06.2017;14626530;      Seifhennersdorf, Stadt;3729;1823;1906
30.06.2017;14626560;      Trebendorf;915;452;463
30.06.2017;14626570;      Vierkirchen;1702;857;845
30.06.2017;14626580;      Waldhufen;2398;1223;1175
30.06.2017;14626590;      Weißkeißel;1335;691;644
30.06.2017;14626600;      Weißwasser/O.L., Stadt;16518;7914;8604
30.06.2017;14626610;      Zittau, Stadt;25643;12517;13126
30.06.2017;14627;    Meißen, Landkreis;243534;120109;123425
30.06.2017;14627010;      Coswig, Stadt;20894;10008;10886
30.06.2017;14627020;      Diera-Zehren;3295;1655;1640
30.06.2017;14627030;      Ebersbach (Landkreis Meißen);4429;2265;2164
30.06.2017;14627040;      Glaubitz;2097;1189;908
30.06.2017;14627050;      Gröditz, Stadt;7228;3566;3662
30.06.2017;14627060;      Großenhain, Stadt;18291;8999;9292
30.06.2017;14627070;      Hirschstein;1989;1028;961
30.06.2017;14627080;      Käbschütztal;2724;1381;1343
30.06.2017;14627100;      Klipphausen;10325;5280;5045
30.06.2017;14627110;      Lampertswalde;2579;1315;1264
30.06.2017;14627130;      Lommatzsch, Stadt;4971;2427;2544
30.06.2017;14627140;      Meißen, Stadt;28040;13532;14508
30.06.2017;14627150;      Moritzburg;8425;4225;4200
30.06.2017;14627170;      Niederau;3917;1957;1960
30.06.2017;14627180;      Nossen, Stadt;10726;5381;5345
30.06.2017;14627190;      Nünchritz;5555;2749;2806
30.06.2017;14627200;      Priestewitz;3195;1651;1544
30.06.2017;14627210;      Radebeul, Stadt;33834;16339;17495
30.06.2017;14627220;      Radeburg, Stadt;7336;3682;3654
30.06.2017;14627230;      Riesa, Stadt;30693;14903;15790
30.06.2017;14627240;      Röderaue;2709;1363;1346
30.06.2017;14627250;      Schönfeld;1842;910;932
30.06.2017;14627260;      Stauchitz;3122;1604;1518
30.06.2017;14627270;      Strehla, Stadt;3742;1821;1921
30.06.2017;14627290;      Thiendorf;3766;1950;1816
30.06.2017;14627310;      Weinböhla;10354;5093;5261
30.06.2017;14627340;      Wülknitz;1721;904;817
30.06.2017;14627360;      Zeithain;5735;2932;2803
30.06.2017;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;245473;121100;124373
30.06.2017;14628010;      Altenberg, Stadt;8039;4041;3998
30.06.2017;14628020;      Bad Gottleuba-Berggießhübel, Stadt;5628;2803;2825
30.06.2017;14628030;      Bad Schandau, Stadt;3680;1809;1871
30.06.2017;14628040;      Bahretal;2197;1086;1111
30.06.2017;14628050;      Bannewitz;10732;5195;5537
30.06.2017;14628060;      Dippoldiswalde, Stadt;14460;7161;7299
30.06.2017;14628070;      Dohma;1968;962;1006
30.06.2017;14628080;      Dohna, Stadt;6271;3144;3127
30.06.2017;14628090;      Dorfhain;1084;528;556
30.06.2017;14628100;      Dürrröhrsdorf-Dittersbach;4174;2100;2074
30.06.2017;14628110;      Freital, Stadt;39206;19047;20159
30.06.2017;14628130;      Glashütte, Stadt;6743;3411;3332
30.06.2017;14628140;      Gohrisch;1903;941;962
30.06.2017;14628150;      Hartmannsdorf-Reichenau;1051;532;519
30.06.2017;14628160;      Heidenau, Stadt;16483;8124;8359
30.06.2017;14628170;      Hermsdorf/Erzgeb.;806;413;393
30.06.2017;14628190;      Hohnstein, Stadt;3326;1661;1665
30.06.2017;14628205;      Klingenberg;6900;3564;3336
30.06.2017;14628210;      Königstein/Sächs. Schw., Stadt;2101;1065;1036
30.06.2017;14628220;      Kreischa;4494;2198;2296
30.06.2017;14628230;      Liebstadt, Stadt;1315;671;644
30.06.2017;14628240;      Lohmen;3064;1482;1582
30.06.2017;14628250;      Müglitztal;1904;976;928
30.06.2017;14628260;      Neustadt in Sachsen, Stadt;12260;5915;6345
30.06.2017;14628270;      Pirna, Stadt;38166;18584;19582
30.06.2017;14628300;      Rabenau, Stadt;4395;2206;2189
30.06.2017;14628310;      Rathen, Kurort;339;175;164
30.06.2017;14628320;      Rathmannsdorf;928;431;497
30.06.2017;14628330;      Reinhardtsdorf-Schöna;1340;678;662
30.06.2017;14628340;      Rosenthal-Bielatal;1618;814;804
30.06.2017;14628360;      Sebnitz, Stadt;9688;4773;4915
30.06.2017;14628370;      Stadt Wehlen, Stadt;1593;812;781
30.06.2017;14628380;      Stolpen, Stadt;5640;2824;2816
30.06.2017;14628390;      Struppen;2491;1275;1216
30.06.2017;14628400;      Tharandt, Stadt;5391;2734;2657
30.06.2017;14628410;      Wilsdruff, Stadt;14095;6965;7130
30.06.2017;147;  Leipzig, NUTS 2-Region;1031150;507440;523710
30.06.2017;14713;    Leipzig, Stadt;575355;282565;292790
30.06.2017;14713000;      Leipzig, Stadt;575355;282565;292790
30.06.2017;14729;    Leipzig, Landkreis;258035;126590;131445
30.06.2017;14729010;      Bad Lausick, Stadt;8033;3933;4100
30.06.2017;14729020;      Belgershain;3364;1690;1674
30.06.2017;14729030;      Bennewitz;4965;2471;2494
30.06.2017;14729040;      Böhlen, Stadt;6697;3284;3413
30.06.2017;14729050;      Borna, Stadt;19310;9314;9996
30.06.2017;14729060;      Borsdorf;8435;4159;4276
30.06.2017;14729070;      Brandis, Stadt;9610;4736;4874
30.06.2017;14729080;      Colditz, Stadt;8675;4260;4415
30.06.2017;14729100;      Elstertrebnitz;1260;647;613
30.06.2017;14729140;      Frohburg, Stadt;12595;6228;6367
30.06.2017;14729150;      Geithain, Stadt;6979;3430;3549
30.06.2017;14729160;      Grimma, Stadt;28193;13886;14307
30.06.2017;14729170;      Groitzsch, Stadt;7492;3604;3888
30.06.2017;14729190;      Großpösna;5302;2658;2644
30.06.2017;14729220;      Kitzscher, Stadt;4942;2433;2509
30.06.2017;14729245;      Lossatal;5986;3023;2963
30.06.2017;14729250;      Machern;6678;3291;3387
