GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2011;14730180;      Löbnitz;2091;1021;1070
30.06.2011;14730190;      Mockrehna;5164;2606;2558
30.06.2011;14730200;      Mügeln, Stadt;6420;3183;3237
30.06.2011;14730210;      Naundorf;2406;1233;1173
30.06.2011;14730230;      Oschatz, Stadt;15123;7361;7762
30.06.2011;14730250;      Rackwitz;4925;2471;2454
30.06.2011;14730270;      Schkeuditz, Stadt;16904;8415;8489
30.06.2011;14730280;      Schönwölkau;2473;1242;1231
30.06.2011;14730300;      Taucha, Stadt;14171;6772;7399
30.06.2011;14730310;      Torgau, Stadt;20655;10083;10572
30.06.2011;14730320;      Trossin;1349;677;672
30.06.2011;14730330;      Wermsdorf;5504;2703;2801
30.06.2011;14730340;      Wiedemar;5346;2681;2665
30.06.2011;14730360;      Zschepplin;3044;1512;1532
30.06.2012;14;Freistaat Sachsen;4046079;1975620;2070459
30.06.2012;145;  Chemnitz, NUTS 2-Region;1484732;722663;762069
30.06.2012;14511;    Chemnitz, Stadt;240080;115921;124159
30.06.2012;14511000;      Chemnitz, Stadt;240080;115921;124159
30.06.2012;14521;    Erzgebirgskreis;357090;174197;182893
30.06.2012;14521010;      Amtsberg;3887;1917;1970
30.06.2012;14521020;      Annaberg-Buchholz, Stadt;20879;9944;10935
30.06.2012;14521035;      Aue-Bad Schlema, Stadt;21943;10436;11507
30.06.2012;14521040;      Auerbach (Erzgebirgskreis);2660;1284;1376
30.06.2012;14521060;      Bärenstein;2430;1203;1227
30.06.2012;14521080;      Bockau;2422;1173;1249
30.06.2012;14521090;      Börnichen/Erzgeb.;966;481;485
30.06.2012;14521110;      Breitenbrunn/Erzgeb.;5725;2765;2960
30.06.2012;14521120;      Burkhardtsdorf;6317;3095;3222
30.06.2012;14521130;      Crottendorf;4206;2032;2174
30.06.2012;14521140;      Deutschneudorf;1073;570;503
30.06.2012;14521150;      Drebach;5574;2837;2737
30.06.2012;14521160;      Ehrenfriedersdorf, Stadt;4945;2387;2558
30.06.2012;14521170;      Eibenstock, Stadt;7890;3916;3974
30.06.2012;14521180;      Elterlein, Stadt;3058;1519;1539
30.06.2012;14521200;      Gelenau/Erzgeb.;4363;2139;2224
30.06.2012;14521210;      Geyer, Stadt;3738;1817;1921
30.06.2012;14521220;      Gornau/Erzgeb.;3795;1870;1925
30.06.2012;14521230;      Gornsdorf;2055;1039;1016
30.06.2012;14521240;      Großolbersdorf;2949;1478;1471
30.06.2012;14521250;      Großrückerswalde;3588;1816;1772
30.06.2012;14521260;      Grünhain-Beierfeld, Stadt;6091;3026;3065
30.06.2012;14521270;      Grünhainichen;3639;1805;1834
30.06.2012;14521280;      Heidersdorf;852;435;417
30.06.2012;14521290;      Hohndorf;3755;1825;1930
30.06.2012;14521310;      Jahnsdorf/Erzgeb.;5575;2767;2808
30.06.2012;14521320;      Johanngeorgenstadt, Stadt;4427;2116;2311
30.06.2012;14521330;      Jöhstadt, Stadt;2910;1472;1438
30.06.2012;14521340;      Königswalde;2309;1148;1161
30.06.2012;14521355;      Lauter-Bernsbach, Stadt;9041;4422;4619
30.06.2012;14521370;      Lößnitz, Stadt;9206;4420;4786
30.06.2012;14521380;      Lugau/Erzgeb., Stadt;8510;4147;4363
30.06.2012;14521390;      Marienberg, Stadt;17815;8841;8974
30.06.2012;14521400;      Mildenau;3477;1736;1741
30.06.2012;14521410;      Neukirchen/Erzgeb.;6749;3311;3438
30.06.2012;14521420;      Niederdorf;1251;619;632
30.06.2012;14521430;      Niederwürschnitz;2693;1333;1360
30.06.2012;14521440;      Oberwiesenthal, Kurort, Stadt;2310;1124;1186
30.06.2012;14521450;      Oelsnitz/Erzgeb., Stadt;11419;5514;5905
30.06.2012;14521460;      Olbernhau, Stadt;12113;5918;6195
30.06.2012;14521495;      Pockau-Lengefeld, Stadt;8215;4042;4173
30.06.2012;14521500;      Raschau-Markersbach;5396;2646;2750
30.06.2012;14521510;      Scheibenberg, Stadt;2207;1117;1090
30.06.2012;14521520;      Schlettau, Stadt;2489;1194;1295
30.06.2012;14521530;      Schneeberg, Stadt;14519;6984;7535
30.06.2012;14521540;      Schönheide;4870;2367;2503
30.06.2012;14521550;      Schwarzenberg/Erzgeb., Stadt;17871;8503;9368
30.06.2012;14521560;      Sehmatal;6773;3354;3419
30.06.2012;14521570;      Seiffen/Erzgeb., Kurort;2360;1206;1154
30.06.2012;14521590;      Stollberg/Erzgeb., Stadt;11508;5530;5978
30.06.2012;14521600;      Stützengrün;3489;1723;1766
30.06.2012;14521610;      Tannenberg;1148;574;574
30.06.2012;14521620;      Thalheim/Erzgeb., Stadt;6772;3298;3474
30.06.2012;14521630;      Thermalbad Wiesenbad;3494;1732;1762
30.06.2012;14521640;      Thum, Stadt;5429;2687;2742
30.06.2012;14521670;      Wolkenstein, Stadt;4004;1962;2042
30.06.2012;14521690;      Zschopau, Stadt, Motorradstadt;9902;4777;5125
30.06.2012;14521700;      Zschorlau;5513;2686;2827
30.06.2012;14521710;      Zwönitz, Stadt;12526;6118;6408
30.06.2012;14522;    Mittelsachsen, Landkreis;318529;157233;161296
30.06.2012;14522010;      Altmittweida;1968;980;988
30.06.2012;14522020;      Augustusburg, Stadt;4752;2347;2405
30.06.2012;14522035;      Bobritzsch-Hilbersdorf;5958;2991;2967
30.06.2012;14522050;      Brand-Erbisdorf, Stadt;10145;4953;5192
30.06.2012;14522060;      Burgstädt, Stadt;11124;5371;5753
30.06.2012;14522070;      Claußnitz;3255;1615;1640
30.06.2012;14522080;      Döbeln, Stadt;24280;11797;12483
30.06.2012;14522090;      Dorfchemnitz;1632;829;803
30.06.2012;14522110;      Eppendorf;4383;2133;2250
30.06.2012;14522120;      Erlau;3300;1660;1640
30.06.2012;14522140;      Flöha, Stadt;11353;5456;5897
30.06.2012;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;14799;7324;7475
30.06.2012;14522170;      Frauenstein, Stadt;3067;1529;1538
30.06.2012;14522180;      Freiberg, Stadt, Universitätsstadt;39904;19563;20341
30.06.2012;14522190;      Geringswalde, Stadt;4526;2234;2292
30.06.2012;14522200;      Großhartmannsdorf;2602;1329;1273
30.06.2012;14522210;      Großschirma, Stadt;5798;2930;2868
30.06.2012;14522220;      Großweitzschen;2921;1480;1441
30.06.2012;14522230;      Hainichen, Stadt;8778;4310;4468
30.06.2012;14522240;      Halsbrücke;5272;2654;2618
30.06.2012;14522250;      Hartha, Stadt;7556;3663;3893
30.06.2012;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);4507;2173;2334
30.06.2012;14522275;      Jahnatal;5203;2650;2553
30.06.2012;14522280;      Königsfeld;1536;791;745
30.06.2012;14522290;      Königshain-Wiederau;2715;1363;1352
30.06.2012;14522300;      Kriebstein;2255;1109;1146
30.06.2012;14522310;      Leisnig, Stadt;8716;4263;4453
30.06.2012;14522320;      Leubsdorf;3537;1777;1760
30.06.2012;14522330;      Lichtenau;7475;3741;3734
30.06.2012;14522340;      Lichtenberg/Erzgeb.;2753;1364;1389
30.06.2012;14522350;      Lunzenau, Stadt;4665;2260;2405
30.06.2012;14522360;      Mittweida, Stadt, Hochschulstadt;15162;7441;7721
30.06.2012;14522380;      Mühlau;2179;1120;1059
30.06.2012;14522390;      Mulda/Sa.;2654;1333;1321
30.06.2012;14522400;      Neuhausen/Erzgeb.;2853;1462;1391
30.06.2012;14522420;      Niederwiesa;5027;2477;2550
30.06.2012;14522430;      Oberschöna;3440;1756;1684
30.06.2012;14522440;      Oederan, Stadt;8457;4158;4299
30.06.2012;14522460;      Penig, Stadt;9422;4570;4852
30.06.2012;14522470;      Rechenberg-Bienenmühle;2092;1052;1040
30.06.2012;14522480;      Reinsberg;3028;1538;1490
30.06.2012;14522490;      Rochlitz, Stadt;6172;2937;3235
30.06.2012;14522500;      Rossau;3594;1824;1770
30.06.2012;14522510;      Roßwein, Stadt;7799;3808;3991
30.06.2012;14522520;      Sayda, Stadt;1966;968;998
30.06.2012;14522530;      Seelitz;1851;941;910
30.06.2012;14522540;      Striegistal;4952;2522;2430
30.06.2012;14522550;      Taura;2495;1226;1269
30.06.2012;14522570;      Waldheim, Stadt;9325;4767;4558
30.06.2012;14522580;      Wechselburg;1951;983;968
30.06.2012;14522590;      Weißenborn/Erzgeb.;2593;1314;1279
30.06.2012;14522600;      Zettlitz;782;397;385
30.06.2012;14523;    Vogtlandkreis;237356;114809;122547
30.06.2012;14523010;      Adorf/Vogtl., Stadt;5254;2534;2720
30.06.2012;14523020;      Auerbach/Vogtl., Stadt;19390;9293;10097
30.06.2012;14523030;      Bad Brambach;2035;955;1080
30.06.2012;14523040;      Bad Elster, Stadt;3666;1723;1943
30.06.2012;14523050;      Bergen;1022;496;526
30.06.2012;14523060;      Bösenbrunn;1245;608;637
30.06.2012;14523080;      Eichigt;1269;655;614
30.06.2012;14523090;      Ellefeld;2732;1303;1429
30.06.2012;14523100;      Elsterberg, Stadt;4389;2136;2253
30.06.2012;14523120;      Falkenstein/Vogtl., Stadt;8481;4020;4461
30.06.2012;14523130;      Grünbach;1822;889;933
30.06.2012;14523150;      Heinsdorfergrund;2151;1053;1098
30.06.2012;14523160;      Klingenthal, Stadt;9199;4453;4746
30.06.2012;14523170;      Lengenfeld, Stadt;7530;3690;3840
30.06.2012;14523190;      Limbach;1523;724;799
30.06.2012;14523200;      Markneukirchen, Stadt;8140;4005;4135
30.06.2012;14523230;      Mühlental;1358;699;659
30.06.2012;14523245;      Muldenhammer;3326;1662;1664
30.06.2012;14523260;      Netzschkau, Stadt;4172;2010;2162
30.06.2012;14523270;      Neuensalz;2262;1128;1134
30.06.2012;14523280;      Neumark;3022;1507;1515
30.06.2012;14523290;      Neustadt/Vogtl.;1011;496;515
30.06.2012;14523300;      Oelsnitz/Vogtl., Stadt;11020;5329;5691
30.06.2012;14523310;      Pausa-Mühltroff, Stadt;5319;2624;2695
30.06.2012;14523320;      Plauen, Stadt;64216;30836;33380
30.06.2012;14523330;      Pöhl;2611;1284;1327
30.06.2012;14523340;      Reichenbach im Vogtland, Stadt;22072;10535;11537
30.06.2012;14523360;      Rodewisch, Stadt;6747;3254;3493
30.06.2012;14523365;      Rosenbach/Vogtl.;4343;2147;2196
30.06.2012;14523370;      Schöneck/Vogtl., Stadt;3379;1624;1755
30.06.2012;14523380;      Steinberg;2865;1384;1481
30.06.2012;14523410;      Theuma;1040;515;525
30.06.2012;14523420;      Tirpersdorf;1419;707;712
30.06.2012;14523430;      Treuen, Stadt;8265;4019;4246
30.06.2012;14523440;      Triebel/Vogtl.;1320;662;658
30.06.2012;14523450;      Weischlitz;6183;3083;3100
30.06.2012;14523460;      Werda;1558;767;791
30.06.2012;14524;    Zwickau, Landkreis;331677;160503;171174
30.06.2012;14524010;      Bernsdorf (Landkreis Zwickau);2367;1203;1164
30.06.2012;14524020;      Callenberg;5233;2585;2648
30.06.2012;14524030;      Crimmitschau, Stadt;19686;9437;10249
30.06.2012;14524040;      Crinitzberg;2073;1027;1046
30.06.2012;14524050;      Dennheritz;1376;688;688
30.06.2012;14524060;      Fraureuth;5272;2557;2715
30.06.2012;14524070;      Gersdorf;4190;2056;2134
30.06.2012;14524080;      Glauchau, Stadt;23408;11376;12032
30.06.2012;14524090;      Hartenstein, Stadt;4747;2299;2448
30.06.2012;14524100;      Hartmannsdorf b. Kirchberg;1396;673;723
30.06.2012;14524110;      Hirschfeld;1198;598;600
30.06.2012;14524120;      Hohenstein-Ernstthal, Stadt;15264;7327;7937
30.06.2012;14524130;      Kirchberg, Stadt;8551;4071;4480
30.06.2012;14524140;      Langenbernsdorf;3699;1840;1859
30.06.2012;14524150;      Langenweißbach;2608;1304;1304
30.06.2012;14524160;      Lichtenstein/Sa., Stadt;12282;5861;6421
30.06.2012;14524170;      Lichtentanne;6635;3177;3458
30.06.2012;14524180;      Limbach-Oberfrohna, Stadt;24577;11888;12689
30.06.2012;14524190;      Meerane, Stadt;15327;7293;8034
30.06.2012;14524200;      Mülsen;11772;5775;5997
30.06.2012;14524210;      Neukirchen/Pleiße;4138;2040;2098
30.06.2012;14524220;      Niederfrohna;2303;1150;1153
30.06.2012;14524230;      Oberlungwitz, Stadt;6156;3010;3146
30.06.2012;14524240;      Oberwiera;1078;535;543
30.06.2012;14524250;      Reinsdorf;7890;3901;3989
30.06.2012;14524260;      Remse;1736;861;875
30.06.2012;14524270;      Schönberg;953;480;473
30.06.2012;14524280;      St. Egidien;3422;1678;1744
30.06.2012;14524290;      Waldenburg, Stadt;4189;2043;2146
30.06.2012;14524300;      Werdau, Stadt;21421;10360;11061
30.06.2012;14524310;      Wildenfels, Stadt;3862;1935;1927
30.06.2012;14524320;      Wilkau-Haßlau, Stadt;10447;4941;5506
30.06.2012;14524330;      Zwickau, Stadt;92421;44534;47887
30.06.2012;146;  Dresden, NUTS 2-Region;1588798;779887;808911
30.06.2012;14612;    Dresden, Stadt;519238;254881;264357
30.06.2012;14612000;      Dresden, Stadt;519238;254881;264357
30.06.2012;14625;    Bautzen, Landkreis;312276;154002;158274
30.06.2012;14625010;      Arnsdorf;4727;2453;2274
30.06.2012;14625020;      Bautzen, Stadt;39966;19247;20719
30.06.2012;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6702;3312;3390
30.06.2012;14625040;      Bischofswerda, Stadt;11755;5635;6120
30.06.2012;14625060;      Burkau;2754;1397;1357
30.06.2012;14625080;      Crostwitz;1039;519;520
30.06.2012;14625090;      Cunewalde;4973;2441;2532
30.06.2012;14625100;      Demitz-Thumitz;2809;1409;1400
30.06.2012;14625110;      Doberschau-Gaußig;4294;2204;2090
30.06.2012;14625120;      Elsterheide;3687;1860;1827
30.06.2012;14625130;      Elstra, Stadt;2901;1466;1435
30.06.2012;14625140;      Frankenthal;973;486;487
30.06.2012;14625150;      Göda;3155;1588;1567
30.06.2012;14625160;      Großdubrau;4362;2194;2168
30.06.2012;14625170;      Großharthau;2804;1372;1432
30.06.2012;14625180;      Großnaundorf;995;490;505
30.06.2012;14625190;      Großpostwitz/O.L.;2797;1374;1423
30.06.2012;14625200;      Großröhrsdorf, Stadt;9551;4661;4890
30.06.2012;14625220;      Haselbachtal;4161;2120;2041
30.06.2012;14625230;      Hochkirch;2380;1202;1178
30.06.2012;14625240;      Hoyerswerda, Stadt;35380;16978;18402
30.06.2012;14625250;      Kamenz, Stadt;17742;8807;8935
30.06.2012;14625270;      Königsbrück, Stadt;4338;2111;2227
30.06.2012;14625280;      Königswartha;3712;1825;1887
30.06.2012;14625290;      Kubschütz;2673;1346;1327
30.06.2012;14625300;      Laußnitz;1952;1002;950
30.06.2012;14625310;      Lauta, Stadt;9013;4417;4596
30.06.2012;14625320;      Lichtenberg (Landkreis Bautzen);1650;826;824
30.06.2012;14625330;      Lohsa;5667;2800;2867
30.06.2012;14625340;      Malschwitz;5003;2521;2482
30.06.2012;14625350;      Nebelschütz;1203;625;578
30.06.2012;14625360;      Neschwitz;2526;1282;1244
30.06.2012;14625370;      Neukirch;1719;869;850
30.06.2012;14625380;      Neukirch/Lausitz;5099;2496;2603
30.06.2012;14625390;      Obergurig;2082;1062;1020
30.06.2012;14625410;      Ohorn;2358;1182;1176
30.06.2012;14625420;      Oßling;2365;1242;1123
30.06.2012;14625430;      Ottendorf-Okrilla;9838;4914;4924
30.06.2012;14625440;      Panschwitz-Kuckau;2127;1026;1101
30.06.2012;14625450;      Pulsnitz, Stadt;7615;3723;3892
30.06.2012;14625460;      Puschwitz;859;431;428
30.06.2012;14625470;      Räckelwitz;1112;548;564
30.06.2012;14625480;      Radeberg, Stadt;18073;8806;9267
30.06.2012;14625490;      Radibor;3267;1664;1603
30.06.2012;14625500;      Ralbitz-Rosenthal;1720;916;804
30.06.2012;14625510;      Rammenau;1422;705;717
30.06.2012;14625525;      Schirgiswalde-Kirschau, Stadt;6667;3327;3340
30.06.2012;14625530;      Schmölln-Putzkau;3145;1567;1578
30.06.2012;14625550;      Schwepnitz;2570;1311;1259
30.06.2012;14625560;      Sohland a. d. Spree;7063;3482;3581
30.06.2012;14625570;      Spreetal;1983;1019;964
30.06.2012;14625580;      Steina;1693;845;848
30.06.2012;14625590;      Steinigtwolmsdorf;2995;1509;1486
30.06.2012;14625600;      Wachau;4353;2237;2116
30.06.2012;14625610;      Weißenberg, Stadt;3301;1699;1602
30.06.2012;14625630;      Wilthen, Stadt;5377;2573;2804
30.06.2012;14625640;      Wittichenau, Stadt;5829;2879;2950
30.06.2012;14626;    Görlitz, Landkreis;266007;129695;136312
30.06.2012;14626010;      Bad Muskau, Stadt;3672;1815;1857
30.06.2012;14626020;      Beiersdorf;1225;624;601
30.06.2012;14626030;      Bernstadt a. d. Eigen, Stadt;3591;1790;1801
30.06.2012;14626050;      Bertsdorf-Hörnitz;2227;1126;1101
30.06.2012;14626060;      Boxberg/O.L.;4868;2449;2419
30.06.2012;14626070;      Dürrhennersdorf;1054;526;528
30.06.2012;14626085;      Ebersbach-Neugersdorf, Stadt;13421;6519;6902
30.06.2012;14626100;      Gablenz;1695;853;842
30.06.2012;14626110;      Görlitz, Stadt;54169;25793;28376
30.06.2012;14626120;      Groß Düben;1138;582;556
30.06.2012;14626140;      Großschönau;5825;2835;2990
30.06.2012;14626150;      Großschweidnitz;1342;699;643
30.06.2012;14626160;      Hähnichen;1339;675;664
30.06.2012;14626170;      Hainewalde;1592;808;784
30.06.2012;14626180;      Herrnhut, Stadt;6340;3113;3227
30.06.2012;14626190;      Hohendubrau;1989;1009;980
30.06.2012;14626200;      Horka;1857;937;920
30.06.2012;14626210;      Jonsdorf, Kurort;1679;810;869
30.06.2012;14626230;      Kodersdorf;2550;1289;1261
30.06.2012;14626240;      Königshain;1215;611;604
30.06.2012;14626245;      Kottmar;7908;3853;4055
30.06.2012;14626250;      Krauschwitz i.d. O.L.;3611;1777;1834
30.06.2012;14626260;      Kreba-Neudorf;944;470;474
30.06.2012;14626270;      Lawalde;1939;951;988
30.06.2012;14626280;      Leutersdorf;3783;1862;1921
30.06.2012;14626290;      Löbau, Stadt;15719;7539;8180
30.06.2012;14626300;      Markersdorf;4034;2074;1960
30.06.2012;14626310;      Mittelherwigsdorf;3725;1887;1838
30.06.2012;14626320;      Mücka;1056;533;523
30.06.2012;14626330;      Neißeaue;1799;892;907
30.06.2012;14626350;      Neusalza-Spremberg, Stadt;3490;1698;1792
30.06.2012;14626370;      Niesky, Stadt;9799;4757;5042
30.06.2012;14626390;      Oderwitz;5394;2625;2769
30.06.2012;14626400;      Olbersdorf;5377;2557;2820
30.06.2012;14626410;      Oppach;2514;1226;1288
30.06.2012;14626420;      Ostritz, Stadt;2458;1199;1259
30.06.2012;14626430;      Oybin;1472;709;763
30.06.2012;14626440;      Quitzdorf am See;1301;639;662
30.06.2012;14626450;      Reichenbach/O.L., Stadt;5164;2544;2620
30.06.2012;14626460;      Rietschen;2714;1307;1407
30.06.2012;14626470;      Rosenbach;1647;813;834
30.06.2012;14626480;      Rothenburg/O.L., Stadt;4913;2498;2415
30.06.2012;14626490;      Schleife;2642;1311;1331
30.06.2012;14626500;      Schönau-Berzdorf a. d. Eigen;1558;790;768
30.06.2012;14626510;      Schönbach;1164;588;576
30.06.2012;14626520;      Schöpstal;2508;1260;1248
30.06.2012;14626530;      Seifhennersdorf, Stadt;3962;1953;2009
30.06.2012;14626560;      Trebendorf;969;476;493
30.06.2012;14626570;      Vierkirchen;1756;884;872
30.06.2012;14626580;      Waldhufen;2555;1298;1257
30.06.2012;14626590;      Weißkeißel;1308;681;627
30.06.2012;14626600;      Weißwasser/O.L., Stadt;17755;8555;9200
30.06.2012;14626610;      Zittau, Stadt;26281;12626;13655
30.06.2012;14627;    Meißen, Landkreis;245412;120372;125040
30.06.2012;14627010;      Coswig, Stadt;20675;9872;10803
30.06.2012;14627020;      Diera-Zehren;3430;1737;1693
30.06.2012;14627030;      Ebersbach (Landkreis Meißen);4553;2301;2252
30.06.2012;14627040;      Glaubitz;2114;1177;937
30.06.2012;14627050;      Gröditz, Stadt;7695;3770;3925
30.06.2012;14627060;      Großenhain, Stadt;18639;9087;9552
30.06.2012;14627070;      Hirschstein;2165;1104;1061
30.06.2012;14627080;      Käbschütztal;2756;1416;1340
30.06.2012;14627100;      Klipphausen;10190;5166;5024
30.06.2012;14627110;      Lampertswalde;2688;1381;1307
30.06.2012;14627130;      Lommatzsch, Stadt;5283;2549;2734
30.06.2012;14627140;      Meißen, Stadt;27079;12940;14139
30.06.2012;14627150;      Moritzburg;8283;4103;4180
30.06.2012;14627170;      Niederau;3969;1984;1985
30.06.2012;14627180;      Nossen, Stadt;10934;5380;5554
30.06.2012;14627190;      Nünchritz;5828;2875;2953
30.06.2012;14627200;      Priestewitz;3286;1697;1589
30.06.2012;14627210;      Radebeul, Stadt;33213;16132;17081
30.06.2012;14627220;      Radeburg, Stadt;7425;3686;3739
30.06.2012;14627230;      Riesa, Stadt;32029;15498;16531
30.06.2012;14627240;      Röderaue;2882;1451;1431
30.06.2012;14627250;      Schönfeld;1882;917;965
30.06.2012;14627260;      Stauchitz;3205;1619;1586
30.06.2012;14627270;      Strehla, Stadt;3887;1899;1988
30.06.2012;14627290;      Thiendorf;3652;1886;1766
30.06.2012;14627310;      Weinböhla;10045;4911;5134
30.06.2012;14627340;      Wülknitz;1675;859;816
30.06.2012;14627360;      Zeithain;5950;2975;2975
30.06.2012;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;245865;120937;124928
30.06.2012;14628010;      Altenberg, Stadt;8378;4194;4184
30.06.2012;14628020;      Bad Gottleuba-Berggießhübel, Stadt;5706;2837;2869
30.06.2012;14628030;      Bad Schandau, Stadt;3953;1937;2016
30.06.2012;14628040;      Bahretal;2227;1119;1108
30.06.2012;14628050;      Bannewitz;10361;5021;5340
30.06.2012;14628060;      Dippoldiswalde, Stadt;14431;7081;7350
30.06.2012;14628070;      Dohma;1957;988;969
30.06.2012;14628080;      Dohna, Stadt;6081;3054;3027
30.06.2012;14628090;      Dorfhain;1116;550;566
30.06.2012;14628100;      Dürrröhrsdorf-Dittersbach;4277;2166;2111
30.06.2012;14628110;      Freital, Stadt;38566;18730;19836
30.06.2012;14628130;      Glashütte, Stadt;6912;3489;3423
30.06.2012;14628140;      Gohrisch;2057;1021;1036
30.06.2012;14628150;      Hartmannsdorf-Reichenau;1114;558;556
30.06.2012;14628160;      Heidenau, Stadt;16021;7859;8162
30.06.2012;14628170;      Hermsdorf/Erzgeb.;846;429;417
30.06.2012;14628190;      Hohnstein, Stadt;3429;1707;1722
30.06.2012;14628205;      Klingenberg;6933;3481;3452
30.06.2012;14628210;      Königstein/Sächs. Schw., Stadt;2220;1124;1096
30.06.2012;14628220;      Kreischa;4410;2174;2236
30.06.2012;14628230;      Liebstadt, Stadt;1380;719;661
30.06.2012;14628240;      Lohmen;3126;1514;1612
30.06.2012;14628250;      Müglitztal;1974;998;976
30.06.2012;14628260;      Neustadt in Sachsen, Stadt;13079;6400;6679
30.06.2012;14628270;      Pirna, Stadt;37608;18074;19534
30.06.2012;14628300;      Rabenau, Stadt;4351;2208;2143
30.06.2012;14628310;      Rathen, Kurort;359;181;178
30.06.2012;14628320;      Rathmannsdorf;997;466;531
