"iso3c","date","deaths","population","cmr","asmr_who","asmr_esp","asmr_usa","asmr_country","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"DEU-HB",2021 Q2,1964,679570,289,135.3,257.1,190.4,286.7,1917,1685,2148,47,279,-184,280.37,251.05,309.7,8.63,37.95,-20.7,122.83,109.89,135.78,12.47,25.41,-0.48,244.93,217.45,272.41,12.17,39.65,-15.31,178.87,159.83,197.92,11.53,30.57,-7.52,274.45,243.18,305.73,12.25,43.52,-19.03
"DEU-HB",2021 Q3,1951,681676,286.2,125.2,251.9,183.2,283.5,1886,1655,2118,65,296,-167,276.51,247.19,305.83,9.69,39.01,-19.63,120.91,107.96,133.85,4.29,17.24,-8.65,240.05,212.57,267.53,11.85,39.33,-15.63,175.74,156.7,194.79,7.46,26.5,-11.59,268.65,237.37,299.92,14.85,46.13,-16.42
"DEU-HB",2021 Q4,2189,683794,320.1,143.8,283.4,207.2,317.4,2024,1793,2256,165,396,-67,295.74,266.42,325.06,24.36,53.68,-4.96,128.3,115.35,141.25,15.5,28.45,2.55,259.74,232.26,287.22,23.66,51.14,-3.82,188.73,169.69,207.78,18.47,37.51,-0.58,291.6,260.33,322.88,25.8,57.07,-5.48
"DEU-HB",2022 Q1,2180,684921,318.2,139.4,279.9,203.9,315,2224,1988,2460,-44,192,-280,322.42,292.85,351.99,-4.22,25.35,-33.79,138.53,125.46,151.61,0.87,13.94,-12.21,284.47,256.67,312.27,-4.57,23.23,-32.37,205.48,186.24,224.72,-1.58,17.66,-20.82,319.84,288.2,351.48,-4.84,26.8,-36.48
"DEU-HB",2022 Q2,2135,685037,311.7,139.2,275.2,201.2,308.7,1930,1694,2167,205,441,-32,281.39,251.81,310.96,30.31,59.89,0.74,122.25,109.17,135.32,16.95,30.03,3.88,244.15,216.34,271.95,31.05,58.86,3.25,178.24,159.01,197.48,22.96,42.19,3.72,273.55,241.91,305.19,35.15,66.79,3.51
"DEU-HB",2022 Q3,2096,685155,306,140.8,270.2,199.9,302.4,1900,1664,2136,196,432,-40,277.52,247.95,307.09,28.48,58.05,-1.09,120.32,107.25,133.4,20.48,33.55,7.4,239.26,211.46,267.06,30.94,58.74,3.14,175.11,155.87,194.35,24.79,44.03,5.55,267.74,236.1,299.38,34.66,66.3,3.02
"DEU-HB",2022 Q4,2477,685273,361.5,156,316.1,229.6,356.7,2038,1802,2274,439,675,203,296.75,267.18,326.32,64.75,94.32,35.18,127.72,114.64,140.79,28.28,41.36,15.21,258.95,231.15,286.76,57.15,84.95,29.34,188.1,168.87,207.34,41.5,60.73,22.26,290.7,259.06,322.34,66,97.64,34.36
"DEU-HB",2023 Q1,2292,685390,334.4,145.7,293,212.9,329.3,2237,1995,2479,55,297,-187,323.43,293.58,353.28,10.97,40.82,-18.88,137.95,124.73,151.16,7.75,20.97,-5.46,283.68,255.52,311.85,9.32,37.48,-18.85,204.85,185.4,224.29,8.05,27.5,-11.39,318.93,286.88,350.98,10.37,42.42,-21.68
"DEU-HB",2023 Q2,1974,685507,288,130.9,253.5,186.8,284.1,1944,1702,2186,30,272,-212,282.4,252.55,312.25,5.6,35.45,-24.25,121.66,108.44,134.88,9.24,22.46,-3.98,243.36,215.2,271.52,10.14,38.3,-18.02,177.61,158.16,197.06,9.19,28.64,-10.26,272.64,240.59,304.69,11.46,43.51,-20.59
"DEU-HE",2000 Q2,14430,6071732,237.7,133.6,275.3,198.5,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2000 Q3,13886,6074157,228.6,127.6,265.3,190.8,292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2000 Q4,15081,6076594,248.2,137.8,288.7,207.2,318.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2001 Q1,15137,6079507,249,136.5,290.6,207.6,320.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2001 Q2,14645,6082927,240.8,133,280.4,200.9,309.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2001 Q3,14442,6086385,237.3,132.3,276.4,198.7,304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2001 Q4,15156,6089861,248.9,136.9,291.3,208.3,321.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2002 Q1,15678,6091351,257.4,140,301.8,214.8,333.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2002 Q2,14836,6090808,243.6,134.7,284.8,204.1,314.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2002 Q3,14231,6090259,233.7,129.1,272.9,195.5,301.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2002 Q4,15621,6089707,256.5,140.2,301.4,215,333.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2003 Q1,16663,6090444,273.6,146.6,321.4,227.8,356.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2003 Q2,14722,6092512,241.6,133.5,279.1,200.7,307.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2003 Q3,15102,6094602,247.8,133.7,285.4,204.2,315.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2003 Q4,15025,6096703,246.4,132.6,281.8,201.9,311.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2004 Q1,15538,6097100,254.8,135.3,289.1,206.7,320.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2004 Q2,14164,6095754,232.4,124.3,259.7,187.1,287.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2004 Q3,13931,6094402,228.6,122.4,252.6,182.6,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2004 Q4,14850,6093041,243.7,127,268.9,193,297.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2005 Q1,16279,6090282,267.3,136.5,292.9,209.1,324.8,,,,,,,263.58,244.45,282.7,3.72,22.85,-15.4,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2005 Q2,14091,6086068,231.5,119.9,251,180.7,277.7,,,,,,,230.1,210.97,249.22,1.4,20.53,-17.72,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2005 Q3,13411,6081808,220.5,114.8,236.7,171.2,261.5,,,,,,,224.34,205.22,243.47,-3.84,15.28,-22.97,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2005 Q4,14783,6077524,243.2,124.1,260.1,187.3,288,,,,,,,243.12,224,262.25,0.08,19.2,-19.05,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2006 Q1,15143,6075017,249.3,124.4,265.7,190.2,294.8,,,,,,,265.57,246.55,284.6,-16.27,2.75,-35.3,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2006 Q2,14238,6074322,234.4,117.8,248,178.4,274.9,,,,,,,232.09,213.07,251.12,2.31,21.33,-16.72,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2006 Q3,14079,6073619,231.8,115.8,244.1,175.2,270.1,,,,,,,226.34,207.31,245.36,5.46,24.49,-13.56,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2006 Q4,14374,6072912,236.7,117.6,248.1,178.1,274.7,,,,,,,245.12,226.09,264.14,-8.42,10.61,-27.44,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2007 Q1,15533,6071628,255.8,126.1,267.1,191.5,295.8,,,,,,,267.57,248.63,286.51,-11.77,7.17,-30.71,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2007 Q2,14401,6069743,237.3,117.1,246.4,176.9,272.7,,,,,,,234.09,215.15,253.03,3.21,22.15,-15.73,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2007 Q3,13921,6067838,229.4,114.5,237.4,171.6,262.5,,,,,,,228.33,209.39,247.27,1.07,20.01,-17.87,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2007 Q4,15282,6065921,251.9,122.3,259.8,186.1,287.9,,,,,,,247.11,228.17,266.05,4.79,23.73,-14.15,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2008 Q1,16196,6064584,267.1,128.5,274.4,196.2,304.1,,,,,,,269.56,250.69,288.43,-2.46,16.41,-21.33,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2008 Q2,14552,6063838,240,117.3,245.1,176.6,271.2,,,,,,,236.08,217.21,254.95,3.92,22.79,-14.95,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2008 Q3,14070,6063087,232.1,112.5,235.7,169.5,260.8,,,,,,,230.33,211.46,249.2,1.77,20.64,-17.1,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2008 Q4,15266,6062332,251.8,120.4,254.6,182.5,281.7,,,,,,,249.11,230.24,267.98,2.69,21.56,-16.18,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HE",2009 Q1,17524,6062569,289.1,134.4,291.3,207.4,323.2,,,,,,,271.56,252.74,290.37,17.54,36.36,-1.27,128.27,120.29,136.25,6.13,14.11,-1.85,274.54,254,295.08,16.76,37.3,-3.78,195.97,182,209.94,11.43,25.4,-2.54,,,,,,
"DEU-HE",2009 Q2,14316,6063826,236.1,114.7,236.5,171,261.1,,,,,,,238.08,219.26,256.89,-1.98,16.84,-20.79,114.74,106.76,122.72,-0.04,7.94,-8.02,238.97,218.43,259.51,-2.47,18.07,-23.01,172.02,158.05,185.99,-1.02,12.95,-14.99,,,,,,
"DEU-HE",2009 Q3,13643,6065097,224.9,107.6,224.2,161.3,247.4,,,,,,,232.32,213.51,251.14,-7.42,11.39,-26.24,112.55,104.57,120.53,-4.95,3.03,-12.93,233.54,213,254.08,-9.34,11.2,-29.88,168.24,154.27,182.21,-6.94,7.03,-20.91,,,,,,
"DEU-HE",2009 Q4,15177,6066375,250.2,118.5,248.4,178.6,274.7,,,,,,,251.1,232.29,269.92,-0.9,17.91,-19.72,119.27,111.29,127.25,-0.77,7.21,-8.75,251.09,230.55,271.63,-2.69,17.85,-23.23,180.16,166.19,194.13,-1.56,12.41,-15.53,,,,,,
"DEU-HE",2010 Q1,15880,6058091,262.1,121.3,259.7,185.2,287.5,,,,,,,273.55,254.78,292.33,-11.45,7.32,-30.23,127.69,119.78,135.6,-6.39,1.52,-14.3,273.83,253.48,294.19,-14.13,6.22,-34.49,195.36,181.52,209.2,-10.16,3.68,-24,,,,,,
"DEU-HE",2010 Q2,14551,6039929,240.9,113.8,238.8,171.3,263.6,,,,,,,240.07,221.3,258.85,0.83,19.6,-17.95,114.16,106.25,122.07,-0.36,7.55,-8.27,238.26,217.9,258.62,0.54,20.9,-19.82,171.41,157.56,185.25,-0.11,13.74,-13.95,,,,,,
"DEU-HE",2010 Q3,14372,6021566,238.7,113.6,236.8,170.3,261.2,,,,,,,234.32,215.54,253.09,4.38,23.16,-14.39,111.97,104.06,119.88,1.63,9.54,-6.28,232.83,212.48,253.19,3.97,24.32,-16.39,167.62,153.78,181.47,2.68,16.52,-11.17,,,,,,
"DEU-HE",2010 Q4,15431,6003103,257.1,121.3,255.3,183.3,282.2,,,,,,,253.1,234.32,271.87,4,22.78,-14.77,118.69,110.78,126.6,2.61,10.52,-5.3,250.38,230.02,270.74,4.92,25.28,-15.44,179.55,165.71,193.4,3.75,17.59,-10.1,,,,,,
"DEU-HE",2011 Q1,15796,5996540,263.4,123.4,261.2,187.2,288.8,,,,,,,275.55,256.79,294.3,-12.15,6.61,-30.9,127.11,119.26,134.97,-3.71,4.14,-11.57,273.12,252.91,293.34,-11.92,8.29,-32.14,194.75,181,208.49,-7.55,6.2,-21.29,,,,,,
"DEU-HE",2011 Q2,14525,6002171,242,115,239.1,172.3,263.8,,,,,,,242.07,223.31,260.82,-0.07,18.69,-18.82,113.59,105.73,121.44,1.41,9.27,-6.44,237.55,217.34,257.76,1.55,21.76,-18.66,170.79,157.05,184.54,1.51,15.25,-12.24,,,,,,
"DEU-HE",2011 Q3,14186,6007864,236.1,112.7,232.5,167.9,256.2,,,,,,,236.31,217.56,255.06,-0.21,18.54,-18.96,111.39,103.54,119.25,1.31,9.16,-6.55,232.12,211.91,252.34,0.38,20.59,-19.84,167.01,153.26,180.76,0.89,14.64,-12.86,,,,,,
"DEU-HE",2011 Q4,15941,6013588,265.1,121.9,259.9,185.8,287.3,,,,,,,255.09,236.34,273.84,10.01,28.76,-8.74,118.11,110.26,125.97,3.79,11.64,-4.07,249.67,229.45,269.88,10.23,30.45,-9.98,178.94,165.19,192.68,6.86,20.61,-6.88,,,,,,
"DEU-HE",2012 Q1,16500,6020040,274.1,124.8,267.7,190.9,296.1,,,,,,,277.54,258.8,296.28,-3.44,15.3,-22.18,126.54,118.72,134.35,-1.74,6.08,-9.55,272.41,252.3,292.52,-4.71,15.4,-24.82,194.13,180.46,207.81,-3.23,10.44,-16.91,,,,,,
"DEU-HE",2012 Q2,14906,6027236,247.3,114.7,240.6,172.9,265.7,,,,,,,244.06,225.32,262.8,3.24,21.98,-15.5,113.01,105.2,120.82,1.69,9.5,-6.12,236.84,216.73,256.95,3.76,23.87,-16.35,170.18,156.5,183.86,2.72,16.4,-10.96,,,,,,
"DEU-HE",2012 Q3,14602,6034472,242,111.5,234.6,168.4,259,,,,,,,238.31,219.56,257.05,3.69,22.44,-15.05,110.82,103,118.63,0.68,8.5,-7.13,231.41,211.3,251.52,3.19,23.3,-16.92,166.4,152.72,180.07,2,15.68,-11.67,,,,,,
"DEU-HE",2012 Q4,15835,6041748,262.1,119.1,253.1,181.2,279.7,,,,,,,257.09,238.34,275.83,5.01,23.76,-13.73,117.54,109.72,125.35,1.56,9.38,-6.25,248.96,228.85,269.07,4.14,24.25,-15.97,178.33,164.65,192,2.87,16.55,-10.8,,,,,,
"DEU-HE",2013 Q1,18015,6051334,297.7,132.3,286,203.8,316.8,17473,15938,19007,542,2077,-992,279.53,260.78,298.29,18.17,36.92,-0.59,125.96,118.17,133.75,6.34,14.13,-1.45,271.7,251.65,291.75,14.3,34.35,-5.75,193.52,179.89,207.16,10.28,23.91,-3.36,302.21,275.59,328.84,14.59,41.21,-12.04
"DEU-HE",2013 Q2,15341,6063350,253,114.8,242.3,173.7,267.5,14982,13448,16517,359,1893,-1176,246.05,227.3,264.81,6.95,25.7,-11.81,112.43,104.64,120.22,2.37,10.16,-5.42,236.13,216.08,256.18,6.17,26.22,-13.88,169.57,155.93,183.2,4.13,17.77,-9.5,259.43,232.8,286.05,8.07,34.7,-18.55
"DEU-HE",2013 Q3,14730,6075499,242.5,109.8,231.1,165.6,254.9,14722,13187,16256,8,1543,-1526,240.3,221.55,259.05,2.2,20.95,-16.55,110.24,102.45,118.03,-0.44,7.35,-8.23,230.7,210.65,250.75,0.4,20.45,-19.65,165.79,152.15,179.42,-0.19,13.45,-13.82,254.03,227.4,280.65,0.87,27.5,-25.75
"DEU-HE",2013 Q4,15802,6087714,259.6,116.5,246.2,176.3,271.7,15800,14266,17335,2,1536,-1533,259.08,240.33,277.83,0.52,19.27,-18.23,116.96,109.17,124.75,-0.46,7.33,-8.25,248.25,228.2,268.29,-2.05,18,-22.09,177.71,164.08,191.35,-1.41,12.22,-15.05,270.98,244.36,297.61,0.72,27.34,-25.91
"DEU-HE",2014 Q1,15615,6103920,255.8,114.3,242,173.1,267,17651,16145,19157,-2036,-530,-3542,281.53,262.75,300.3,-25.73,-6.95,-44.5,125.38,117.6,133.16,-11.08,-3.3,-18.86,270.99,250.96,291.02,-28.99,-8.96,-49.02,192.91,179.29,206.53,-19.81,-6.19,-33.43,301.68,275.55,327.81,-34.68,-8.55,-60.81
"DEU-HE",2014 Q2,14837,6124322,242.3,109,228.9,164.3,252.4,15161,13655,16667,-324,1182,-1830,248.05,229.27,266.82,-5.75,13.03,-24.52,111.85,104.07,119.63,-2.85,4.93,-10.63,235.42,215.39,255.44,-6.52,13.51,-26.54,168.95,155.34,182.57,-4.65,8.96,-18.27,258.89,232.76,285.03,-6.49,19.64,-32.63
"DEU-HE",2014 Q3,14626,6144949,238,107.6,224.8,161.5,247.5,14900,13394,16406,-274,1232,-1780,242.3,223.52,261.07,-4.3,14.48,-23.07,109.66,101.88,117.44,-2.06,5.72,-9.84,229.99,209.96,250.02,-5.19,14.84,-25.22,165.17,151.55,178.79,-3.67,9.95,-17.29,253.49,227.36,279.63,-5.99,20.14,-32.13
"DEU-HE",2014 Q4,16119,6165689,261.4,115.7,245.9,175.9,271.6,15979,14473,17485,140,1646,-1366,261.08,242.3,279.85,0.32,19.1,-18.45,116.38,108.6,124.16,-0.68,7.1,-8.46,247.54,227.51,267.56,-1.64,18.39,-21.66,177.1,163.48,190.72,-1.2,12.42,-14.82,270.45,244.32,296.58,1.15,27.28,-24.98
"DEU-HE",2015 Q1,19355,6180673,313.2,133,294,207.7,325.6,17830,16341,19319,1525,3014,36,283.52,264.71,302.34,29.68,48.49,10.86,124.81,117.02,132.59,8.19,15.98,0.41,270.28,250.23,290.33,23.72,43.77,3.67,192.3,178.66,205.93,15.4,29.04,1.77,301.15,275.31,326.98,24.45,50.29,-1.38
"DEU-HE",2015 Q2,15889,6189826,256.7,113.8,241,172.5,265.8,15339,13851,16828,550,2038,-939,250.04,231.23,268.86,6.66,25.47,-12.16,111.28,103.49,119.07,2.52,10.31,-5.27,234.71,214.66,254.75,6.29,26.34,-13.75,168.34,154.71,181.98,4.16,17.79,-9.48,258.36,232.53,284.2,7.44,33.27,-18.4
"DEU-HE",2015 Q3,15473,6199080,249.6,111.2,233.5,167.6,257.5,15079,13590,16568,394,1883,-1095,244.29,225.48,263.1,5.31,24.12,-13.5,109.09,101.3,116.88,2.11,9.9,-5.68,229.28,209.23,249.33,4.22,24.27,-15.83,164.56,150.93,178.19,3.04,16.67,-10.59,252.96,227.13,278.8,4.54,30.37,-21.3
"DEU-HE",2015 Q4,15792,6208385,254.4,111.7,237.3,169.7,262,16157,14669,17646,-365,1123,-1854,263.07,244.26,281.88,-8.67,10.14,-27.48,115.81,108.02,123.59,-4.11,3.68,-11.89,246.83,226.78,266.87,-9.53,10.52,-29.57,176.49,162.85,190.12,-6.79,6.85,-20.42,269.92,244.08,295.75,-7.92,17.92,-33.75
"DEU-HE",2016 Q1,16894,6216798,271.8,118.9,253.2,181,279.6,18008,16525,19491,-1114,369,-2597,285.52,266.65,304.39,-13.72,5.15,-32.59,124.23,116.42,132.04,-5.33,2.48,-13.14,269.57,249.46,289.68,-16.37,3.74,-36.48,191.68,178.01,205.36,-10.68,2.99,-24.36,300.61,274.88,326.35,-21.01,4.72,-46.75
"DEU-HE",2016 Q2,15562,6224300,250,109.5,232.9,166.5,257.1,15518,14035,17001,44,1527,-1439,252.04,233.17,270.91,-2.04,16.83,-20.91,110.7,102.89,118.51,-1.2,6.61,-9.01,234,213.89,254.11,-1.1,19.01,-21.21,167.73,154.05,181.4,-1.23,12.45,-14.9,257.83,232.09,283.56,-0.73,25.01,-26.46
"DEU-HE",2016 Q3,14928,6231844,239.5,105.9,223.3,160,246.2,15257,13774,16740,-329,1154,-1812,246.28,227.42,265.15,-6.78,12.08,-25.65,108.51,100.7,116.32,-2.61,5.2,-10.42,228.57,208.46,248.68,-5.27,14.84,-25.38,163.95,150.27,177.62,-3.95,9.73,-17.62,252.43,226.69,278.16,-6.23,19.51,-31.96
"DEU-HE",2016 Q4,16738,6239428,268.3,115.5,249.5,177.5,275.8,16336,14853,17819,402,1885,-1081,265.06,246.2,283.93,3.24,22.1,-15.63,115.23,107.42,123.04,0.27,8.08,-7.54,246.12,226.01,266.23,3.38,23.49,-16.73,175.87,162.2,189.55,1.63,15.3,-12.05,269.39,243.65,295.12,6.41,32.15,-19.32
"DEU-HE",2017 Q1,19186,6246011,307.2,128.7,285,201.6,316.2,18187,16698,19676,999,2488,-490,287.51,268.57,306.45,19.69,38.63,0.75,123.65,115.8,131.5,5.05,12.9,-2.8,268.86,248.65,289.07,16.14,36.35,-4.07,191.07,177.32,204.82,10.53,24.28,-3.22,300.08,274.25,325.92,16.12,41.95,-9.72
"DEU-HE",2017 Q2,15441,6251601,247,108.7,229.7,164.6,253.5,15697,14208,17185,-256,1233,-1744,254.03,235.09,272.97,-7.03,11.91,-25.97,110.12,102.27,117.98,-1.42,6.43,-9.28,233.29,213.07,253.5,-3.59,16.63,-23.8,167.12,153.37,180.86,-2.52,11.23,-16.26,257.3,231.46,283.13,-3.8,22.04,-29.63
"DEU-HE",2017 Q3,15346,6257253,245.2,107.5,227.9,163.3,251.7,15436,13947,16925,-90,1399,-1579,248.28,229.34,267.22,-3.08,15.86,-22.02,107.93,100.08,115.79,-0.43,7.42,-8.29,227.86,207.65,248.07,0.04,20.25,-20.17,163.33,149.59,177.08,-0.03,13.71,-13.78,251.9,226.06,277.73,-0.2,25.64,-26.03
"DEU-HE",2017 Q4,16333,6262937,260.8,113,242,172.8,267.5,16515,15026,18003,-182,1307,-1670,267.06,248.12,286,-6.26,12.68,-25.2,114.65,106.8,122.5,-1.65,6.2,-9.5,245.41,225.19,265.62,-3.41,16.81,-23.62,175.26,161.52,189.01,-2.46,11.28,-16.21,268.85,243.02,294.69,-1.35,24.48,-27.19
"DEU-HE",2018 Q1,19069,6268524,304.2,128.9,281.4,199.7,311.6,18365,16859,19871,704,2210,-802,289.51,270.48,308.53,14.69,33.72,-4.33,123.07,115.17,130.98,5.83,13.73,-2.08,268.15,247.79,288.51,13.25,33.61,-7.11,190.46,176.61,204.3,9.24,23.09,-4.6,299.55,273.42,325.68,12.05,38.18,-14.08
"DEU-HE",2018 Q2,15550,6274046,247.9,107.4,228.4,163.6,252.6,15875,14369,17381,-325,1181,-1831,256.03,237,275.05,-8.13,10.9,-27.15,109.55,101.64,117.46,-2.15,5.76,-10.06,232.58,212.22,252.93,-4.18,16.18,-24.53,166.5,152.66,180.35,-2.9,10.94,-16.75,256.76,230.63,282.9,-4.16,21.97,-30.3
"DEU-HE",2018 Q3,16025,6279629,255.2,111,234.9,168.3,259.3,15614,14108,17120,411,1917,-1095,250.27,231.25,269.3,4.93,23.95,-14.1,107.36,99.45,115.27,3.64,11.55,-4.27,227.15,206.79,247.51,7.75,28.11,-12.61,162.72,148.88,176.57,5.58,19.42,-8.27,251.36,225.23,277.5,7.94,34.07,-18.2
"DEU-HE",2018 Q4,16539,6285243,263.1,112.9,240.7,172.2,266.2,16693,15187,18199,-154,1352,-1660,269.05,250.03,288.08,-5.95,13.07,-24.98,114.07,106.17,121.98,-1.17,6.73,-9.08,244.69,224.34,265.05,-3.99,16.36,-24.35,174.65,160.8,188.49,-2.45,11.4,-16.29,268.32,242.19,294.45,-2.12,24.01,-28.25
"DEU-HE",2019 Q1,17923,6288699,285,119.2,259.4,184.4,287.5,18544,17009,20078,-621,914,-2155,291.5,272.38,310.63,-6.5,12.62,-25.63,122.5,114.52,130.48,-3.3,4.68,-11.28,267.44,246.9,287.98,-8.04,12.5,-28.58,189.85,175.88,203.81,-5.45,8.52,-19.41,299.02,272.39,325.64,-11.52,15.11,-38.14
"DEU-HE",2019 Q2,16006,6289957,254.5,109,231.4,165.8,255.9,16054,14519,17588,-48,1487,-1582,258.02,238.9,277.15,-3.52,15.6,-22.65,108.97,100.99,116.95,0.03,8.01,-7.95,231.87,211.32,252.41,-0.47,20.08,-21.01,165.89,151.92,179.86,-0.09,13.88,-14.06,256.23,229.61,282.85,-0.33,26.29,-26.95
"DEU-HE",2019 Q3,15672,6291229,249.1,107.9,226.3,162.7,249.9,15793,14258,17327,-121,1414,-1655,252.27,233.14,271.39,-3.17,15.96,-22.29,106.78,98.8,114.76,1.12,9.1,-6.86,226.44,205.9,246.98,-0.14,20.4,-20.68,162.11,148.14,176.08,0.59,14.56,-13.38,250.83,224.21,277.45,-0.93,25.69,-27.55
"DEU-HE",2019 Q4,17029,6292508,270.6,114.1,244.6,174.8,270.9,16872,15337,18406,157,1692,-1377,271.05,251.92,290.17,-0.45,18.68,-19.57,113.5,105.52,121.48,0.6,8.58,-7.38,243.98,223.44,264.53,0.62,21.16,-19.93,174.04,160.07,188.01,0.76,14.73,-13.21,267.79,241.16,294.41,3.11,29.74,-23.51
"DEU-HE",2020 Q1,17685,6293383,281,117.2,253.1,180.4,280.5,18722,17149,20295,-1037,536,-2610,293.5,274.26,312.74,-12.5,6.74,-31.74,121.92,113.85,129.99,-4.72,3.35,-12.79,266.73,245.96,287.49,-13.63,7.14,-34.39,189.23,175.11,203.35,-8.83,5.29,-22.95,298.48,271.19,325.78,-17.98,9.31,-45.28
"DEU-HE",2020 Q2,16307,6293846,259.1,110.3,233,167.4,257.9,16232,14659,17805,75,1648,-1498,260.02,240.78,279.26,-0.92,18.32,-20.16,108.39,100.33,116.46,1.91,9.97,-6.16,231.16,210.39,251.92,1.84,22.61,-18.92,165.28,151.16,179.4,2.12,16.24,-12,255.7,228.4,282.99,2.2,29.5,-25.09
"DEU-HE",2020 Q3,16139,6294312,256.4,109.3,230.2,165.3,254.4,15971,14398,17544,168,1741,-1405,254.26,235.02,273.5,2.14,21.38,-17.1,106.2,98.14,114.27,3.1,11.16,-4.97,225.73,204.96,246.49,4.47,25.24,-16.29,161.5,147.38,175.62,3.8,17.92,-10.32,250.3,223,277.59,4.1,31.4,-23.19
"DEU-HE",2020 Q4,19896,6294780,316.1,129.2,281.5,200.1,312.5,17050,15477,18623,2846,4419,1273,273.04,253.8,292.28,43.06,62.3,23.82,112.92,104.85,120.99,16.28,24.35,8.21,243.27,222.51,264.04,38.23,58.99,17.46,173.42,159.3,187.54,26.68,40.8,12.56,267.25,239.96,294.55,45.25,72.54,17.95
"DEU-HE",2021 Q1,19666,6306763,311.9,128,277.6,197.5,307.9,18901,17279,20522,765,2387,-856,295.49,276.12,314.86,16.41,35.78,-2.96,121.34,113.18,129.51,6.66,14.82,-1.51,266.02,244.99,287.04,11.58,32.61,-9.44,188.62,174.32,202.92,8.88,23.18,-5.42,297.95,269.81,326.08,9.95,38.09,-18.18
"DEU-HE",2021 Q2,17006,6330651,268.6,115,240.4,172.7,265.2,16411,14789,18032,595,2217,-1026,262.01,242.64,281.38,6.59,25.96,-12.78,107.82,99.65,115.98,7.18,15.35,-0.98,230.45,209.42,251.47,9.95,30.98,-11.07,164.67,150.37,178.96,8.03,22.33,-6.26,255.16,227.03,283.3,10.04,38.17,-18.1
