"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"LTU",2021,47758,38550,36693,40407,9208,11065,7351,2800741,1705.2,1436.55,1367.78,1505.33,268.65,337.42,199.87,731.6,577.5,539.45,615.55,154.1,192.15,116.05,1578.8,1228.91,1138.83,1318.99,349.89,439.97,259.81,1111,866.29,795.56,937.01,244.71,315.44,173.99,1726,1346.37,1249.68,1443.06,379.63,476.32,282.94
"LTU",2022,42512,38217,36291,40143,4295,6221,2369,2766865,1536.4,1443.6,1371.83,1515.36,92.8,164.57,21.04,738.1,562,522.53,601.47,176.1,215.57,136.63,1454.9,1201.6,1108.99,1294.21,253.3,345.91,160.69,1066.1,845.3,772.3,918.3,220.8,293.8,147.8,1517,1317.6,1218.2,1417.01,199.4,298.8,99.99
"LUX",2001,3722,,,,,,,441477,843.2,,,,,,,538.3,,,,,,,1212.1,,,,,,,844.7,,,,,,,987.7,,,,,,
"LUX",2002,3741,,,,,,,446134,838.7,,,,,,,529.8,,,,,,,1185.7,,,,,,,826.6,,,,,,,964.8,,,,,,
"LUX",2003,4051,,,,,,,451566,897.2,,,,,,,551.9,,,,,,,1276.9,,,,,,,880.9,,,,,,,1034.5,,,,,,
"LUX",2004,3586,,,,,,,458035,783.2,,,,,,,482.5,,,,,,,1100.8,,,,,,,764.7,,,,,,,895.1,,,,,,
"LUX",2005,3617,,,,,,,465083,777.9,,,,,,,470.5,,,,,,,1081.1,,,,,,,746,,,,,,,876.9,,,,,,
"LUX",2006,3763,,,,,,,472568,796.4,,,,,,,478,,,,,,,1089.1,,,,,,,754.9,,,,,,,886.9,,,,,,
"LUX",2007,3869,,,,,,,479920,806.3,,,,,,,476.8,,,,,,,1102.4,,,,,,,759.5,,,,,,,892.1,,,,,,
"LUX",2008,3598,,,,,,,488557,736.6,,,,,,,428.2,,,,,,,995.8,,,,,,,686,,,,,,,806.1,,,,,,
"LUX",2009,3643,,,,,,,497701,732.2,,,,,,,419.5,,,,,,,971.1,,,,,,,670.4,,,,,,,787.8,,,,,,
"LUX",2010,3780,,,,,,,506859,746,,,,,,,422,,,,,,,973.8,,,,,,,674.3,,,,,,,791,,,,,,
"LUX",2011,3807,,,,,,,518011,735.2,,,,,,,409.6,,,,,,,950,,,,,,,654.6,,,,,,,769.4,,,,,,
"LUX",2012,3873,,,,,,,530610,730,,,,,,,400.4,390.94,368.06,413.83,9.46,32.34,-13.43,932.1,,,,,,,642,625.87,592.16,659.57,16.13,49.84,-17.57,757.7,,,,,,
"LUX",2013,3824,,,,,,,543238,704.3,,,,,,,387.7,387.53,365.83,409.23,0.17,21.87,-21.53,895.4,,,,,,,619.3,622.19,590.23,654.16,-2.89,29.07,-34.86,727.7,,,,,,
"LUX",2014,3847,3857,3655,4060,-10,192,-213,556192,691.6,693.11,659.2,727.02,-1.51,32.4,-35.42,377.2,384.12,363.24,404.99,-6.92,13.96,-27.79,879.8,883,834.52,931.48,-3.2,45.28,-51.68,606,618.52,587.78,649.27,-12.52,18.22,-43.27,710.9,712.75,676.83,748.68,-1.85,34.07,-37.78
"LUX",2015,3978,3958,3772,4145,20,206,-167,569476,699,695.19,663.93,726.45,3.81,35.07,-27.45,374.7,380.71,360.26,401.15,-6.01,14.44,-26.45,889,883.4,838.7,928.1,5.6,50.3,-39.1,610.3,614.85,584.73,644.97,-4.55,25.57,-34.67,716.4,713.04,679.91,746.16,3.36,36.49,-29.76
"LUX",2016,3964,4059,3881,4238,-95,83,-274,582573,680.5,697.28,667.43,727.12,-16.78,13.07,-46.62,363.6,377.29,356.85,397.74,-13.69,6.75,-34.14,861,883.8,841.12,926.48,-22.8,19.88,-65.48,591.5,611.18,581.06,641.29,-19.68,10.44,-49.79,696.5,713.32,681.7,744.95,-16.82,14.8,-48.45
"LUX",2017,4264,4160,3982,4339,104,282,-75,595451,716.4,699.36,669.51,729.21,17.04,46.89,-12.81,387,373.88,353.01,394.76,13.12,33.99,-7.76,909.2,884.2,841.52,926.88,25,67.68,-17.68,623.9,607.5,576.76,638.25,16.4,47.14,-14.35,732.1,713.61,681.98,745.24,18.49,50.12,-13.14
"LUX",2018,4314,4261,4074,4448,53,240,-134,607836,710,701.44,670.18,732.7,8.56,39.82,-22.7,376.7,370.47,348.77,392.17,6.23,27.93,-15.47,896.6,884.6,839.9,929.3,12,56.7,-32.7,615.3,603.83,571.87,635.79,11.47,43.43,-20.49,723.2,713.9,680.77,747.02,9.3,42.43,-23.82
"LUX",2019,4292,4362,4160,4565,-70,132,-273,619884,692.4,703.52,669.62,737.43,-11.12,22.78,-45.03,364.7,367.06,344.17,389.94,-2.36,20.53,-25.24,868.4,885,836.52,933.48,-16.6,31.88,-65.08,595.8,600.16,566.45,633.87,-4.36,29.35,-38.07,701.7,714.18,678.25,750.11,-12.48,23.45,-48.41
"LUX",2020,4607,4463,4239,4687,144,368,-80,630336,730.7,705.61,668.08,743.13,25.09,62.62,-12.43,381.1,363.65,339.27,388.02,17.45,41.83,-6.92,915.6,885.4,831.74,939.06,30.2,83.86,-23.46,628.1,596.49,560.58,632.39,31.61,67.52,-4.29,737.8,714.47,674.7,754.23,23.33,63.1,-16.43
"LUX",2021,4497,4564,4314,4814,-67,183,-317,639961,702.7,707.69,665.82,749.56,-4.99,36.88,-46.86,366.2,360.23,334.12,386.35,5.97,32.08,-20.15,878.9,885.8,825.93,945.67,-6.9,52.97,-66.77,602.4,592.81,554.34,631.28,9.59,48.06,-28.88,708.7,714.75,670.39,759.12,-6.05,38.31,-50.42
"LUX",2022,4464,4665,4386,4944,-201,78,-480,657330,679.2,709.77,663.04,756.51,-30.57,16.16,-77.31,363.2,356.82,328.76,384.89,6.38,34.44,-21.69,842.9,886.2,819.38,953.02,-43.3,23.52,-110.12,586.6,589.14,547.8,630.48,-2.54,38.8,-43.88,670.2,715.04,665.52,764.56,-44.84,4.68,-94.36
"LVA",2001,33009,,,,,,,2337480,1412.2,,,,,,,928.5,,,,,,,1875.7,,,,,,,1351.1,,,,,,,2044.9,,,,,,
"LVA",2002,32487,,,,,,,2310380,1406,,,,,,,907.2,,,,,,,1829.5,,,,,,,1316.3,,,,,,,1994.1,,,,,,
"LVA",2003,32426,,,,,,,2288174,1417,,,,,,,891,,,,,,,1815.3,,,,,,,1300.9,,,,,,,1978.9,,,,,,
"LVA",2004,32029,,,,,,,2263378,1414.9,,,,,,,874.5,,,,,,,1776.5,,,,,,,1273.2,,,,,,,1935.6,,,,,,
"LVA",2005,32792,,,,,,,2239009,1464.5,,,,,,,891.2,,,,,,,1798.5,,,,,,,1290.9,,,,,,,1956.7,,,,,,
"LVA",2006,33083,,,,,,,2218540,1491,1438,1356.07,1519.93,53,134.93,-28.93,895.7,,,,,,,1787.6,,,,,,,1288,,,,,,,1941.7,,,,,,
"LVA",2007,33044,31044,29086,33001,2000,3958,43,2200488,1501.5,1439.07,1358.88,1519.26,62.43,142.62,-17.76,882.2,814.11,747.83,880.39,68.09,134.37,1.81,1769.3,,,,,,,1273.4,,,,,,,1923.8,,,,,,
"LVA",2008,30998,30755,28844,32666,243,2154,-1668,2177598,1423.4,1440.15,1361.44,1518.86,-16.75,61.96,-95.46,810.3,798.68,733.99,863.37,11.62,76.31,-53.07,1640.8,,,,,,,1174.9,,,,,,,1785.5,,,,,,
"LVA",2009,29910,30467,28595,32338,-557,1315,-2428,2142074,1396.1,1441.22,1363.71,1518.74,-45.12,32.39,-122.64,769.1,783.24,719.89,846.6,-14.14,49.21,-77.5,1566.2,,,,,,,1118.5,,,,,,,1705.5,,,,,,
"LVA",2010,30043,30178,28338,32019,-135,1705,-1976,2097995,1431.8,1442.3,1365.7,1518.9,-10.5,66.1,-87.1,755.8,767.81,705.51,830.11,-12.01,50.29,-74.31,1557.9,,,,,,,1108.1,,,,,,,1698.3,,,,,,
"LVA",2011,28551,29890,28072,31708,-1339,479,-3157,2059996,1385.7,1443.37,1367.39,1519.36,-57.67,18.31,-133.66,712.7,752.38,690.84,813.92,-39.68,21.86,-101.22,1464.9,,,,,,,1042.4,1050.66,1018.66,1082.66,-8.26,23.74,-40.26,1597.4,,,,,,
"LVA",2012,29023,29601,27797,31406,-578,1226,-2383,2034520,1426.4,1444.45,1368.78,1520.12,-18.05,57.62,-93.72,707,736.94,675.87,798.02,-29.94,31.13,-91.02,1477.5,,,,,,,1047.7,1041.96,1011.34,1072.58,5.74,36.36,-24.88,1615.3,,,,,,
"LVA",2013,28660,29313,27514,31113,-653,1146,-2453,2012860,1423.6,1445.52,1369.85,1521.2,-21.92,53.75,-97.6,696.3,721.51,660.59,782.43,-25.21,35.71,-86.13,1449,,,,,,,1029.8,1033.25,1003.67,1062.84,-3.45,26.13,-33.04,1582.5,,,,,,
"LVA",2014,28483,29025,27221,30829,-542,1262,-2346,1993930,1428.5,1446.6,1370.62,1522.58,-18.1,57.88,-94.08,691.9,706.07,645,767.15,-14.17,46.9,-75.25,1435.9,,,,,,,1020.8,1024.55,995.6,1053.5,-3.75,25.2,-32.7,1568.9,,,,,,
"LVA",2015,28459,28736,26918,30554,-277,1541,-2095,1977691,1438.8,1447.67,1371.08,1524.27,-8.87,67.72,-85.47,681.5,690.64,629.1,752.18,-9.14,52.4,-70.68,1431.1,1447.86,1384.75,1510.97,-16.76,46.35,-79.87,1014.9,1015.84,987.11,1044.58,-0.94,27.79,-29.68,1565.2,1583.18,1514.17,1652.19,-17.98,51.03,-86.99
"LVA",2016,28610,28448,26607,30288,162,2003,-1678,1959717,1459.8,1448.75,1371.24,1526.26,11.05,88.56,-66.46,682.3,675.21,612.9,737.51,7.09,69.4,-55.21,1433.2,1430.4,1373.52,1487.28,2.8,59.68,-54.08,1015.9,1007.14,978.19,1036.09,8.76,37.71,-20.19,1566.9,1564.25,1502.05,1626.45,2.65,64.85,-59.55
"LVA",2017,28741,28159,26288,30031,582,2453,-1290,1942399,1479.5,1449.82,1371.11,1528.53,29.68,108.39,-49.03,679.8,659.77,596.41,723.13,20.03,83.39,-43.33,1430,1412.94,1358.29,1467.59,17.06,71.71,-37.59,1012.4,998.43,968.85,1028.02,13.97,43.55,-15.62,1563.7,1545.32,1485.56,1605.08,18.38,78.14,-41.38
"LVA",2018,28827,27871,25960,29782,956,2867,-955,1927311,1495.5,1450.9,1370.71,1531.09,44.6,124.79,-35.59,673.3,644.34,579.65,709.03,28.96,93.65,-35.73,1420,1395.48,1338.6,1452.36,24.52,81.4,-32.36,1004.7,989.73,959.11,1020.35,14.97,45.59,-15.65,1553.6,1526.39,1464.19,1588.59,27.21,89.41,-34.99
"LVA",2019,27721,27583,25625,29540,138,2096,-1819,1913939,1448.2,1451.97,1370.04,1533.9,-3.77,78.16,-85.7,637.4,628.9,562.62,695.18,8.5,74.78,-57.78,1350.4,1378.02,1314.91,1441.13,-27.62,35.49,-90.73,954,981.02,949.02,1013.02,-27.02,4.98,-59.02,1477.2,1507.46,1438.45,1576.47,-30.26,38.75,-99.27
"LVA",2020,28837,27294,25282,29306,1543,3555,-469,1900587,1517.4,1453.05,1369.14,1536.95,64.35,148.26,-19.55,651.6,613.47,545.36,681.58,38.13,106.24,-29.98,1389.8,1360.56,1288.26,1432.86,29.24,101.54,-43.06,979.9,972.32,938.62,1006.02,7.58,41.28,-26.12,1520.8,1488.53,1409.47,1567.59,32.27,111.33,-46.79
"LVA",2021,34597,27006,24933,29078,7591,9664,5519,1884657,1835.8,1454.12,1368,1540.24,381.68,467.8,295.56,785.2,598.04,527.87,668.2,187.16,257.33,117,1666.2,1343.1,1259.62,1426.58,323.1,406.58,239.62,1175.7,963.61,927.95,999.28,212.09,247.75,176.42,1822.5,1469.6,1378.31,1560.89,352.9,444.19,261.61
"LVA",2022,30368,26717,24578,28857,3651,5790,1511,1883094,1612.6,1455.2,1366.66,1543.73,157.4,245.94,68.87,785.7,582.6,510.18,655.02,203.1,275.52,130.68,1508.3,1325.64,1229.67,1421.61,182.66,278.63,86.69,1115,954.91,917.06,992.76,160.09,197.94,122.24,1568.6,1450.67,1345.73,1555.61,117.93,222.87,12.99
"MAC",2015,2002,2068,1776,2360,-66,226,-358,614041,326.1,337.14,290.83,383.45,-11.04,35.27,-57.35
"MAC",2016,2248,2106,1843,2370,142,405,-122,625500,359.6,336.65,294.9,378.4,22.95,64.7,-18.8
"MAC",2017,2120,2144,1891,2397,-24,229,-277,637500,332.5,336.16,296.05,376.27,-3.66,36.45,-43.77
"MAC",2018,2069,2182,1919,2446,-113,150,-377,649958,318.3,335.67,293.92,377.42,-17.37,24.38,-59.12
"MAC",2019,2282,2220,1928,2513,62,354,-231,662958,344.3,335.18,288.87,381.49,9.12,55.43,-37.19
"MAC",2020,2230,2258,1924,2593,-28,306,-363,675500,330.1,334.69,281.63,387.75,-4.59,48.47,-57.65
"MAC",2021,2320,2297,1910,2683,23,410,-363,687729,337.3,334.2,272.93,395.47,3.1,64.37,-58.17
"MAC",2022,3004,2335,1890,2779,669,1114,225,700229,428.4,333.71,263.28,404.14,94.69,165.12,24.26
"MCO",2015,592,550,451,648,42,141,-56,36458,1624.9,1500.36,1212.44,1788.28,124.54,412.46,-163.38
"MCO",2016,503,539,450,627,-36,53,-124,37000,1359.5,1465.91,1206.39,1725.43,-106.41,153.11,-365.93
"MCO",2017,494,528,443,613,-34,51,-119,37000,1335.1,1431.46,1182.12,1680.8,-96.36,152.98,-345.7
"MCO",2018,522,517,428,606,5,94,-84,37000,1410.8,1397.01,1137.49,1656.53,13.79,273.31,-245.73
"MCO",2019,528,506,408,604,22,120,-76,37000,1427,1362.56,1074.64,1650.48,64.44,352.36,-223.48
"MCO",2020,534,495,382,608,39,152,-74,36542,1461.8,1328.11,998.26,1657.96,133.69,463.54,-196.16
"MCO",2021,607,484,354,614,123,253,-7,35885,1691.1,1293.66,912.78,1674.54,397.44,778.32,16.56
"MCO",2022,528,473,324,623,55,204,-95,35635,1481.6,1259.21,821.38,1697.04,222.39,660.22,-215.44
"MDA",2015,39883,39320,37473,41168,563,2410,-1285,3278877,1216,1201.16,1148.91,1253.41,14.84,67.09,-37.41
"MDA",2016,38489,38571,36906,40236,-82,1583,-1747,3226459,1192.7,1193.54,1146.44,1240.64,-0.84,46.26,-47.94
"MDA",2017,36768,37822,36222,39422,-1054,546,-2654,3181751,1155.2,1185.92,1140.67,1231.17,-30.72,14.53,-75.97
"MDA",2018,37176,37073,35408,38738,103,1768,-1562,3142501,1182.9,1178.3,1131.2,1225.4,4.6,51.7,-42.5
"MDA",2019,36794,36324,34476,38171,470,2318,-1377,3110168,1182.8,1170.68,1118.43,1222.93,12.12,64.37,-40.13
"MDA",2020,40716,35575,33458,37691,5141,7258,3025,3085375,1319.9,1163.06,1103.2,1222.92,156.84,216.7,96.98
"MDA",2021,45386,34826,32381,37270,10560,13005,8116,3059449,1483.4,1155.44,1086.32,1224.56,327.96,397.08,258.84
"MDA",2022,36554,34076,31267,36886,2478,5287,-332,3027699,1206.9,1147.82,1068.36,1227.28,59.08,138.54,-20.38
"MDV",2015,1130,1208,982,1435,-78,148,-305,434708,260,275.68,231.93,319.43,-15.68,28.07,-59.43
"MDV",2016,1226,1190,986,1394,36,240,-168,453250,270.9,262.86,223.42,302.3,8.04,47.48,-31.4
"MDV",2017,1241,1171,975,1367,70,266,-126,471249,263.5,250.04,212.15,287.93,13.46,51.35,-24.43
"MDV",2018,1216,1152,948,1356,64,268,-140,488791,248.9,237.22,197.78,276.66,11.68,51.12,-27.76
"MDV",2019,1041,1133,907,1360,-92,134,-319,503500,206.9,224.4,180.65,268.15,-17.5,26.25,-61.25
"MDV",2020,1275,1114,855,1374,161,420,-99,513208,248.4,211.58,161.46,261.7,36.82,86.94,-13.3
"MDV",2021,1513,1096,796,1395,417,717,118,523187,289.2,198.76,140.88,256.64,90.44,148.32,32.56
"MEX",2015,653295,659720,644545,674895,-6425,8750,-21600,120136500,543.8,548.88,537.04,560.72,-5.08,6.76,-16.92
"MEX",2016,684534,679393,665714,693072,5141,18820,-8538,121505246,563.5,559.19,548.52,569.86,4.31,14.98,-6.36
"MEX",2017,703205,699066,685924,712208,4139,17281,-9003,122826413,572.5,569.5,559.25,579.75,3,13.25,-7.25
"MEX",2018,720738,718739,705060,732418,1999,15678,-11680,124003044,581.2,579.81,569.14,590.48,1.39,12.06,-9.28
"MEX",2019,733558,738412,723237,753587,-4854,10321,-20029,125074945,586.5,590.12,578.28,601.96,-3.62,8.22,-15.46
"MEX",2020,1076480,758085,740700,775470,318395,335780,301010,125990564,854.2,600.43,586.87,613.99,253.77,267.33,240.21
"MEX",2021,1105880,777758,757683,797833,328122,348197,308047,126898006,871.8,610.74,595.08,626.4,261.06,276.72,245.4
"MEX",2022,838762,797431,774355,820507,41331,64407,18255,127941973,655.7,621.05,603.05,639.05,34.65,52.65,16.65
"MKD",2015,20461,20419,19591,21248,42,870,-787,2107375,970.9,968.72,929.24,1008.2,2.18,41.66,-37.3
"MKD",2016,20421,20347,19600,21094,74,821,-673,2109917,967.9,964.55,928.97,1000.13,3.35,38.93,-32.23
"MKD",2017,20318,20275,19557,20992,43,761,-674,2111458,962.3,960.38,926.19,994.57,1.92,36.11,-32.27
"MKD",2018,19727,20202,19456,20949,-475,271,-1222,2112917,933.6,956.21,920.63,991.79,-22.61,12.97,-58.19
"MKD",2019,20446,20130,19301,20958,316,1145,-512,2114000,967.2,952.04,912.56,991.52,15.16,54.64,-24.32
"MKD",2020,25723,20057,19108,21006,5666,6615,4717,2111250,1218.6,947.87,902.64,993.1,270.73,315.96,225.5
"MKD",2021,28516,19985,18889,21081,8531,9627,7435,2107656,1353,943.7,891.48,995.92,409.3,461.52,357.08
"MKD",2022,22376,19913,18653,21172,2463,3723,1204,2106906,1062,939.53,879.5,999.56,122.47,182.5,62.44
"MLT",2012,3416,,,,,,,419980,813.7,,,,,,,422.8,,,,,,,1002.9,,,,,,,691,,,,,,,909.5,,,,,,
"MLT",2013,3233,,,,,,,425900,759.5,,,,,,,387.1,,,,,,,921.3,,,,,,,633.1,,,,,,,835,,,,,,
"MLT",2014,3279,,,,,,,434459,754.9,,,,,,,378.9,,,,,,,894.1,,,,,,,616.3,,,,,,,811,,,,,,
"MLT",2015,3446,3377,3150,3604,69,296,-158,444950,775.2,764,714.77,813.23,11.2,60.43,-38.03,381.1,375.52,358.11,392.93,5.58,22.99,-11.83,901.4,881.24,824.03,938.45,20.16,77.37,-37.05,620.7,608.56,573.89,643.23,12.14,46.81,-22.53,814.8,796.94,745.16,848.72,17.86,69.64,-33.92
"MLT",2016,3334,3461,3256,3665,-127,78,-331,455261,732.4,758.65,714.27,803.03,-26.25,18.13,-70.63,359.1,368.72,353.03,384.41,-9.62,6.07,-25.31,833.1,865.69,814.12,917.26,-32.59,18.98,-84.16,578.2,597.9,566.65,629.15,-19.7,11.55,-50.95,753.5,782.81,736.14,829.48,-29.31,17.36,-75.98
"MLT",2017,3568,3545,3348,3742,23,220,-174,467851,763.4,753.3,710.66,795.94,10.1,52.74,-32.54,362.9,361.92,346.84,377,0.98,16.06,-14.1,853.3,850.14,800.59,899.69,3.16,52.71,-46.39,589.1,587.24,557.21,617.27,1.86,31.89,-28.17,771.5,768.68,723.84,813.52,2.82,47.66,-42.02
"MLT",2018,3686,3629,3425,3834,57,261,-148,484459,761.7,747.95,703.57,792.33,13.75,58.13,-30.63,359.7,355.12,339.43,370.81,4.58,20.27,-11.11,845.4,834.59,783.02,886.16,10.81,62.38,-40.76,583.4,576.58,545.33,607.83,6.82,38.07,-24.43,765.4,754.55,707.88,801.22,10.85,57.52,-35.82
"MLT",2019,3691,3713,3486,3940,-22,205,-249,503861,733.8,742.6,693.37,791.83,-8.8,40.43,-58.03,346.8,348.32,330.91,365.73,-1.52,15.89,-18.93,817.5,819.04,761.83,876.25,-1.54,55.67,-58.75,564.8,565.92,531.25,600.59,-1.12,33.55,-35.79,738.2,740.42,688.64,792.2,-2.22,49.56,-54
"MLT",2020,4086,3798,3538,4058,288,548,28,515316,792.8,737.25,680.85,793.65,55.55,111.95,-0.85,367.3,341.52,321.58,361.46,25.78,45.72,5.84,875.7,803.49,737.94,869.04,72.21,137.76,6.66,603.3,555.26,515.54,594.98,48.04,87.76,8.32,791.6,726.29,666.97,785.61,65.31,124.63,5.99
"MLT",2021,4144,3882,3582,4182,262,562,-38,526846,787,731.9,666.77,797.03,55.1,120.23,-10.03,,334.72,311.69,357.75,,,,,787.94,712.25,863.63,,,,,544.6,498.74,590.46,,,,,712.16,643.66,780.66,,,
"MLT",2022,4204,3966,3621,4311,238,583,-107,538885,780.7,726.55,651.68,801.42,54.15,129.02,-20.72,,327.92,301.45,354.39,,,,,772.39,685.39,859.39,,,,,533.94,481.22,586.66,,,,,698.03,619.29,776.77,,,
"MNE",2006,5972,,,,,,,613852,972.9,,,,,,,741.9,,,,,,,1644.5,,,,,,,1143.2,,,,,,,1294.2,,,,,,
"MNE",2007,5979,,,,,,,615075,972.1,,,,,,,726,,,,,,,1637.2,,,,,,,1133.4,,,,,,,1280.7,,,,,,
"MNE",2008,5706,,,,,,,616335,925.8,,,,,,,674.6,,,,,,,1514,,,,,,,1050.4,,,,,,,1185.1,,,,,,
"MNE",2009,5898,,,,,,,618061,954.3,,,,,,,675.3,,,,,,,1501.8,,,,,,,1043.6,,,,,,,1182.4,,,,,,
"MNE",2010,5655,,,,,,,619417,913,,,,,,,625.5,,,,,,,1401.2,,,,,,,971.4,,,,,,,1099.8,,,,,,
"MNE",2011,5842,,,,,,,620075,942.2,,,,,,,628.3,,,,,,,1416.5,,,,,,,980.5,,,,,,,1110.9,,,,,,
"MNE",2012,5928,,,,,,,620595,955.2,,,,,,,623.6,,,,,,,1426.8,,,,,,,984,,,,,,,1111,,,,,,
"MNE",2013,5919,,,,,,,621201,952.8,,,,,,,610.9,,,,,,,1390.5,,,,,,,959.9,,,,,,,1083.5,,,,,,
"MNE",2014,6009,,,,,,,621804,966.3,,,,,,,610.4,,,,,,,1391.6,,,,,,,961.4,,,,,,,1083,,,,,,
"MNE",2015,6338,6372,6268,6475,-34,70,-137,622157,1018.6,1023.82,1007.53,1040.11,-5.22,11.07,-21.51,629.4,631.3,621.86,640.74,-1.9,7.54,-11.34,1456.2,1460.22,1445.27,1475.17,-4.02,10.93,-18.97,1000.6,1002.24,991.28,1013.2,-1.64,9.32,-12.6,1131.4,1135.18,1122.11,1148.25,-3.78,9.29,-16.85
"MNE",2016,6450,6425,6333,6518,25,117,-68,622301,1036.5,1032.57,1017.89,1047.25,3.93,18.61,-10.75,627.9,624.78,616.27,633.29,3.12,11.63,-5.39,1443.3,1441.5,1428.03,1454.97,1.8,15.27,-11.67,990.8,990.62,980.74,1000.5,0.18,10.06,-9.7,1125.5,1121.7,1109.92,1133.48,3.8,15.58,-7.98
"MNE",2017,6527,6479,6390,6569,48,137,-42,622373,1048.7,1041.32,1027.21,1055.43,7.38,21.49,-6.73,619.8,618.26,610.09,626.43,1.54,9.71,-6.63,1430.7,1422.78,1409.84,1435.72,7.92,20.86,-5.02,984.5,979,969.51,988.49,5.5,14.99,-3.99,1112.9,1108.22,1096.9,1119.54,4.68,16,-6.64
"MNE",2018,6499,6533,6440,6626,-34,59,-127,622272,1044.4,1050.07,1035.39,1064.75,-5.67,9.01,-20.35,606.9,611.74,603.23,620.25,-4.84,3.67,-13.35,1398.9,1404.06,1390.59,1417.53,-5.16,8.31,-18.63,962.4,967.38,957.5,977.26,-4.98,4.9,-14.86,1089.1,1094.74,1082.96,1106.52,-5.64,6.14,-17.42
"MNE",2019,6583,6587,6484,6690,-4,99,-107,622030,1058.4,1058.82,1042.53,1075.11,-0.42,15.87,-16.71,607.3,605.22,595.78,614.66,2.08,11.52,-7.36,1384.8,1385.34,1370.39,1400.29,-0.54,14.41,-15.49,956.7,955.76,944.8,966.72,0.94,11.9,-10.02,1082.2,1081.26,1068.19,1094.33,0.94,14.01,-12.13
"MNE",2020,7254,6641,6523,6759,613,731,495,621317,1167.6,1067.57,1048.91,1086.23,100.03,118.69,81.37,652.3,598.7,587.89,609.51,53.6,64.41,42.79,1504.3,1366.62,1349.5,1383.74,137.68,154.8,120.56,1033,944.14,931.58,956.7,88.86,101.42,76.3,1173,1067.78,1052.81,1082.75,105.22,120.19,90.25
"MNE",2021,9138,6695,6559,6831,2443,2579,2307,619240,1475.5,1076.32,1054.77,1097.87,399.18,420.73,377.63,819.2,592.18,579.7,604.66,227.02,239.5,214.54,1905.2,1347.9,1328.13,1367.67,557.3,577.07,537.53,1305.7,932.52,918.02,947.02,373.18,387.68,358.68,1482.3,1054.3,1037.02,1071.58,428,445.28,410.72
"MNE",2022,6958,6749,6592,6906,209,366,52,626457,1110.6,1085.07,1060.3,1109.84,25.53,50.3,0.76,,585.66,571.31,600.01,,,,,1329.18,1306.45,1351.91,,,,,920.9,904.23,937.57,,,,,1040.82,1020.95,1060.69,,,
"MNG",2015,16374,16018,14619,17417,356,1755,-1043,2961331,552.9,541.34,496.25,586.43,11.56,56.65,-33.53
"MNG",2016,16181,16299,15038,17560,-118,1143,-1379,3026249,534.8,538.67,498.03,579.31,-3.87,36.77,-44.51
"MNG",2017,15812,16581,15369,17792,-769,443,-1980,3092706,511.2,536,496.95,575.05,-24.8,14.25,-63.85
"MNG",2018,17331,16862,15601,18123,469,1730,-792,3160623,548.3,533.33,492.69,573.97,14.97,55.61,-25.67
"MNG",2019,17205,17143,15744,18542,62,1461,-1337,3229164,532.8,530.66,485.57,575.75,2.14,47.23,-42.95
"MNG",2020,15922,17424,15821,19027,-1502,101,-3105,3291666,483.7,527.99,476.33,579.65,-44.29,7.37,-95.95
"MNG",2021,19931,17705,15855,19556,2226,4076,375,3351789,594.1,525.32,465.67,584.97,68.78,128.43,9.13
"MNG",2022,17981,17987,15859,20114,-6,2122,-2133,3416789,526.2,522.65,454.08,591.22,3.55,72.12,-65.02
"MTQ",2015,3049,3086,2833,3340,-37,216,-291,383038,796,805.98,736.86,875.1,-9.98,59.14,-79.1
"MTQ",2016,3299,3184,2955,3413,115,344,-114,379529,869.4,838.34,776.03,900.65,31.06,93.37,-31.25
"MTQ",2017,3234,3282,3062,3502,-48,172,-268,377019,857.6,870.7,810.84,930.56,-13.1,46.76,-72.96
"MTQ",2018,3281,3380,3151,3609,-99,130,-328,374529,876,903.06,840.75,965.37,-27.06,35.25,-89.37
"MTQ",2019,3547,3478,3224,3731,69,323,-184,371529,954.5,935.42,866.3,1004.54,19.08,88.2,-50.04
"MTQ",2020,3594,3575,3285,3866,19,309,-272,369510,972.7,967.78,888.59,1046.97,4.92,84.11,-74.27
"MTQ",2021,4619,3673,3337,4009,946,1282,610,367896,1255.9,1000.14,908.7,1091.58,255.76,347.2,164.32
"MTQ",2022,4200,3771,3385,4157,429,815,43,365647,1148.4,1032.5,927.38,1137.62,115.9,221.02,10.78
"MUS",2015,9747,9711,9277,10145,36,470,-398,1292458,754.1,751.24,717.42,785.06,2.86,36.68,-30.96
